FID,OBJECTID,ANCILLARYR,ENABLED,SUBTYPEFIE,FACILITYID,SYMBOLROTA,LIFECYCLES,WATERTYPE,INSTALLDAT,SURFACEELE,LASTEDITOR,LASTEDITDA,COMMENTS,OWNER,ARCFMID,HISTORICAL,FRAMEMATER,ACCESSMATE,WALLMATERI,GRATETYPE,DEPTH,INVERTELEV,ADDRESS,COATINGTYP,HOODED,CURBINLET,NORMENABLE,SOURCE1,LastCleanD,DEEP,x,y
3791,6102,0,1,1,D41CBN2616,0,IS,STORM,3/14/05 0:00,22.21,CDM,4/29/05 0:00, ,CDPW,SCB000004652, , , , ,F,0,999,PRKN MARINO CNTR EDMUNDS AVE.,UNK,0,0,0,EDMUNDS ST- SH3,, ,-71.13250059,42.3981883
3792,6106,0,1,1,D41CBN2499,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00,NEEDS VACTOR,CDPW,SCB000004659, , , , ,D,0,999,43 BROOKFORD ST.,UNK,0,0,0,FIELD CHECK 10/09,8/25/08 0:00, ,-71.13430391,42.39877114
3793,6114,0,1,1,D22CBN7807,4,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000004342, , , , ,D,0,999, ,UNK,0,0,0, ,6/15/10 0:00, ,-71.11856198,42.38584082
3794,6116,0,1,1,D39CBN7733,15,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW, , ,STL,STL, ,D,0,999, ,UNK,0,0,0, ,3/22/10 0:00, ,-71.12773257,42.39329604
3795,6117,0,1,1,D39CBN2431,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00,RESET,CDPW,SCB000004521, , , , ,D,0,999,101 MONTGOMERY ST,UNK,1,0,0, ,10/20/11 0:00,Y,-71.13316905,42.39628899
3796,6122,0,1,1,D37CBN1902,65,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00,PET WASTE,CDPW, , ,STL,STL, ,AG,0,999, ,UNK,1,0,0, ,6/27/11 0:00,Y,-71.12981505,42.38666583
3797,6123,0,1,1,D39CBN7734,15,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00,REPAIR,CDPW,SCB000004935, , , , ,D,0,999,17 RINDGEFIELD,UNK,0,1,0, ,3/22/10 0:00, ,-71.12780651,42.39330657
3798,6124,0,1,1,D39CBN1401,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00,REPAIR,CDPW,SCB000004534, , , , ,D,0,999,151B JACKSON ST,UNK,0,1,0, ,4/21/10 0:00, ,-71.13522522,42.39578038
3799,6127,0,1,3,D39CBN3011,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00,REPAIR,CDPW, , ,STL,STL, ,OTH,0,999, ,UNK,0,0,0, ,6/16/10 0:00, ,-71.13276595,42.39232147
3801,6135,0,1,1,D39CBN3153,40,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/11 0:00,REPAIR,CDPW, , ,STL,STL, ,D,0,999, ,UNK,0,0,0,sew 11-11,4/15/10 0:00, ,-71.12557374,42.39038508
3802,6142,0,1,1,D22CBN5308,70,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00,REPAIR,CDPW,SCB000004336, , , , ,D,0,999, ,UNK,0,0,0, ,5/24/10 0:00, ,-71.12171286,42.38040663
3803,6144,0,1,1,D38CBN4809,8,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00,REPAIR,CDPW,SCB000005520, , , , ,D,0,999, ,UNK,0,0,0, ,9/28/10 0:00, ,-71.13803432,42.38268697
3804,6145,0,1,1,D38CBN6106,0,IS,STORM,1/1/1753 12:00:00 AM,999,MWH,4/24/02 0:00, ,CDPW,SCB000004829, , , , ,D,0,999,80 WALDEN ST,UNK,0,1,0, ,6/2/08 0:00, ,-71.13543083,42.38229922
3805,6146,0,1,1,D31CBN7412,57,IS,STORM,7/25/80 0:00,999,GTS,10/26/11 0:00, ,CDPW, , ,CI,CI,CBLK,D,84,999, ,UNK,0,1,0,PHASE5CONTRACT1SHEET5,7/15/11 0:00,Y,-71.1219916,42.38146418
3807,6149,0,1,1,D38CBN6605,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/28/11 0:00, ,CDPW,SCB000005534, , , , ,D,0,999, ,UNK,1,0,0, ,6/22/10 0:00,Y,-71.13397232,42.38079803
3808,6150,0,1,1,D30CBN1252,34,IS,STORM,1/1/1753 12:00:00 AM,999, ,, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,0,0,0, ,5/29/08 0:00, ,-71.12771766,42.37678512
3809,6151,0,1,1,D31CBN3631,36,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000000809, ,CI,CI,CBLK,D,84,999,55 CONCORD,UNK,1,1,0,PHASE5CONTRACT1SHEET13,5/27/10 0:00, ,-71.12836012,42.38092086
3812,6154,0,1,1,D31CBN0115,65,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,0,0,0, ,5/27/10 0:00, ,-71.12963767,42.37913283
3814,6156,0,1,1,D31CBN3619,36,IS,STORM,7/25/80 0:00,999,GTS,12/13/10 0:00, ,CDPW,SCB000000811, ,UNK,UNK,UNK,D,999,999,CONCORD AND BOND,UNK,1,0,0,PHASE5CONTRACT1SHEET3,10/27/10 0:00, ,-71.12752855,42.38047174
3815,6157,0,1,1,D30CBN1510,18,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000000558, ,UNK,UNK,UNK,F,999,999,131 BRATTLE,UNK,0,0,0,PHASE5CONTRACT2SHEET18A,6/25/10 0:00, ,-71.12937938,42.37764117
3816,6160,0,1,4,D31CBN0416,0,IS,STORM,1/1/1753 12:00:00 AM,999, ,, ,CDPW, , ,STL,STL, ,AG,0,999, ,UNK,0,0,0, ,, ,-71.13200843,42.37441153
3817,6161,0,1,1,D31CBN3130,20,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000000804, , , , ,F,0,999,62 BUCKINGHAM,UNK,0,1,0, ,4/22/10 0:00, ,-71.12972769,42.38075613
3818,6162,0,1,1,D38CBN6512,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000004836, , , , ,D,0,999,120 APPLETON ST,UNK,0,1,0, ,6/23/10 0:00, ,-71.13410337,42.3807364
3819,6163,0,1,1,D38CBN3204,30,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000005510, , , , ,D,0,999, ,UNK,0,0,0, ,6/1/10 0:00, ,-71.13526256,42.38512331
3820,6164,0,1,1,D29CBN1326,36,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00,REPAIR,CDPW, , ,STL,STL, ,D,0,999, ,UNK,0,0,0, ,5/27/10 0:00, ,-71.12522625,42.37818194
3821,6167,0,1,1,D31CBN3609,36,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000000821, ,UNK,UNK,UNK,D,999,999,35 CONCORD,UNK,0,0,0,PHASE5CONTRACT1SHEET13,6/25/10 0:00, ,-71.12667755,42.38000644
3823,6170,0,1,1,D32CBN1610,50,IS,STORM,7/8/10 0:00,999,GTS,2/15/11 0:00, ,CDPW,SCB000002757, , , , , ,0,999,115 COOLIDGE HILL RD,UNK,0,0,0,REMEDIAL FY11,, ,-71.1388765,42.37330501
3824,6171,0,1,1,D31CBN7420,57,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00,RESET,CDPW, , ,STL,STL, ,F,0,999, ,UNK,1,0,0, ,7/15/11 0:00,Y,-71.12258869,42.38224392
3825,6172,0,1,1,D31CBN1605,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00,REPAIR,CDPW,SCB000000575, , , , ,F,0,999,4 MERCER,UNK,0,1,0, ,5/27/10 0:00, ,-71.12976645,42.37662588
3826,6175,0,1,1,D37CBN1810,40,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,1,0,0, ,11/19/10 0:00, ,-71.1318492,42.38578839
3828,6179,0,1,1,D38CBN6124,10,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/28/11 0:00,PET WASTE,CDPW,SCB000005540, , , , ,D,0,999, ,UNK,1,0,0, ,10/25/11 0:00,Y,-71.13590861,42.38048243
3829,6182,0,1,1,D29CBN1512,57,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/4/11 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,0,0,0,Nstar Heat Exch Pipeline 20110302 Sht 18,5/28/10 0:00, ,-71.12318357,42.37757865
3830,6183,0,1,1,D31CBN3647,36,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000000807, ,CI,CI,CBLK,D,84,999,CONCORD ACROSS BUCKINGHAM,UNK,1,1,0,PHASE5CONTRACT1SHEET13,5/27/10 0:00, ,-71.12896178,42.38125075
3831,6184,0,1,1,D38CBN3702,30,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/28/11 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,1,0,0, ,10/25/11 0:00,Y,-71.13606486,42.3839829
3832,6187,0,1,1,D32CBN0454,0,IS,STORM,1/1/1753 12:00:00 AM,999, ,,REPAIR - SEALED SHUT,CDPW,SCB000002733, , , , ,D,0,999,469 MT AUBURN,UNK,0,1,0, ,, ,-71.14139336,42.37513769
3833,6188,0,1,1,D29CBN1708,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00,STEEL PLATE,CDPW, , ,STL,STL, ,F,0,999, ,UNK,0,0,0,CMH Cont 93-1 Follen Street,6/18/10 0:00, ,-71.12102354,42.37851779
3834,6190,0,1,1,D38CBN4504,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/28/11 0:00, ,CDPW,SCB000004699, , , , ,F,0,999,2 WATERMAN RD,UNK,1,0,0, ,7/24/08 0:00,Y,-71.13867013,42.38304945
3835,6191,0,1,1,D31CBN3315,65,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000000814, ,UNK,UNK,UNK,D,999,999,33 PARKER,UNK,0,1,0,PHASE5CONTRACT2SHEET14,5/26/10 0:00, ,-71.12843944,42.37988092
3836,6196,0,1,1,D29CBN1716,70,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,0,0,0, ,6/18/10 0:00, ,-71.12184862,42.37872258
3837,6200,0,1,1,D29CBN1561,4,IS,STORM,1/1/1753 12:00:00 AM,999, ,, ,CDPW, , ,STL,STL, ,D,0,999, ,UNK,0,0,0, ,4/27/09 0:00, ,-71.11944446,42.38567347
3838,6202,0,1,1,D31CBN2208,68,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00,RESET,CDPW, , ,STL,STL, ,D,0,999, ,UNK,0,0,0, ,4/27/10 0:00, ,-71.1313597,42.37874302
3839,6203,0,1,1,D31CBN3010,65,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000000560, , , , ,D,0,999,22 CRAIGIE,UNK,0,1,0, ,5/28/10 0:00, ,-71.12858262,42.37839061
3841,6206,0,1,1,D38CBN5410,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000005538, , , , ,D,0,999, ,UNK,0,0,0, ,8/24/10 0:00, ,-71.13842923,42.3794593
3843,6209,0,1,1,D31CBN3610,36,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000000820, ,CI,CI,CBLK,D,84,999,36 CONCORD,UNK,1,1,0,PHASE5CONTRACT1SHEET13,4/23/10 0:00, ,-71.12674856,42.37993982
3844,6210,0,1,1,D38CBN1468,30,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,1,0,0, ,10/26/10 0:00, ,-71.13543808,42.38439263
3845,6212,0,1,1,D37CBN1032,36,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW, , ,STL,STL, ,AG,0,999, ,UNK,1,0,0, ,11/29/10 0:00, ,-71.12982898,42.38115066
3846,6214,0,1,1,D38CBN1466,30,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/28/11 0:00, ,CDPW,SCB000005511, , , , ,D,0,999, ,UNK,1,0,0, ,10/25/11 0:00,Y,-71.13584665,42.38445536
3847,6215,0,1,1,D31CBN0114,65,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,0,0,0, ,5/27/10 0:00, ,-71.12970726,42.3790689
3848,6217,0,1,3,D31CBN3307,65,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW,SCB000000817, ,STL,STL, ,OTH,0,999,59 PARKER,UNK,1,0,0, ,11/29/10 0:00, ,-71.12946676,42.37952882
3849,6220,0,1,1,D38CBN4810,8,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW,SCB000005521, , , , ,F,0,999, ,UNK,1,0,0, ,10/27/10 0:00, ,-71.13794547,42.38268282
3850,6224,0,1,1,D31CBN7428,57,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW, , ,STL,STL, ,D,0,999, ,UNK,0,0,0, ,7/26/10 0:00, ,-71.12316011,42.38268314
3852,6226,0,1,1,D30CBN1507,34,IS,STORM,7/25/80 0:00,999,GTS,12/13/10 0:00, ,CDPW,SCB000000513, ,UNK,UNK,UNK,F,999,999,125 BRATTLE ST,UNK,1,0,0,PHASE5CONTRACT2SHEET18A,11/29/10 0:00, ,-71.12857124,42.3773992
3853,6227,0,1,1,D29CBN0612,28,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/27/11 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,1,0,0, ,8/28/11 0:00,Y,-71.12102512,42.37608647
3854,6229,0,1,1,D29CBN1511,57,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,0,0,0, ,5/28/10 0:00, ,-71.12292157,42.37726346
3855,6231,0,1,1,D22CBN5404,70,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000004334, , , , ,D,0,999, ,UNK,1,0,0, ,7/15/11 0:00,Y,-71.12115049,42.38115479
3856,6234,0,1,1,D31CBN3646,36,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000000806, ,CI,CI,CBLK,D,84,999,CONCORD AND BUCKINGHAM,UNK,1,1,0,PHASE5CONTRACT1SHEET13,4/23/10 0:00, ,-71.12902563,42.38118197
3857,6235,0,1,1,D29CBN1548,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW,SCB000004501, , , , ,D,0,999,1706 MASS AVE,UNK,1,1,0, ,10/13/10 0:00, ,-71.11970832,42.38327054
3858,6236,0,1,1,D29CBN1509,35,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,0,0,0, ,5/24/10 0:00, ,-71.12245862,42.37726836
3859,6238,0,1,1,D31CBN3407,15,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00,REPAIR,CDPW,SCB000000819, ,UNK,UNK,UNK,D,999,999,27 HEALEY,UNK,0,1,0,PHASE5CONTRACT2SHEET14,4/22/10 0:00, ,-71.12925874,42.38024584
3860,6239,0,1,1,D29CBN1707,5,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,0,0,0,CMH Cont 93-1 Follen Street,6/19/10 0:00, ,-71.12096284,42.37853683
3861,6243,0,1,1,D38CBN4806,10,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000002587, , , , ,D,0,999,76 CHILTON,UNK,0,1,0, ,9/28/10 0:00, ,-71.13778695,42.38336771
3862,6244,0,1,1,D38CBN6121,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/28/11 0:00,REPAIR,CDPW,SCB000004840, , , , ,D,0,999,65 RESERVOIR,UNK,1,0,0, ,10/25/11 0:00,Y,-71.13590366,42.38134295
3865,6252,0,1,1,D31CBN4415,70,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00,CBMH,CDPW,SCB000000927, ,CI,CI,BRK,D,999,999,45 WALKER ST,UNK,0,1,0,PHASE5CONTRACT1SHEET4,6/18/10 0:00, ,-71.1230375,42.38008554
3866,6253,0,1,1,D31CBN3709,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,1,0,0, ,10/28/10 0:00, ,-71.13050103,42.37619907
3867,6255,0,1,1,D31CBN5109,66,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000000945, , , , ,AG,0,999,PKX LOT ON RAYMOND,UNK,0,0,0, ,6/27/11 0:00,Y,-71.12473527,42.3834338
3869,6258,0,1,1,D30CBN1205,25,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000000507, , , , ,F,0,999,105BRATTLE ST,UNK,0,0,0, ,9/23/10 0:00, ,-71.12691731,42.37659952
3870,6260,0,1,1,D31CBN4405,70,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000000930, ,UNK,UNK,UNK,D,999,999,39 WALKER ST,UNK,0,0,0,PHASE5CONTRACT1SHEET2,6/18/10 0:00, ,-71.1245322,42.37967728
3872,6263,0,1,1,D38CBN3704,30,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/28/11 0:00, ,CDPW,SCB000005512, , , , ,D,0,999, ,UNK,0,0,0, ,10/25/11 0:00,Y,-71.13575348,42.38383853
3874,6266,0,1,1,D38CBN5405,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000004845, , , , ,F,0,999,7 LINCOLN LN,UNK,0,0,0, ,8/26/10 0:00, ,-71.13858642,42.37940164
3875,6271,0,1,1,D38CBN5415,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000005539, , , , ,D,0,999, ,UNK,0,0,0, ,8/26/10 0:00, ,-71.13854944,42.37946744
3876,6272,0,1,1,D31CBN7441,57,IS,STORM,7/25/80 0:00,999,GTS,10/26/11 0:00, ,CDPW,SCB000000912, ,CI,CI,CBLK,D,84,999,42 AVON ST,UNK,1,1,0,PHASE5CONTRACT1SHEET8,7/15/11 0:00,Y,-71.12344675,42.3830803
3877,6273,0,1,1,D37CBN2005,65,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW, , ,STL,STL, ,D,0,999, ,UNK,1,0,0, ,10/25/10 0:00, ,-71.13062372,42.38557144
3878,6274,0,1,1,D38CBN2405,0,IS,STORM,12/16/10 0:00,999,GTS,10/28/11 0:00,REPAIR,CDPW, , , , , , ,0,999, ,UNK,1,0,0,REMEDIAL,7/26/11 0:00,Y,-71.13651411,42.38610024
3879,6275,0,1,1,D31CBN8511,40,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000000838, ,UNK,UNK,UNK,D,999,999,15 BOND,UNK,0,0,0,PHASE5CONTRACT1SHEET3,4/22/10 0:00, ,-71.12690486,42.38109984
3880,6278,0,1,1,D30CBN1506,34,IS,STORM,7/25/80 0:00,999,CDM,9/23/04 0:00, ,CDPW,SCB000000512, ,UNK,UNK,UNK,F,999,999,126 BRATTLE ST,UNK,0,1,0,PHASE5CONTRACT2SHEET18A,5/29/08 0:00, ,-71.12866971,42.37732469
3881,6279,0,1,1,D22CBN5303,70,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00,REPAIR,CDPW, , ,STL,STL, ,D,0,999, ,UNK,0,0,0, ,7/15/11 0:00,Y,-71.12089514,42.38077376
3883,6281,0,1,1,D30CBN1106,34,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,7/2/08 0:00,NEEDS JETTER,CDPW,SCB000000511, , , , ,F,0,999,BRATTLE AND BROWN,UNK,0,0,0, ,5/29/08 0:00, ,-71.12828288,42.37709187
3884,6284,0,1,1,D29CBN1730,70,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,0,0,0, ,4/26/10 0:00, ,-71.12181873,42.37865833
3885,6285,0,1,1,D31CBN3106,65,IS,STORM,6/1/00 0:00,27.57,GTS,10/6/10 0:00, ,CDPW,SCB000000564, , , , ,D,0,999,23 CRAIGIE ST,UNK,0,1,0,CMH2_C-7,5/27/10 0:00, ,-71.12905837,42.37832585
3887,6289,0,1,1,D31CBN8510,40,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00,REPAIR,CDPW,SCB000000837, ,UNK,UNK,UNK,D,999,999,16 BOND,UNK,0,1,0,PHASE5CONTRACT1SHEET3,6/25/10 0:00, ,-71.12680566,42.38103256
3888,6291,0,1,1,D31CBN1606,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000000576, , , , ,F,0,999,6 MERCER,UNK,0,1,0, ,5/27/10 0:00, ,-71.12986322,42.37680455
3889,6294,0,1,1,D38CBN6203,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,0,0,0, ,9/22/10 0:00, ,-71.13598648,42.38148662
3890,6296,0,1,1,D38CBN4805,10,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00,RESET,CDPW,SCB000002588, , , , ,D,0,999,VASSAL,UNK,0,1,0, ,9/28/10 0:00, ,-71.13796606,42.38345018
3891,6299,0,1,1,D37CBN1850,45,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,0,0,0, ,7/28/10 0:00, ,-71.13107611,42.38474742
3892,6302,0,1,1,D31CBN4007,57,IS,STORM,7/25/80 0:00,999,GTS,12/13/10 0:00, ,CDPW,SCB000000830, ,UNK,UNK,UNK,D,999,999,GARDEN AND CHAUNCY,UNK,1,1,0,PHASE5CONTRACT1SHEET2,10/27/10 0:00, ,-71.12417969,42.37908138
3893,6303,0,1,1,D30CBN1107,34,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000000514, , , , ,F,0,999,121 BRATTLE,UNK,0,1,0, ,8/26/10 0:00, ,-71.12817691,42.37716361
3894,6304,0,1,1,D38CBN5011,30,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/28/11 0:00,REPAIR - NOT HOLDING WATER,CDPW,SCB000004702, , , , ,D,0,999,133 FAYERWEATHER,UNK,1,0,0, ,10/25/11 0:00,Y,-71.13641338,42.3839205
3895,6306,0,1,1,D31CBN3630,36,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000000808, ,CI,CI,CBLK,D,84,999,54 CONCORD,UNK,1,1,0,PHASE5CONTRACT1SHEET13,4/23/10 0:00, ,-71.12842717,42.38085442
3896,6308,0,1,1,D38CBN5910,45,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW, , ,STL,STL, ,D,0,999, ,UNK,0,0,0, ,9/22/10 0:00, ,-71.13508207,42.382886
3897,6310,0,1,3,D26CBN2818,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW, , ,STL,STL, ,OTH,0,999, ,UNK,1,0,1, ,10/17/10 0:00, ,-71.12328973,42.37573147
3900,6315,0,1,1,D31CBN3604,36,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000000822, ,UNK,UNK,UNK,D,999,999,CRAIGIE AND CONCORD,UNK,0,1,0,PHASE5CONTRACT1SHEET13,4/23/10 0:00, ,-71.12589546,42.37947413
3901,6319,0,1,1,D38CBN7017,45,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/28/11 0:00,REPAIR - NEW FRAME + GRATE,CDPW,SCB000005531, , , , ,D,0,999, ,UNK,1,0,0, ,7/26/11 0:00,Y,-71.13212183,42.38167012
3903,6322,0,1,1,D38CBN3212,20,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW, , ,STL,STL, ,D,0,999, ,UNK,0,0,0, ,6/23/10 0:00, ,-71.1342414,42.3854048
3904,6323,0,1,1,D31CBN3917,70,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000000982, , , , ,D,0,999,19 CHAUNCY ST,UNK,0,0,0, ,4/26/10 0:00, ,-71.12237389,42.37958877
3905,6324,0,1,1,D38CBN3211,20,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000005508, , , , ,D,0,999, ,UNK,0,0,0, ,3/24/10 0:00, ,-71.13460767,42.38561489
3906,6326,0,1,1,D38CBN3305,30,IS,STORM,11/2/09 0:00,999,GTS,2/15/11 0:00, ,CDPW, , , , , ,D,0,999,29 COPLEY ST.,UNK,0,1,0,REMEDIAL FY11,6/22/10 0:00,Y,-71.13461714,42.38493077
3907,6331,0,1,1,D29CBN1525,15,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,0,0,0, ,6/27/10 0:00, ,-71.12026581,42.37934603
3908,6335,0,1,1,D38CBN4407,75,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW, , ,STL,STL, ,D,0,999, ,UNK,1,0,0, ,10/27/10 0:00, ,-71.13938293,42.38274545
3909,6338,0,1,1,D31CBN4411,70,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000000929, ,UNK,UNK,UNK,D,999,999,25 WALKER ST,UNK,0,1,0,PHASE5CONTRACT1SHEET4,6/18/10 0:00, ,-71.12370865,42.37990295
3910,6339,0,1,1,D31CBN8315,57,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000000888, ,CI,CI,CBLK,F,84,999,17 HURLBUT ST,UNK,1,1,0,PHASE5CONTRACT1SHEET10A,4/26/10 0:00, ,-71.12071056,42.38382856
3912,6345,0,1,1,D30CBN1003,34,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,3/1/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,0,0,0, ,4/23/09 0:00, ,-71.12752704,42.3768326
3913,6346,0,1,1,D38CBN4404,75,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW,SCB000005498, , , , ,D,0,999, ,UNK,1,0,0, ,10/27/10 0:00, ,-71.13972256,42.38370008
