FID,OBJECTID,ANCILLARYR,ENABLED,SUBTYPEFIE,FACILITYID,SYMBOLROTA,LIFECYCLES,WATERTYPE,INSTALLDAT,SURFACEELE,LASTEDITOR,LASTEDITDA,COMMENTS,OWNER,ARCFMID,HISTORICAL,FRAMEMATER,ACCESSMATE,WALLMATERI,GRATETYPE,DEPTH,INVERTELEV,ADDRESS,COATINGTYP,HOODED,CURBINLET,NORMENABLE,SOURCE1,LastCleanD,DEEP,x,y
290,1443,0,1,1,D29CBN1557,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00,RESET,CDPW,SCB000004426, , , , ,D,0,999,MASS AVE AT LINNAEAN ST,UNK,1,1,0, ,7/18/11 0:00,Y,-71.11955218,42.38471225
291,1444,0,1,1,D29CBN1562,0,IS,STORM,1/1/1753 12:00:00 AM,999,MWH,10/26/11 0:00, ,CDPW,SCB000004427, , , , ,D,0,999,MASS AVE AND LINNEAN ST.,UNK,1,1,0, ,7/18/11 0:00,Y,-71.11954496,42.38490911
292,1445,0,1,1,D22CBN7703,5,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000004429, , , , ,F,0,999,ROSELAND ST AT FROST ST,UNK,0,0,0, ,9/21/10 0:00, ,-71.11762934,42.3867653
299,1456,0,1,1,D22CBN2907,74,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000005334, , , , ,F,0,999,105 IRVING,UNK,1,0,0, ,8/25/11 0:00,Y,-71.11104181,42.37885539
300,1457,0,1,1,D22CBN3208,74,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/3/09 0:00, ,CDPW,SCB000005340, , , , ,D,0,999,18 FRANCIS AVE,UNK,0,1,0, ,, ,-71.1119361,42.37851129
301,1463,0,1,1,D42CBN9994,30,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00,REPAIR,CDPW,SCB000004397, , , , ,D,0,999,ACROSS 15 FOCH ST.,UNK,0,1,0, ,8/19/10 0:00, ,-71.13450237,42.40126554
302,1469,0,1,1,D22CBN5307,70,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000004338, , , , ,F,0,999, ,UNK,0,0,0, ,5/24/10 0:00, ,-71.12184901,42.38051934
303,1471,0,1,1,D22CBN5301,70,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00,NEEDS JETTER,CDPW,SCB000004340, , , , ,F,0,999, ,UNK,0,0,0, ,5/24/10 0:00, ,-71.1208247,42.38059555
307,1475,0,1,1,D25CBN2512,27,IS,STORM,1/1/1753 12:00:00 AM,999, ,, ,CDPW,SCB000004284, , , , , ,0,999, ,UNK,0,0,0, ,, ,-71.12065493,42.37241972
312,1481,0,1,3,D22CBN4715,4,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00,REPAIR,CDPW,SCB000004353, ,STL,STL, ,OTH,0,999, ,UNK,0,0,0, ,7/21/08 0:00, ,-71.11650683,42.38078018
313,1482,0,1,1,D22CBN2909,80,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000004360, , , , ,F,0,999, ,UNK,1,0,0, ,8/20/11 0:00,Y,-71.11126283,42.37954833
316,1493,0,1,1,D16CBN2356,82,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/27/11 0:00,NEEDS VACTOR,CDPW,SCB000000098, , , , ,D,0,999,11 BLACKSTONE ST,UNK,1,1,0, ,,Y,-71.11455919,42.36235476
317,1494,0,1,3,D16CBN2355,82,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00,NEEDS VACTOR,CDPW,SCB000000099, ,STL,STL, ,D,0,999,11 BLACKSTONE ST,UNK,0,0,1, ,9/9/10 0:00, ,-71.11443713,42.36238385
319,1497,0,1,1,D21CBN1202,23,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,5/10/10 0:00, ,CDPW,SCB000001350, , , , ,D,0,999,ELLERY AND CAMBRIDGE,UNK,0,0,0, ,5/11/10 0:00, ,-71.11092394,42.37105634
320,1498,0,1,1,D10CBN3915,38,IS,STORM,1/1/1753 12:00:00 AM,999,MWH,4/30/02 0:00, ,CDPW,SCB000002187, , , , ,F,0,999,571 MASS,UNK,0,0,0, ,8/27/08 0:00, ,-71.10252227,42.36477248
322,1501,0,1,1,D01CBN3518,23,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/14/10 0:00, ,CDPW,SCB000003113, , , , ,D,0,999,18 BRISTOL,UNK,1,1,0, ,10/7/10 0:00, ,-71.09158116,42.36789945
328,1510,0,1,1,D41CBN4646,48,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000004981, , , , ,D,0,999,2240 MASS AVE,UNK,1,0,0, ,10/19/11 0:00,Y,-71.12664267,42.39405088
329,1512,0,1,1,D39CBN7749,50,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000004983, , , , ,D,0,999,22 HASKELL ST,UNK,1,1,0, ,10/20/11 0:00,Y,-71.12710353,42.39307138
330,1515,0,1,1,D41CBN4651,48,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000004988, , , , ,D,0,999,2192 MASS AVE,UNK,1,1,0, ,10/17/11 0:00,Y,-71.1252777,42.39281642
333,1518,0,1,1,D29CBN3106,85,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000005023, , , , ,D,0,999,12-14 UPLAND RD,UNK,0,1,0, ,7/26/10 0:00, ,-71.12008177,42.38805421
334,1519,0,1,1,D41CBN5113,47,IS,STORM,1/1/1753 12:00:00 AM,999, ,, ,CDPW,SCB000005033, , , , ,F,0,999,DAVENPORT AND 2 ORCHARD ST.,UNK,0,0,0, ,, ,-71.11907993,42.39009797
336,1524,0,1,1,D39CBN4650,0,IS,STORM,1/1/1753 12:00:00 AM,999, ,, ,CDPW,SCB000005100, , , , ,BG,0,999,LOT BEHIND 2150 MASS AVE,UNK,0,0,0, ,, ,-71.12475395,42.39194416
338,1527,0,1,1,D41CBN5002,48,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000005107, , , , ,D,0,999,2103 MASS AVE.,UNK,0,1,0, ,10/20/11 0:00,N,-71.12360435,42.39170442
340,1542,0,1,1,D36CBN5225,11,IS,STORM,1/1/1753 12:00:00 AM,999,MWH,4/26/02 0:00, ,CDPW,SCB000002461, , , , ,AG,0,999,655 CONCORD AVE,UNK,0,0,0, ,, ,-71.149167,42.38999058
349,1561,0,1,1,D38CBN5110,84,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/28/11 0:00, ,CDPW,SCB000004826, , , , ,F,0,999,325 HURON,UNK,1,0,0, ,10/25/11 0:00,Y,-71.13719635,42.38138101
350,1562,0,1,1,D38CBN6205,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/28/11 0:00, ,CDPW,SCB000004827, , , , ,F,0,999,319 HURON AVE,UNK,1,0,0, ,10/25/11 0:00,Y,-71.13666917,42.38142188
351,1565,0,1,1,D38CBN4431,75,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/28/11 0:00, ,CDPW,SCB000004823, , , , ,F,0,999,365 HURON AVE,UNK,1,0,0, ,10/25/11 0:00,Y,-71.13871528,42.38125682
353,1574,0,1,1,D21CBN2259,27,IS,STORM,1/1/1753 12:00:00 AM,999, ,, ,CDPW,SCB000000759, , , , ,F,0,999,61 DANA ST,UNK,0,0,0, ,7/14/08 0:00, ,-71.10828063,42.37286943
354,1577,0,1,3,D22CBN4909,4,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000004378, ,STL,STL, ,OTH,0,999, ,UNK,1,0,0, ,9/19/11 0:00, ,-71.11809599,42.3799451
355,1579,0,1,1,D09CBN1022,65,IS,STORM,1/1/1753 12:00:00 AM,999,MWH,5/2/02 0:00, ,CDPW,SCB000001701, , , , ,SG,0,999,KRESGE LOT ENTRANCE,UNK,0,0,0, ,, ,-71.09514097,42.35746325
358,1582,0,1,1,D10CBN0360,65,IS,STORM,1/1/1753 12:00:00 AM,999,MWH,5/2/02 0:00, ,CDPW,SCB000001981, , , , ,FS,0,999,AMHERST,UNK,0,1,0, ,, ,-71.09530969,42.35711466
365,1606,0,1,1,D39CBN2502,12,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000004880, , , , ,F,0,999,82 RICHDALE AVE,UNK,0,0,0, ,8/23/10 0:00, ,-71.12407036,42.38866346
366,1613,0,1,1,D41CBN4659,48,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000004895, , , , ,D,0,999,2130 MASS AVE,UNK,1,1,0, ,10/20/11 0:00,Y,-71.12436424,42.39200257
367,1618,0,1,1,D39CBN7822,17,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000004919, , , , ,D,0,999,99 RINDGE AVE,UNK,0,1,0,CH 90 2005 RINDGE & OTHERS P 7 .DWGS,6/16/10 0:00, ,-71.1288724,42.39298654
370,1623,0,1,1,D39CBN3249,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000004945, , , , ,D,0,999,25 FAIRFIELD ST,UNK,1,0,0, ,10/20/11 0:00,Y,-71.12648292,42.39187158
371,1624,0,1,1,D39CBN7731,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00,REPAIR,CDPW,SCB000004946, , , , ,D,0,999,FAIRFIELD AT RINDGE AVE,UNK,0,1,0, ,9/15/10 0:00, ,-71.12653644,42.39245075
372,1625,0,1,1,D39CBN7732,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000004947, , , , ,D,0,999,FAIRFIELD AT RINDGE AVE,UNK,0,0,0, ,9/15/10 0:00, ,-71.12645767,42.39246833
373,1626,0,1,1,D39CBN3119,15,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000004956, , , , ,D,0,999,144 PEMBERTON ST,UNK,0,1,0, ,5/20/10 0:00, ,-71.12936289,42.3906591
375,1631,0,1,1,D39CBN3207,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000004992, , , , ,D,0,999,13 SARGEANT,UNK,0,0,0, ,4/21/10 0:00, ,-71.1320187,42.39265021
379,1635,0,1,1,D39CBN3012,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,3/1/10 0:00, ,CDPW,SCB000005002, , , , , ,0,999,154 SHERMAN ST,UNK,0,0,0, ,4/21/09 0:00, ,-71.13272962,42.39150752
380,1637,0,1,1,D10CBN0354,65,IS,STORM,1/1/1753 12:00:00 AM,999,MWH,5/2/02 0:00, ,CDPW,SCB000001982, , , , ,FS,0,999,AMHERST,UNK,0,1,0, ,, ,-71.09639845,42.35677685
382,1645,0,1,1,D10CBN3230,38,IS,STORM,1/1/1753 12:00:00 AM,999,MWH,4/30/02 0:00, ,CDPW,SCB000002156, , , , ,F,0,999,BARRON PLAZA,UNK,0,0,0, ,, ,-71.10386915,42.36532458
383,1648,0,1,1,D01CBN0210,9,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,2/9/11 0:00, ,CDPW,SCB000002970, , , , ,F,0,999,ROGERS ST,UNK,0,1,0,Commercial Av 1983 DrainageUtility Sht43,3/18/10 0:00, ,-71.07700369,42.36571599
384,1657,0,1,1,D11CBN2360,64,IS,STORM,1/1/1753 12:00:00 AM,999,MWH,4/30/02 0:00,NEEDS JETTER,CDPW,SCB000001994, , , , ,D,0,999,AMHERST,UNK,0,0,0, ,, ,-71.10115129,42.35527527
385,1658,0,1,1,D11CBN2352,64,IS,STORM,1/1/1753 12:00:00 AM,999,MWH,4/30/02 0:00,NEEDS JETTER,CDPW,SCB000001995, , , , ,D,0,999,AMHERST,UNK,0,0,0, ,, ,-71.10146661,42.3551762
391,1682,0,1,1,D10CBN4817,20,IS,STORM,1/1/1753 12:00:00 AM,999,MWH,4/30/02 0:00, ,CDPW,SCB000003249, , , , ,AG,0,999,4 COLUMBIA TERR,UNK,0,0,0, ,, ,-71.09959269,42.36497019
413,3438,0,1,1,D36CBN6055,45,IS,STORM,1/1/92 0:00,999,GTS,10/27/11 0:00, ,CDPW,SCB000002500, , , , ,F,0,999,TERMINAL RD,UNK,1,1,0,Alewife Brk Pkwy Site 1992 Plan P 3,8/9/11 0:00,Y,-71.14187287,42.39134807
416,3441,0,1,1,D45CBN1016,0,IS,STORM,12/3/98 0:00,17.63,GTS,10/27/11 0:00, ,CDPW,SCB000002362, , , , ,F,0,12.14,35 CAMPARK DR,UNK,1,1,0,CMH1_06,6/9/11 0:00,Y,-71.14291397,42.39468495
417,3442,0,1,1,D45CBN1021,0,IS,STORM,12/3/98 0:00,17.1,GTS,10/27/11 0:00, ,CDPW,SCB000002287, , , , ,F,0,13.54,CAMBRIDGEPARK,UNK,1,0,0,CMH1_06,6/9/11 0:00,Y,-71.14252196,42.39468544
418,3443,0,1,1,D45CBN1019,0,IS,STORM,12/3/98 0:00,17.23,CDM,6/27/05 0:00, ,CDPW,SCB000002364, , , , ,F,0,13.04,PKXLOT,UNK,0,0,0,CMH1_06,, ,-71.14265722,42.39475929
419,3444,0,1,1,D45CBN1017,0,IS,STORM,12/3/98 0:00,17.37,CDM,6/27/05 0:00, ,CDPW,SCB000002358, , , , ,F,0,14.64,CAMPARK DR,UNK,0,0,0,CMH1_06,, ,-71.14284062,42.39458791
421,3447,0,1,1,D45CBN1026,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/27/11 0:00, ,CDPW,SCB000002281, , , , ,F,0,999,7 CAMBRIDGEPARK,UNK,1,1,0,2 Cambridgepark Pl Site Plan 19880415,7/8/11 0:00,Y,-71.14216384,42.39472255
422,3448,0,1,1,D45CBN1024,0,IS,STORM,12/3/98 0:00,17.33,CDM,6/27/05 0:00, ,CDPW,SCB000002356, , , , ,F,0,14.14,CAMBRIDGEPARK DR,UNK,0,0,0,CMH1_06,10/31/08 0:00, ,-71.14232054,42.39455894
430,3457,0,1,1,D36CBN6075,45,IS,STORM,1/1/1753 12:00:00 AM,999,MWH,4/26/02 0:00, ,CDPW,SCB000002498, , , , ,F,0,999,TERMINAL RD,UNK,0,1,0, ,, ,-71.14146144,42.39185211
431,3458,0,1,1,D36CBN6061,45,IS,STORM,1/1/92 0:00,999,GTS,10/27/11 0:00, ,CDPW,SCB000002564, , , , ,C,0,999,TERMINAL,UNK,0,1,0,Alewife Brk Pkwy Site 1992 Plan P 3,8/9/11 0:00,Y,-71.14171861,42.39154417
435,3465,0,1,1,D37CBN1316,12,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000004036, , , , ,D,0,999,BOLTON,UNK,1,1,0, ,10/21/11 0:00,Y,-71.13106064,42.39002544
436,3466,0,1,1,D37CBN1317,12,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00,REPAIR - BROKEN GRATE,CDPW,SCB000004035, , , , ,D,0,999,BOLTON,UNK,1,1,0, ,6/18/10 0:00,Y,-71.13107073,42.38997641
438,3468,0,1,1,D37CBN1608,0,IS,STORM,8/25/89 0:00,999,GTS,12/13/10 0:00, ,CDPW,SCB000004021, ,CI,CI,BRK,DG,999,999,96 SHERMAN,UNK,1,1,0,PHASE6CONTRACT1ASHEET3,10/15/10 0:00, ,-71.13258493,42.38877252
447,3482,0,1,1,D03CBN0049,9,IS,STORM,6/18/03 0:00,21.63,GTS,10/27/11 0:00, ,CDPW,SCB000001941, ,STL,STL, ,F,0,16,2 CANAL PARK,UNK,0,0,0,BEALS_THOMAS,7/13/11 0:00,Y,-71.07632832,42.37047545
448,3489,0,1,1,D03CBN0135,35,IS,STORM,6/18/03 0:00,22.12,CDM,2/11/05 0:00, ,CDPW,SCB000001876, , , , ,F,0,20.47,11 EAST ST-BY TREES,UNK,0,0,0,BEALS_THOMAS,, ,-71.07343432,42.37058091
450,3497,0,1,1,D10CBN1221,38,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000002149, , , , ,F,0,999,SIDNEY ST,UNK,1,1,0,UNIVERSITY_PARK,9/12/11 0:00,Y,-71.10089946,42.36182496
451,3499,0,1,1,D32CBN5205,0,IS,STORM,1/1/1753 12:00:00 AM,999,CDM,12/29/04 0:00, ,CDPW,SCB000002749, , , , ,F,0,999,564 HURON AVE,UNK,0,1,0, ,4/28/09 0:00, ,-71.1469995,42.37884742
452,3500,0,1,1,D32CBN5206,60,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000002792, , , , ,F,0,999,562 HURON AVE,UNK,0,1,0, ,3/26/10 0:00, ,-71.14684215,42.37873119
453,3501,0,1,1,D32CBN3710,82,IS,STORM,5/27/77 0:00,999,GTS,10/28/11 0:00, ,CDPW,SCB000002625, , , , ,D,0,999,15 HOMER,UNK,1,0,0,PHASE4CONTRACT1SHEET5,8/24/11 0:00,Y,-71.1481447,42.37555325
454,3502,0,1,1,D32CBN3709,82,IS,STORM,5/27/77 0:00,999,GTS,10/28/11 0:00, ,CDPW,SCB000002624, , , , ,D,0,999,15 HOMER,UNK,1,1,0,PHASE4CONTRACT1SHEET5,8/24/11 0:00,Y,-71.14805791,42.37556689
455,3504,0,1,1,D32CBN3705,82,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/28/11 0:00, ,CDPW,SCB000002662, ,STL,STL, ,F,0,999,37 HOMER,UNK,1,0,0, ,8/24/11 0:00,Y,-71.14813729,42.37613401
456,3505,0,1,1,D31CBN0814,5,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW,SCB000000549, , , , ,D,0,999,31 GIBSON ST,UNK,1,1,0, ,10/28/10 0:00, ,-71.1325091,42.37582075
457,3506,0,1,1,D31CBN0905,5,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW,SCB000000547, , , , ,D,0,999,41 GIBSON ST,UNK,0,0,0, ,10/28/10 0:00, ,-71.13240567,42.37592709
458,3508,0,1,1,D31CBN0711,5,IS,STORM,1/1/1753 12:00:00 AM,999,CDM,1/3/05 0:00, ,CDPW,SCB000000554, ,STL,STL, ,D,0,999,17 MAYNARD,UNK,0,0,0, ,, ,-71.13205875,42.37559597
459,3509,0,1,1,D31CBN0708,5,IS,STORM,5/27/77 0:00,999,CDM,1/3/05 0:00, ,CDPW,SCB000000553, ,STL,STL, ,D,0,999,9 MAYNARD PL,UNK,0,0,0,PHASE4CONTRACT1SHEET11,, ,-71.13204976,42.3752458
460,3510,0,1,1,D26CBN2107,55,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/8/10 0:00, ,CDPW,SCB000004204, , , , ,F,0,999, ,UNK,0,0,0, ,8/27/10 0:00, ,-71.12111778,42.37362334
461,3511,0,1,1,D26CBN2108,55,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00,RESET,CDPW,SCB000004205, , , , ,D,0,999, ,UNK,0,0,0, ,8/27/10 0:00, ,-71.12124083,42.3735867
463,3524,0,1,1,D41CBN5411,47,IS,STORM,5/13/98 0:00,999,CDM,2/9/05 0:00, ,CDPW,SCB000005072, ,STL,STL, ,F,0,999,28 ORCHARD ST,UNK,0,0,0,ORCH-REC-02,9/21/09 0:00, ,-71.12019783,42.39115185
464,3525,0,1,1,D41CBN5412,47,IS,STORM,5/13/98 0:00,999,GTS,10/26/11 0:00,NEEDS VACTOR,CDPW, , ,STL,STL, ,F,0,999,27 ORCHARD ST,UNK,1,0,0,ORCH-REC-02,,Y,-71.12009725,42.39116946
465,3528,0,1,1,D41CBN5106,47,IS,STORM,5/13/98 0:00,999,GTS,10/6/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,0,0,0,ORCH-REC-05A,6/12/10 0:00, ,-71.11980235,42.39093179
466,3529,0,1,1,D03CBN0047,9,IS,STORM,6/18/03 0:00,22.08,GTS,10/27/11 0:00, ,CDPW,SCB000001943, ,STL,STL, ,F,0,18,ACROSS 2 CANAL PARK,UNK,0,0,0,BEALS_THOMAS,7/13/11 0:00,Y,-71.07628608,42.37063214
467,3544,0,1,1,D33CBN0134,5,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW,SCB000001646, , , , ,D,0,999,30-May,UNK,0,1,0, ,11/24/10 0:00, ,-71.15380512,42.37895943
468,3545,0,1,1,D33CBN0137,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW,SCB000001645, , , , ,D,0,999,MAY AND VINEYARD,UNK,1,1,0, ,11/24/10 0:00, ,-71.15372597,42.37894157
469,3546,0,1,1,D33CBN0141,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW,SCB000001644, , , , ,D,0,999,23-May,UNK,0,1,0, ,11/23/10 0:00, ,-71.15374096,42.37880694
470,3547,0,1,1,D33CBN3408,79,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000001595, , , , ,D,0,999,6 VINEYARD ST,UNK,0,1,0, ,8/30/10 0:00, ,-71.15236585,42.37876789
471,3548,0,1,1,D33CBN3412,79,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000001596, , , , ,D,0,999,5 VINEYARD ST,UNK,0,1,0, ,8/30/10 0:00, ,-71.15238598,42.378836
472,3549,0,1,1,D33CBN2907,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000001637, , , , ,D,0,999,75 LAWN,UNK,0,1,0, ,8/30/10 0:00, ,-71.15489278,42.37821513
473,3550,0,1,1,D33CBN2903,5,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000001636, , , , ,F,0,999,51 LAWN,UNK,0,1,0, ,8/30/10 0:00, ,-71.15415589,42.37817066
474,3551,0,1,1,D33CBN2904,5,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000001635, , , , ,D,0,999,52 LAWN,UNK,0,1,0, ,8/30/10 0:00, ,-71.15416363,42.3781085
475,3552,0,1,1,D33CBN3103,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000001633, , , , ,D,0,999,LAWN,UNK,0,1,0, ,8/30/10 0:00, ,-71.15385454,42.37776747
476,3555,0,1,1,D33CBN2521,0,IS,STORM,5/26/77 0:00,999,CDM,12/29/04 0:00, ,CDPW,SCB000001652, , , , ,D,0,999,660 HURON,UNK,0,1,0,PHASE4CONTRACT2SHEET14,, ,-71.15258629,42.38018976
477,3557,0,1,1,D32CBN0483,82,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/28/11 0:00, ,CDPW, , ,STL,STL, ,D,0,999,MT. AUBURN ST.,UNK,1,0,0, ,8/28/11 0:00,Y,-71.14586878,42.37520523
478,3562,0,1,1,D31CBN0809,5,IS,STORM,5/27/77 0:00,999,GTS,12/13/10 0:00, ,CDPW,SCB000000550, ,STL,STL, ,D,0,999,21 GIBSON,UNK,1,0,0,PHASE4CONTRACT1SHEET11,10/28/10 0:00, ,-71.13248021,42.37536597
479,3563,0,1,1,D31CBN0805,5,IS,STORM,5/27/77 0:00,999,GTS,12/13/10 0:00, ,CDPW,SCB000000552, ,STL,STL, ,D,0,999,18 GIBSOND,UNK,1,0,0,PHASE4CONTRACT1SHEET11,10/28/10 0:00, ,-71.13256668,42.37537036
480,3564,0,1,1,D12CBN6616,38,IS,STORM,10/13/09 0:00,999,GTS,2/15/11 0:00, ,CDPW, , , , , ,D,0,999,148 PEARL ST,UNK,0,1,0,REMEDIAL,5/7/10 0:00,Y,-71.10646031,42.36112323
481,3566,0,1,1,D01CBN2961,23,IS,STORM,6/1/77 0:00,999,GTS,12/13/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,1,0,0,PHASE3CONTRACT4SHEET14,11/4/10 0:00, ,-71.08890182,42.37124411
482,3567,0,1,1,D01CBN2958,23,IS,STORM,6/1/77 0:00,999,GTS,12/13/10 0:00, ,CDPW,SCB000003095, ,STL,STL, ,F,0,999,CM AVE,UNK,1,0,0,PHASE3CONTRACT4SHEET14,11/4/10 0:00, ,-71.08853047,42.3718968
483,3568,0,1,1,D01CBN2959,23,IS,STORM,6/1/77 0:00,999,GTS,10/27/11 0:00,REPAIR - NEEDS JETTING,CDPW,SCB000003029, ,STL,STL, ,F,0,999,CM AVE,UNK,0,0,0,PHASE3CONTRACT4SHEET14,9/25/08 0:00,Y,-71.08862453,42.37194908
484,3575,0,1,1,D28CBN2510,27,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/3/11 0:00, ,CDPW,SCB000001451, , , , ,D,0,999,140 MT AUBURN ST,UNK,0,0,0,Hvd Sq Ph1 SMassAve Ph2 Sht C2,4/7/08 0:00, ,-71.12448214,42.37386487
485,3582,0,1,1,D21CBN1741,25,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000003453, , , , ,F,0,999,400 BROAADWAY,UNK,0,0,0, ,10/12/11 0:00,Y,-71.10734732,42.37175841
486,3583,0,1,1,D21CBN1927,27,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000000673, , , , ,F,0,999,404 BROADWAY,UNK,0,0,0, ,10/12/11 0:00,Y,-71.1078895,42.37197331
487,3584,0,1,1,D21CBN1735,27,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00,PET WASTE,CDPW,SCB000000672, , , , ,F,0,999,401 BROADWAY,UNK,1,0,0, ,10/11/11 0:00,Y,-71.10786653,42.3720968
488,3585,0,1,1,D21CBN1928,27,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000000770, , , , ,F,0,999,GOODMAN RD AND BROADWAY,UNK,1,0,0, ,10/12/11 0:00,Y,-71.10804705,42.37197217
489,3595,0,1,1,D33CBN5719,79,IS,STORM,5/26/77 0:00,999,GTS,10/5/10 0:00, ,CDPW,SCB000001577, ,STL,STL, ,D,0,999,19 CUSHING,UNK,0,0,0,PHASE4CONTRACT2SHEET8A,5/25/10 0:00, ,-71.15136829,42.37527878
490,3596,0,1,1,D33CBN6007,8,IS,STORM,7/2/10 0:00,999,GTS,10/5/10 0:00, ,CDPW,SCB000001611, ,STL,STL, ,D,0,999,31 BELMONT,UNK,0,0,0,CH 90 CONT 12 CUSHING ST SHT C2,, ,-71.15146566,42.37496301
491,3597,0,1,1,D33CBN5020,8,IS,STORM,5/26/77 0:00,999,GTS,10/5/10 0:00, ,CDPW,SCB000001580, , , , ,D,0,999,103 BELMONT ST,UNK,0,1,0,PHASE4CONTRACT2SHEET9,6/10/10 0:00, ,-71.15404158,42.37521166
492,3598,0,1,1,D33CBN5105,8,IS,STORM,5/26/77 0:00,999,GTS,10/5/10 0:00, ,CDPW,SCB000001579, , , , ,D,0,999,81 BELMONT ST,UNK,0,1,0,PHASE4CONTRACT2SHEET9,6/10/10 0:00, ,-71.15324155,42.37513258
