OBJECTID,SYSTEMID,FACILITYID,INSTALLDAT,PLANDATE,PLANDATUM,STNDDATUM,SOURCEDOC,LOCDESC,LOCSOURCE,LIFECYCLES,CBTYPE,PLANRIMELV,PLANINVIN,PLANINVOUT,PLANHIPIPE,STNDRIMELV,STNDINVIN,STNDINVOUT,STNDHIPIPE,MU_IN,MU_OUT,CALC_INVIN,CALC_INVOU,Z_SURFACE_,DSOUTFALLI,MAJWATERSH,MINWATERSH,IDDE_ID,LEGACYID,GPS_ID,GPSDATE,SUMP,WALLMAT,CUTDEPTH,LINED,CONDITION,FLOWDIR,ROTATION,ACTIVEFLAG,OWNEDBY,MAINTBY,LASTUPDATE,LASTEDITOR,COMMENTS,ENABLED,Latitude,Longitude
2379,I118-c001,swCB-2379,,1990/01/02 00:00:00.000,NGVD,NGVD,000-L-610,Grey Coach Rd,AER,,DCB,85.390000000000001,,81.000000000000000,,85.390000000000001,,81.000000000000000,,,,,,85.379943850000004,I118,Ipswich,Cedar Swamp,,,,,Y,,,,,,280.683800000000019,,"1","1",2012/07/11 15:00:36.000,CDM_INC\KEALEYDM,,"1",42.54550497,-71.09324435
2380,I109-c017,swCB-2380,,1990/01/02 00:00:00.000,NGVD,NGVD,000-L-610,Rustic Ln,AER,,CB,88.349999999999994,,85.000000000000000,,88.349999999999994,,85.000000000000000,,,,,,87.452163700000000,I109,Ipswich,Cedar Swamp,,,,,Y,,,,,,138.737599999999986,,"1","1",2012/07/11 14:56:49.000,CDM_INC\KEALEYDM,,"1",42.54657274,-71.09622643
2381,I118-c003,swCB-2381,,1990/01/02 00:00:00.000,NGVD,NGVD,000-L-611,Carriage Ln,AER,,DCB,84.829999999999998,,81.069999999999993,,84.829999999999998,,81.069999999999993,,,,,,84.951522830000002,I118,Ipswich,Cedar Swamp,,,,,Y,,,,,,50.773699999999998,,"1","1",2012/07/11 15:17:53.000,CDM_INC\KEALEYDM,,"1",42.54631283,-71.09358943
2382,I118-c004,swCB-2382,,1990/01/02 00:00:00.000,NGVD,NGVD,000-L-611,Carriage Ln,AER,,DCB,84.859999999999999,,81.060000000000002,,84.859999999999999,,81.060000000000002,,,,,,85.000656129999996,I118,Ipswich,Cedar Swamp,,,,,Y,,,,,,327.452200000000005,,"1","1",2012/07/11 15:17:38.000,CDM_INC\KEALEYDM,,"1",42.54634445,-71.09369489
2383,I119-c001,swCB-2383,,1987/11/12 00:00:00.000,TOWN,NGVD,000-L-613,Colonial Dr,AER,,DCB,196.659999999999997,,189.659999999999997,,91.010000000000005,,84.010000000000005,,,,,,92.720626830000000,I119,Ipswich,Cedar Swamp,,,,,Y,,,,,,277.592699999999979,,"1","1",2012/07/11 15:25:23.000,CDM_INC\KEALEYDM,,"1",42.54412198,-71.09548114
2384,I120-c002,swCB-2384,,1987/11/12 00:00:00.000,TOWN,NGVD,000-L-613,Colonial Dr,SCL,,CB,199.680000000000007,,195.580000000000013,,94.030000000000001,,89.930000000000007,,,,,,93.347343440000003,I120,Ipswich,Cedar Swamp,,,,,Y,,,,,,222.559599999999989,,"1","1",2012/07/11 15:26:50.000,CDM_INC\KEALEYDM,,"1",42.54416227,-71.09674522
2385,I120-c001,swCB-2385,,1987/11/12 00:00:00.000,TOWN,NGVD,000-L-613,Colonial Dr,SCL,,CB,199.789999999999992,,192.990000000000009,,94.140000000000001,,87.340000000000003,,,,,,93.410354609999999,I120,Ipswich,Cedar Swamp,,,,,Y,,,,,,285.982000000000028,,"1","1",2012/07/11 15:26:57.000,CDM_INC\KEALEYDM,,"1",42.54423551,-71.09673851
2386,I121-c002,swCB-2386,,1987/11/12 00:00:00.000,TOWN,NGVD,000-L-614-2,Colonial Drive,AER,,CB,205.719999999999999,,199.620000000000005,,100.069999999999993,,93.969999999999999,,,,,,98.337066649999997,I121,Ipswich,Cedar Swamp,,,,,Y,,,,,,181.632100000000008,,"1","1",2012/07/11 15:41:04.000,CDM_INC\KEALEYDM,,"1",42.54393210,-71.09737859
2387,I121-c001,swCB-2387,,1987/11/12 00:00:00.000,TOWN,NGVD,000-L-614-2,Jefferson Cir,AER,,DCB,200.669999999999987,,195.069999999999993,,95.019999999999996,,89.420000000000002,,,,,,97.524696349999999,I121,Ipswich,Cedar Swamp,,,,,Y,,,,,,299.349499999999978,,"1","1",2012/07/11 15:40:53.000,CDM_INC\KEALEYDM,,"1",42.54415250,-71.09793458
2388,I044-c002,swCB-2388,,1983/12/06 00:00:00.000,NGVD,NGVD,000-L-623,Sanborn Ln,AER,,CB,95.500000000000000,,90.000000000000000,,95.500000000000000,,90.000000000000000,,,,,,95.743751529999997,I044,Ipswich,Reading Town Forest,,,,,Y,,,,,,44.434899999999999,,"1","1",2012/07/11 16:21:54.000,CDM_INC\KEALEYDM,,"1",42.55905029,-71.10753885
2389,I044-c001,swCB-2389,,1983/12/06 00:00:00.000,NGVD,NGVD,000-L-623,Sanborn Ln,AER,,CB,95.500000000000000,,90.000000000000000,,95.500000000000000,,90.000000000000000,,,,,,94.578277589999999,I044,Ipswich,Reading Town Forest,,,,,Y,,,,,,83.351399999999998,,"1","1",2012/07/11 16:21:54.000,CDM_INC\KEALEYDM,,"1",42.55897840,-71.10750590
2390,I-c011,swCB-2390,,1989/09/27 00:00:00.000,NGVD,NGVD,000-L-624,Sanborn Ln,AER,,CB,81.659999999999997,,77.239999999999995,,81.659999999999997,,77.239999999999995,,,,,,78.344932560000004,,Ipswich,Reading Town Forest,,,,,Y,,,,,,17.153500000000001,,"1","1",2013/02/04 10:59:25.000,CDM_INC\KEALEYDM,,"1",42.55777835,-71.11050257
2391,I-c012,swCB-2391,,2013/01/01 00:00:00.000,NGVD,NGVD,1000-I-131,Sanborn Ln,EST,,CB,81.760000000000005,,76.040000000000006,,81.760000000000005,,76.040000000000006,,,,,,78.021034240000006,,Ipswich,Reading Town Forest,,,,,Y,,,,,,127.522800000000004,,"1","1",2013/02/04 11:05:12.000,CDM_INC\KEALEYDM,,"1",42.55770146,-71.11049995
2392,I-c013,swCB-2392,,2013/01/01 00:00:00.000,NGVD,NGVD,1000-I-131,Sanborn Ln,AER,,CB,87.319999999999993,,,,87.319999999999993,,,,,,,,86.952384949999995,,Ipswich,Reading Town Forest,,,,,Y,,,,,,303.541299999999978,,"1","1",2013/02/04 10:58:02.000,CDM_INC\KEALEYDM,,"1",42.55768198,-71.11114935
2393,I-c014,swCB-2393,,2013/01/01 00:00:00.000,NGVD,NGVD,1000-I-131,Sanborn Ln,AER,,CB,87.450000000000003,,82.849999999999994,,87.450000000000003,,82.849999999999994,,,,,,86.001701350000005,,Ipswich,Reading Town Forest,,,,,Y,,,,,,225.609600000000000,,"1","1",2013/02/04 10:58:02.000,CDM_INC\KEALEYDM,,"1",42.55761238,-71.11111281
2394,I035-c012,swCB-2394,,1989/09/27 00:00:00.000,NGVD,NGVD,000-L-629,Lilah Ln,AER,,CB,99.549999999999997,,94.420000000000002,,99.549999999999997,,94.420000000000002,,,,,,97.051673890000004,I035,Ipswich,Reading Town Forest,,,,,Y,,,,,,229.399900000000002,,"1","1",2012/07/12 08:49:55.000,CDM_INC\KEALEYDM,,"1",42.55761742,-71.11196480
2395,I035-c010,swCB-2395,,1989/09/27 00:00:00.000,NGVD,NGVD,000-L-629,Lilah Ln,AER,,CB,99.019999999999996,,92.519999999999996,,99.019999999999996,,92.519999999999996,,,,,,94.368125919999997,I035,Ipswich,Reading Town Forest,,,,,Y,,,,,,117.625799999999998,,"1","1",2012/07/12 08:49:55.000,CDM_INC\KEALEYDM,,"1",42.55765113,-71.11183395
2396,I035-c014,swCB-2396,,1989/09/27 00:00:00.000,NGVD,NGVD,000-L-624,Sanborn Ln,AER,,CB,98.120000000000005,,93.040000000000006,,98.120000000000005,,93.040000000000006,,,,,,97.274017330000007,I035,Ipswich,Reading Town Forest,,,,,Y,,,,,,152.790400000000005,,"1","1",2012/07/11 16:51:53.000,CDM_INC\KEALEYDM,,"1",42.55750002,-71.11176478
2397,I064-c008,swCB-2397,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-626,Sanborn Ln,AER,,CB,100.849999999999994,,95.090000000000003,,100.849999999999994,,95.090000000000003,,,,,,99.301635739999995,I064,Ipswich,Reading Town Forest,,,,,Y,,,,,,149.174200000000013,,"1","1",2012/07/12 07:41:13.000,CDM_INC\KEALEYDM,,"1",42.55747778,-71.11628494
2398,I064-c009,swCB-2398,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-626,Sanborn Ln,AER,,CB,100.939999999999998,,95.340000000000003,,100.939999999999998,,95.340000000000003,,,,,,98.920043949999993,I064,Ipswich,Reading Town Forest,,,,,Y,,,,,,57.440700000000000,,"1","1",2012/07/12 07:41:24.000,CDM_INC\KEALEYDM,,"1",42.55754346,-71.11623199
2399,I064-c006,swCB-2399,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-627,Thomas Dr,AER,,CB,96.219999999999999,,90.659999999999997,,96.219999999999999,,90.659999999999997,,,,,,94.401138309999993,I064,Ipswich,Reading Town Forest,,,,,Y,,,,,,68.820099999999996,,"1","1",2012/07/12 08:00:40.000,CDM_INC\KEALEYDM,,"1",42.55773198,-71.11641950
2400,I064-c007,swCB-2400,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-627,Thomas Dr,AER,,CB,95.769999999999996,,92.299999999999997,,95.769999999999996,,92.299999999999997,,,,,,94.031532290000001,I064,Ipswich,Reading Town Forest,,,,,Y,,,,,,290.098500000000001,,"1","1",2012/07/12 08:00:42.000,CDM_INC\KEALEYDM,,"1",42.55775384,-71.11656040
2401,I064-c005,swCB-2401,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-626,Sanborn Ln,AER,,CB,92.329999999999998,,87.530000000000001,,92.329999999999998,,87.530000000000001,,,,,,92.265762330000001,I064,Ipswich,Reading Town Forest,,,,,Y,,,,,,54.951400000000000,,"1","1",2012/07/12 07:42:31.000,CDM_INC\KEALEYDM,,"1",42.55799426,-71.11727432
2402,I064-c004,swCB-2402,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-626,Sanborn Ln,AER,,CB,92.359999999999999,,87.920000000000002,,92.359999999999999,,87.920000000000002,,,,,,92.527915949999993,I064,Ipswich,Reading Town Forest,,,,,Y,,,,,,159.528500000000008,,"1","1",2012/07/12 07:42:39.000,CDM_INC\KEALEYDM,,"1",42.55792989,-71.11732726
2403,I064-c002,swCB-2403,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-626,Sanborn Ln,AER,,CB,90.969999999999999,,86.200000000000003,,90.969999999999999,,86.200000000000003,,,,,,90.269638060000005,I064,Ipswich,Reading Town Forest,,,,,Y,,,,,,146.745100000000008,,"1","1",2012/07/12 07:43:08.000,CDM_INC\KEALEYDM,,"1",42.55804915,-71.11776703
2404,I064-c003,swCB-2404,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-626,Sanborn Ln,AER,,CB,91.019999999999996,,86.459999999999994,,91.019999999999996,,86.459999999999994,,,,,,90.135742190000002,I064,Ipswich,Reading Town Forest,,,,,Y,,,,,,18.623000000000001,,"1","1",2012/07/12 07:43:17.000,CDM_INC\KEALEYDM,,"1",42.55812387,-71.11775945
2405,I064-c001,swCB-2405,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-626,Sanborn Ln,AER,,DCB,88.909999999999997,,84.359999999999999,,88.909999999999997,,84.359999999999999,,,,,,87.685783389999997,I064,Ipswich,Reading Town Forest,,,,,Y,,,,,,272.987099999999998,,"1","1",2012/07/12 07:49:11.000,CDM_INC\KEALEYDM,,"1",42.55809500,-71.11842985
2406,I063-c005,swCB-2406,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-627,Thomas Dr,AER,,CB,87.959999999999994,,83.290000000000006,,87.959999999999994,,83.290000000000006,,,,,,88.808677669999994,I063,Ipswich,Reading Town Forest,,,,,Y,,,,,,132.441800000000001,,"1","1",2012/07/12 08:03:00.000,CDM_INC\KEALEYDM,,"1",42.55923088,-71.11515224
2407,I063-c006,swCB-2407,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-627,Thomas Dr,AER,,CB,88.140000000000001,,83.370000000000005,,88.140000000000001,,83.370000000000005,,,,,,87.414344790000001,I063,Ipswich,Reading Town Forest,,,,,Y,,,,,,277.275500000000022,,"1","1",2012/07/12 08:03:06.000,CDM_INC\KEALEYDM,,"1",42.55926902,-71.11528305
2408,I063-c009,swCB-2408,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-627,Thomas Dr,AER,,CB,90.590000000000003,,85.310000000000002,,90.590000000000003,,85.310000000000002,,,,,,90.324546810000001,I063,Ipswich,Reading Town Forest,,,,,Y,,,,,,192.243099999999998,,"1","1",2012/07/12 08:02:49.000,CDM_INC\KEALEYDM,,"1",42.55889818,-71.11546145
2409,I063-c010,swCB-2409,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-627,Thomas Dr,AER,,CB,93.099999999999994,,88.379999999999995,,93.099999999999994,,88.379999999999995,,,,,,92.534156800000005,I063,Ipswich,Reading Town Forest,,,,,Y,,,,,,197.684300000000007,,"1","1",2012/07/12 08:02:17.000,CDM_INC\KEALEYDM,,"1",42.55863071,-71.11587188
2410,I063-c011,swCB-2410,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-627,Thomas Dr,AER,,CB,93.370000000000005,,89.120000000000005,,93.370000000000005,,89.120000000000005,,,,,,92.357849119999997,I063,Ipswich,Reading Town Forest,,,,,Y,,,,,,292.617500000000007,,"1","1",2012/07/12 08:02:24.000,CDM_INC\KEALEYDM,,"1",42.55868680,-71.11594089
2411,I063-c012,swCB-2411,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-627,Thomas Dr,AER,,CB,96.609999999999999,,91.849999999999994,,96.609999999999999,,91.849999999999994,,,,,,94.954704280000001,I063,Ipswich,Reading Town Forest,,,,,Y,,,,,,181.878399999999999,,"1","1",2012/07/12 08:01:17.000,CDM_INC\KEALEYDM,,"1",42.55821216,-71.11624329
2412,I035-c004,swCB-2412,,1989/09/27 00:00:00.000,NGVD,NGVD,000-L-628,Lilah Ln,AER,,CB,93.189999999999998,,88.290000000000006,,93.189999999999998,,88.290000000000006,,,,,,92.079772950000006,I035,Ipswich,Reading Town Forest,,,,,Y,,,,,,251.592099999999988,,"1","1",2012/07/12 08:27:53.000,CDM_INC\KEALEYDM,,"1",42.55862314,-71.11245293
2413,I035-c003,swCB-2413,,1989/09/27 00:00:00.000,NGVD,NGVD,000-L-629,Lilah Ln,AER,,CB,93.209999999999994,,87.810000000000002,,93.209999999999994,,87.810000000000002,,,,,,92.677261349999995,I035,Ipswich,Reading Town Forest,,,,,Y,,,,,,140.866199999999992,,"1","1",2012/07/12 08:59:35.000,CDM_INC\KEALEYDM,,"1",42.55859629,-71.11229988
2414,I035-c005,swCB-2414,,1989/09/27 00:00:00.000,NGVD,NGVD,000-L-629,Lilah Ln,AER,,CB,93.030000000000001,,88.030000000000001,,93.030000000000001,,88.030000000000001,,,,,,91.834510800000004,I035,Ipswich,Reading Town Forest,,,,,Y,,,,,,28.433000000000000,,"1","1",2012/07/12 08:58:03.000,CDM_INC\KEALEYDM,,"1",42.55874487,-71.11242184
2415,I035-c002,swCB-2415,,1989/09/27 00:00:00.000,NGVD,NGVD,000-L-628,Verde Cir,EST,,CB,81.510000000000005,,77.900000000000006,,81.510000000000005,,77.900000000000006,,,,,,84.034400939999998,I035,Ipswich,Reading Town Forest,,,,,Y,,,,,,289.025599999999997,,"1","1",2012/07/12 08:30:02.000,CDM_INC\KEALEYDM,,"1",42.55908373,-71.11171054
2416,I035-c001,swCB-2416,,1989/09/27 00:00:00.000,NGVD,NGVD,000-L-628,Verde Cir,EST,,DCB,81.439999999999998,,78.219999999999999,,81.439999999999998,,78.219999999999999,,,,,,84.133911130000001,I035,Ipswich,Reading Town Forest,,,,,Y,,,,,,129.289400000000001,,"1","1",2012/07/12 08:29:56.000,CDM_INC\KEALEYDM,,"1",42.55904623,-71.11160880
2417,I035-c011,swCB-2417,,1989/09/27 00:00:00.000,NGVD,NGVD,000-L-629,Lilah Ln,AER,,CB,89.180000000000007,,85.609999999999999,,89.180000000000007,,85.609999999999999,,,,,,90.201812739999994,I035,Ipswich,Reading Town Forest,,,,,Y,,,,,,311.056399999999996,,"1","1",2012/07/12 08:53:42.000,CDM_INC\KEALEYDM,,"1",42.55912666,-71.11366557
2418,I035-c013,swCB-2418,,1989/09/27 00:00:00.000,NGVD,NGVD,000-L-629,Lilah Ln,AER,,DCB,89.040000000000006,,85.400000000000006,,89.040000000000006,,85.400000000000006,,,,,,91.060249330000005,I035,Ipswich,Reading Town Forest,,,,,Y,,,,,,224.399599999999992,,"1","1",2012/07/12 08:53:52.000,CDM_INC\KEALEYDM,,"1",42.55905388,-71.11369452
2419,I035-c008,swCB-2419,,1989/09/27 00:00:00.000,NGVD,NGVD,000-L-629,Lilah Ln,AER,,CB,91.340000000000003,,85.890000000000001,,91.340000000000003,,85.890000000000001,,,,,,91.892677309999996,I035,Ipswich,Reading Town Forest,,,,,Y,,,,,,318.693399999999997,,"1","1",2012/07/12 08:54:49.000,CDM_INC\KEALEYDM,,"1",42.55899039,-71.11290844
2420,I035-c009,swCB-2420,,1989/09/27 00:00:00.000,NGVD,NGVD,000-L-629,Lilah Ln,AER,,CB,91.420000000000002,,86.040000000000006,,91.420000000000002,,86.040000000000006,,,,,,92.028076170000006,I035,Ipswich,Reading Town Forest,,,,,Y,,,,,,219.307099999999991,,"1","1",2012/07/12 08:54:54.000,CDM_INC\KEALEYDM,,"1",42.55891418,-71.11293014
2421,I035-c006,swCB-2421,,1989/09/27 00:00:00.000,NGVD,NGVD,000-L-629,Lilah Ln,AER,,DCB,95.680000000000007,,90.219999999999999,,95.680000000000007,,90.219999999999999,,,,,,94.063308719999995,I035,Ipswich,Reading Town Forest,,,,,Y,,,,,,129.425299999999993,,"1","1",2012/07/12 08:51:40.000,CDM_INC\KEALEYDM,,"1",42.55826540,-71.11219195
2422,I035-c007,swCB-2422,,1989/09/27 00:00:00.000,NGVD,NGVD,000-L-629,Lilah Ln,AER,,DCB,95.620000000000005,,90.079999999999998,,95.620000000000005,,90.079999999999998,,,,,,95.948410030000005,I035,Ipswich,Reading Town Forest,,,,,Y,,,,,,232.744699999999995,,"1","1",2012/07/12 08:51:47.000,CDM_INC\KEALEYDM,,"1",42.55825308,-71.11229449
2423,I046-c002,swCB-2423,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-630,Lilah Ln,AER,,CB,88.129999999999995,,83.900000000000006,,88.129999999999995,,83.900000000000006,,,,,,89.534210209999998,I046,Ipswich,Reading Town Forest,,,,,Y,,,,,,48.780400000000000,,"1","1",2012/07/12 09:02:20.000,CDM_INC\KEALEYDM,,"1",42.55916582,-71.11391208
2424,I046-c003,swCB-2424,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-630,Lilah Ln,AER,,CB,88.109999999999999,,84.560000000000002,,88.109999999999999,,84.560000000000002,,,,,,90.424438480000006,I046,Ipswich,Reading Town Forest,,,,,Y,,,,,,162.872700000000009,,"1","1",2012/07/12 09:02:28.000,CDM_INC\KEALEYDM,,"1",42.55909034,-71.11392205
2425,I046-c001,swCB-2425,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-630,Lilah Ln,SCL,,CB,88.159999999999997,,83.920000000000002,,88.159999999999997,,83.920000000000002,,,,,,90.212722779999993,I046,Ipswich,Reading Town Forest,,,,,Y,,,,,,120.947400000000002,,"1","1",2012/07/12 09:07:34.000,CDM_INC\KEALEYDM,,"1",42.55913932,-71.11451454
2426,I063-c007,swCB-2426,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-630,Lilah Ln,AER,,CB,87.390000000000001,,82.930000000000007,,87.390000000000001,,82.930000000000007,,,,,,89.438987729999994,I063,Ipswich,Reading Town Forest,,,,,Y,,,,,,83.822699999999998,,"1","1",2012/07/12 09:05:34.000,CDM_INC\KEALEYDM,,"1",42.55928117,-71.11484090
2427,I063-c008,swCB-2427,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-630,Lilah Ln,AER,,CB,87.159999999999997,,83.170000000000002,,87.159999999999997,,83.170000000000002,,,,,,89.515113830000004,I063,Ipswich,Reading Town Forest,,,,,Y,,,,,,177.610500000000002,,"1","1",2012/07/12 09:05:41.000,CDM_INC\KEALEYDM,,"1",42.55921613,-71.11488554
2428,I063-c003,swCB-2428,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-630,Lilah Ln,AER,,CB,86.609999999999999,,80.939999999999998,,86.609999999999999,,80.939999999999998,,,,,,89.028526310000004,I063,Ipswich,Reading Town Forest,,,,,Y,,,,,,57.439700000000002,,"1","1",2012/07/12 09:05:58.000,CDM_INC\KEALEYDM,,"1",42.55955546,-71.11631820
2429,I063-c004,swCB-2429,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-630,Lilah Ln,AER,,CB,86.670000000000002,,83.250000000000000,,86.670000000000002,,83.250000000000000,,,,,,89.043632509999995,I063,Ipswich,Reading Town Forest,,,,,Y,,,,,,163.934200000000004,,"1","1",2012/07/12 09:06:04.000,CDM_INC\KEALEYDM,,"1",42.55948086,-71.11632934
2430,I063-c001,swCB-2430,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-631,Lilah Ln,AER,,DCB,86.390000000000001,,80.269999999999996,,86.390000000000001,,80.269999999999996,,,,,,89.131271360000000,I063,Ipswich,Reading Town Forest,,,,,Y,,,,,,48.903799999999997,,"1","1",2012/07/12 09:27:50.000,CDM_INC\KEALEYDM,,"1",42.55940252,-71.11782422
2431,I063-c002,swCB-2431,,1990/09/11 00:00:00.000,NGVD,NGVD,000-L-631,Lilah Ln,AER,,CB,86.420000000000002,,82.349999999999994,,86.420000000000002,,82.349999999999994,,,,,,90.136444089999998,I063,Ipswich,Reading Town Forest,,,,,Y,,,,,,145.129300000000001,,"1","1",2012/07/12 09:27:59.000,CDM_INC\KEALEYDM,,"1",42.55933001,-71.11780239
2432,S030-c013,swCB-2432,,1990/10/04 00:00:00.000,TOWN,NGVD,000-L-637,Appleton Ln,AER,,CB,212.979999999999990,,210.740000000000009,,107.329999999999998,,105.090000000000003,,,,,,106.194755549999996,S030,Saugus,Walker's Brook,,,,,Y,,,,,,224.384600000000006,,"1","1",2012/07/12 10:21:00.000,CDM_INC\KEALEYDM,,"1",42.52889852,-71.09471756
2433,S030-c012,swCB-2433,,1990/10/04 00:00:00.000,TOWN,NGVD,000-L-637,Appleton Ln,AER,,CB,213.030000000000001,,210.889999999999986,,107.379999999999995,,105.239999999999995,,,,,,105.789428709999996,S030,Saugus,Walker's Brook,,,,,Y,,,,,,174.567900000000009,,"1","1",2012/07/12 10:21:00.000,CDM_INC\KEALEYDM,,"1",42.52891413,-71.09458382
2434,I049-c004,swCB-2434,,1992/10/07 00:00:00.000,TOWN,NGVD,000-L-640,Roma Ln,AER,,CB,225.550000000000011,,220.210000000000008,,119.900000000000006,,114.560000000000002,,,,,,119.712951660000002,I049,Ipswich,Reading Town Forest,,,,,Y,,,,,,195.154200000000003,,"1","1",2012/07/12 10:33:19.000,CDM_INC\KEALEYDM,,"1",42.55466017,-71.11605841
2435,I049-c003,swCB-2435,,1992/10/07 00:00:00.000,TOWN,NGVD,000-L-640,Roma Ln,AER,,CB,225.550000000000011,,220.340000000000003,,119.900000000000006,,114.689999999999998,,,,,,119.722885129999995,I049,Ipswich,Reading Town Forest,,,,,Y,,,,,,135.463500000000010,,"1","1",2012/07/12 10:33:13.000,CDM_INC\KEALEYDM,,"1",42.55468801,-71.11596449
2436,I049-c001,swCB-2436,,1992/10/07 00:00:00.000,TOWN,NGVD,000-L-640,Roma Ln,AER,,CB,218.680000000000007,,207.360000000000014,,113.030000000000001,,101.709999999999994,,,,,,104.204109189999997,I049,Ipswich,Reading Town Forest,,,,,Y,,,,,,140.524799999999999,,"1","1",2012/07/12 10:35:04.000,CDM_INC\KEALEYDM,,"1",42.55549421,-71.11593621
2437,I049-c002,swCB-2437,,1992/10/07 00:00:00.000,TOWN,NGVD,000-L-640,Roma Ln,AER,,CB,218.680000000000007,,207.620000000000005,,113.030000000000001,,101.969999999999999,,,,,,104.854125980000006,I049,Ipswich,Reading Town Forest,,,,,Y,,,,,,246.427899999999994,,"1","1",2012/07/12 10:34:48.000,CDM_INC\KEALEYDM,,"1",42.55549187,-71.11603930
2438,I048-c001,swCB-2438,,1992/10/07 00:00:00.000,TOWN,NGVD,000-L-640,Roma Ln,AER,,CB,209.150000000000006,,205.710000000000008,,103.500000000000000,,100.060000000000002,,,,,,101.061378480000002,I048,Ipswich,Reading Town Forest,,,,,Y,,,,,,44.372900000000001,,"1","1",2012/07/12 10:39:50.000,CDM_INC\KEALEYDM,,"1",42.55616387,-71.11603933
2439,I048-c002,swCB-2439,,1992/10/07 00:00:00.000,TOWN,NGVD,000-L-640,Roma Ln,AER,,CB,209.150000000000006,,205.599999999999994,,103.500000000000000,,99.950000000000003,,,,,,100.857643130000000,I048,Ipswich,Reading Town Forest,,,,,Y,,,,,,304.860000000000014,,"1","1",2012/07/12 10:39:58.000,CDM_INC\KEALEYDM,,"1",42.55617610,-71.11614325
2440,I048-c004,swCB-2440,,1992/10/07 00:00:00.000,TOWN,NGVD,000-L-640,Roma Ln,AER,,CB,210.509999999999991,,206.800000000000011,,104.859999999999999,,101.150000000000006,,,,,,103.077468870000004,I048,Ipswich,Reading Town Forest,,,,,Y,,,,,,340.004099999999994,,"1","1",2012/07/12 10:39:09.000,CDM_INC\KEALEYDM,,"1",42.55650148,-71.11593912
2441,I048-c003,swCB-2441,,1992/10/07 00:00:00.000,TOWN,NGVD,000-L-640,Roma Ln,AER,,CB,210.509999999999991,,206.900000000000006,,104.859999999999999,,101.250000000000000,,,,,,102.900520319999998,I048,Ipswich,Reading Town Forest,,,,,Y,,,,,,61.737800000000000,,"1","1",2012/07/12 10:39:22.000,CDM_INC\KEALEYDM,,"1",42.55645686,-71.11585477
2442,A043-c011,swCB-2442,,1991/10/25 00:00:00.000,TOWN,NGVD,000-L-641,Davis Ln,AER,,CB,226.569999999999993,,222.870000000000005,,120.920000000000002,,117.219999999999999,,,,,,120.348457339999996,A043,Aberjona,Main Stem,,,,,Y,,,,,,270.774299999999982,,"1","1",2012/07/17 14:28:29.000,CDM_INC\KEALEYDM,,"1",42.54045053,-71.10314650
2443,A043-c010,swCB-2443,,1991/10/25 00:00:00.000,TOWN,NGVD,000-L-641,Davis Ln,AER,,CB,226.500000000000000,,222.949999999999989,,120.849999999999994,,117.299999999999997,,,,,,121.751808170000004,A043,Aberjona,Main Stem,,,,,Y,,,,,,165.579199999999986,,"1","1",2012/07/17 14:28:29.000,CDM_INC\KEALEYDM,,"1",42.54042058,-71.10305429
2444,A043-c007,swCB-2444,,1991/10/25 00:00:00.000,TOWN,NGVD,000-L-641,Forest Glen Rd,AER,,CB,,,,,,,,,,,,,120.533599850000002,A043,Aberjona,Main Stem,,,,,Y,,,,,,62.069299999999998,,"1","1",2012/07/17 14:30:18.000,CDM_INC\KEALEYDM,,"1",42.54065860,-71.10309459
2445,A043-c006,swCB-2445,,1991/10/25 00:00:00.000,TOWN,NGVD,000-L-641,Forest Glen Rd,AER,,CB,,,,,,,,,,,,,120.365829469999994,A043,Aberjona,Main Stem,,,,,Y,,,,,,131.683300000000003,,"1","1",2012/07/17 14:30:44.000,CDM_INC\KEALEYDM,,"1",42.54059775,-71.10311612
