p_id,p_facility,p_inlettyp,p_in_typ_o,p_locdesc,p_ownedby,p_legacy_i,p_cvtype,p_cv_typ_o,p_cvshape,p_cv_shp_o,p_cvmateri,p_cv_mat_o,p_cvsize,p_oilhood,p_framemat,p_frm_mat_,p_chimney,p_chimydia,p_chimymat,p_chm_mat_,p_conetype,p_con_typ_,p_conemate,p_con_mat_,p_wallmat,p_wal_mat_,p_bench,p_benchmat,p_ben_mat_,p_channel,p_chanmate,p_chn_mat_,p_chanexpo,p_rimelev,p_inv_dept,p_invertel,p_sump_dep,p_fin_dept,p_installd,p_maintby,p_lastupda,p_lastedit,p_plans,p_comments,p_elevatio,p_map_date,p_mapped_b,p_map_by_o,p_map_meth,p_map_met_,p_map_stat,p_rotation,p_conditio,p_flow,p_activefl,p_enabled,p_operable,p_keyjncti,p_anclryro,p_division,p_asset,p_st_cntr_,Longitude,Latitude
61904,CB-125,Catchbasin,,1 COLONIAL RD,City,dCB_113,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,2,100.5,3,5,1/1/70,City,3/8/22,MSB,,,102.5,1/1/70,,,Aerial Photo,,,-91.92334322,,,,,,,,HIGHWAY,Stormwater,4774,-71.16787343,42.48831573
61802,CB-20,Catchbasin,,8 SHEILA AVE,City,dCB_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1,4,98.1,1,5,1/1/70,City,3/8/22,MSB,,,102.0999985,1/1/70,,,Aerial Photo,,,-172.1531107,,,,,,,,HIGHWAY,Stormwater,4702,-71.16360157,42.4922929
61933,CB-160,Catchbasin,,9 MISHAWUM RD,City,dCB_149,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.4,3,123.4,2,5,1/1/70,City,3/8/22,MSB,,,126.4000015,1/1/70,,,Aerial Photo,,,-229.3389475,,,,,,,,HIGHWAY,Stormwater,6106,-71.15154486,42.48833254
62692,CB-958,Catchbasin,,263 MAIN ST,City,dCB_816,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8,3,91.8,2,5,1/1/70,City,3/8/22,MSB,,Tagged,94.80000305,7/31/18,,,Aerial Photo,,,-137.9756245,,,,,,,,HIGHWAY,Stormwater,5223,-71.15063184,42.47659023
62453,CB-716,Catchbasin,,55 HIGH ST,City,dCB_731,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2,3,93.2,2,5,1/1/70,City,3/8/22,MSB,,,96.19999694,1/1/70,,,Aerial Photo,,,-146.935805,,,,,,,,HIGHWAY,Stormwater,5746,-71.1474823,42.47874287
61927,CB-154,Catchbasin,,12 PAGE PL,City,dCB_143,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.9,3,120.9,2,5,1/1/70,City,3/8/22,MSB,,,123.9000015,1/1/70,,,Aerial Photo,,,31.48188142,,,,,,,,HIGHWAY,Stormwater,5010,-71.15158459,42.49018633
61747,CB-5817,Catchbasin,,46 DIX RD EXT,City,dCB_5940,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.5,4,151.5,1,5,1/1/70,City,3/8/22,MSB,,Tagged,155.5,1/1/70,,,Aerial Photo,,,-92.63957104,,,,,,,,HIGHWAY,Stormwater,5152,-71.1901521,42.4566141
62034,CB-267,Catchbasin,,7 MISHAWUM RD,City,dCB_256,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.9,,,,,1/1/70,City,3/8/22,MSB,,,124.9000015,1/1/70,,,Aerial Photo,,,-74.76377167,,,,,,,,HIGHWAY,Stormwater,4610,-71.15204211,42.48788296
62328,CB-581,Catchbasin,,89 HARRISON AVE,City,dCB_551,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.1,4,118.1,2,6,1/1/70,City,3/8/22,MSB,,,122.0999985,1/1/70,,,Aerial Photo,,,-164.1790239,,,,,,,,HIGHWAY,Stormwater,6364,-71.16285863,42.4799232
62184,CB-434,Catchbasin,,12 HOUGHTON ST,City,dCB_426,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.1,3,123.1,1,4,1/1/70,City,3/8/22,MSB,,,126.0999985,1/1/70,,,Aerial Photo,,,-225.5790312,,,,,,,,HIGHWAY,Stormwater,4817,-71.16607357,42.48291166
62093,CB-332,Catchbasin,,556 MAIN ST,City,dCB_363,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.3,,,,,1/1/70,City,3/8/22,MSB,,,105.3000031,1/1/70,,,Aerial Photo,,,-172.4033937,,,,,,,,HIGHWAY,Stormwater,6316,-71.15214435,42.48475139
62114,CB-353,Catchbasin,,5 CHURCH ST,City,dCB_384,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.7,,,,,1/1/70,City,3/8/22,MSB,,,109.6999969,1/1/70,,,Aerial Photo,,,37.1493029,,,,,,,,HIGHWAY,Stormwater,6622,-71.15121352,42.4848248
62154,CB-400,Catchbasin,,79 BEDFORD RD,City,dCB_308,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.1,,,,,1/1/70,City,3/8/22,MSB,,,107.0999985,1/1/70,,,Aerial Photo,,,,,,,,,,,HIGHWAY,Stormwater,,-71.16712672,42.48406612
62171,CB-421,Catchbasin,,24 BEDFORD RD,City,dCB_329,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Aerial Photo,,,-69.77062391,,,,,,,,HIGHWAY,Stormwater,6630,-71.16226257,42.48467149
62185,CB-435,Catchbasin,,6 RAG ROCK DR,City,dCB_427,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.6,,,,,1/1/70,City,3/8/22,MSB,,,142.6000061,1/1/70,,,Aerial Photo,,,-181.6243267,,,,,,,,HIGHWAY,Stormwater,4734,-71.16441905,42.48370231
62249,CB-501,Catchbasin,,65 WINN ST,City,dCB_495,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7,,,,,1/1/70,City,3/8/22,MSB,,,91.69999694,1/1/70,,,Aerial Photo,,,-229.6118353,,,,,,,,HIGHWAY,Stormwater,4733,-71.15453534,42.48184016
62308,CB-561,Catchbasin,,6 ARBOR LN,City,dCB_531,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Aerial Photo,,,-101.9926504,,,,,,,,HIGHWAY,Stormwater,5977,-71.17073236,42.48127085
62358,CB-613,Catchbasin,,4 FEDERAL ST,City,dCB_584,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,,,,,1/1/70,City,3/8/22,MSB,,,90.90000152,1/1/70,,,Aerial Photo,,,-48.97618979,,,,,,,,HIGHWAY,Stormwater,5038,-71.15341092,42.47991425
62371,CB-626,Catchbasin,,19 PLEASANT ST,City,dCB_597,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1,,,,,,City,3/8/22,MSB,DA-117_02,Tagged,98.09999847,7/31/18,City,,Aerial Photo,,Draft,59.82534467,,,,,,,,HIGHWAY,Stormwater,5803,-71.15282839,42.47953817
62393,CB-653,Catchbasin,,5 MAWN DR,City,dCB_624,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.6,,,,,1/1/70,City,3/8/22,MSB,,,139.6000061,1/1/70,,,Aerial Photo,,,-262.8765628,,,,,,,,HIGHWAY,Stormwater,6734,-71.16643058,42.47928118
62398,CB-658,Catchbasin,,4 MAWN DR,City,dCB_629,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.3,,,,,1/1/70,City,3/8/22,MSB,,,134.3000031,1/1/70,,,Aerial Photo,,,-57.58325351,,,,,,,,HIGHWAY,Stormwater,6734,-71.16633373,42.47872186
62409,CB-669,Catchbasin,,24 ELLIS ST,City,dCB_640,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,1/1/70,City,3/8/22,MSB,,,80,1/1/70,,,Aerial Photo,,,-84.40054641,,,,,,,,HIGHWAY,Stormwater,6153,-71.15990771,42.47902673
62487,CB-749,Catchbasin,,25 HUDSON ST,City,dCB_953,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6,4,85.6,1,5,1/1/70,City,3/8/22,MSB,,,89.59999847,1/1/70,,,Aerial Photo,,,30.34327055,,,,,,,,HIGHWAY,Stormwater,5217,-71.1519463,42.47143884
62484,CB-746,Catchbasin,,35 HUDSON ST,City,dCB_950,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1,4,72.1,1,5,1/1/70,City,3/8/22,MSB,,,76.09999847,1/1/70,,,Aerial Photo,,,29.23147821,,,,,,,,HIGHWAY,Stormwater,5154,-71.15316161,42.47092187
62489,CB-751,Catchbasin,,13 HUDSON ST,City,dCB_955,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3,3,86.3,3,6,1/1/70,City,3/8/22,MSB,,,89.30000305,1/1/70,,,Aerial Photo,,,28.8862178,,,,,,,,HIGHWAY,Stormwater,5126,-71.15137785,42.47167919
62485,CB-747,Catchbasin,,35 HUDSON ST,City,dCB_951,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.9,3,72.9,2,5,1/1/70,City,3/8/22,MSB,,,75.90000152,1/1/70,,,Aerial Photo,,,29.23147821,,,,,,,,HIGHWAY,Stormwater,5154,-71.15311691,42.4708635
62235,CB-487,Catchbasin,,520 MAIN ST,City,dCB_479,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.6,4,102.6,2,6,1/1/70,City,3/8/22,MSB,,,106.5999985,4/23/18,City,,Aerial Photo,,,-250.1876229,,,,,,,,HIGHWAY,Stormwater,6358,-71.1513295,42.48333055
62255,CB-507,Catchbasin,,40 SALEM ST,City,dCB_503,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4,4,116.4,2,6,1/1/70,City,3/8/22,MSB,,Tagged,120.4000015,1/1/70,,,Aerial Photo,,,-135.3482589,,,,,,,,HIGHWAY,Stormwater,5499,-71.14847839,42.48331829
62075,CB-313,Catchbasin,,127 WINN ST,City,dCB_344,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,4,98,2,6,1/1/70,City,3/8/22,MSB,,,102,1/1/70,,,Aerial Photo,,,-211.5995374,,,,,,,,HIGHWAY,Stormwater,5480,-71.158527,42.48417225
62037,CB-270,Catchbasin,,5 FRANCES ST,City,dCB_259,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.5,4,116.5,1,5,1/1/70,City,3/8/22,MSB,,,120.5,1/1/70,,,Aerial Photo,,,-154.4866034,,,,,,,,HIGHWAY,Stormwater,4611,-71.15096725,42.48763848
62144,CB-387,Catchbasin,,43 MARLBORO RD,City,dCB_295,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9,3,88.9,3,6,1/1/70,City,3/8/22,MSB,,,91.90000152,1/1/70,,,Other,,,-99.98737779,,,,,,,,HIGHWAY,Stormwater,4726,-71.17833063,42.48222517
62502,CB-764,Catchbasin,,35 HUDSON ST,City,dCB_968,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.6,,,,,1/1/70,City,3/8/22,MSB,,,77.59999847,1/1/70,,,Aerial Photo,,,29.23147821,,,,,,,,HIGHWAY,Stormwater,5154,-71.15303724,42.47075666
62643,CB-909,Catchbasin,,7 VINING CT,City,dCB_1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Other,,,-144.9134033,,,,,,,,HIGHWAY,Stormwater,6384,-71.14808501,42.46967802
62576,CB-839,Catchbasin,,19 KENDAL DR,City,dCB_1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.6,3,113.6,0,3,1/1/70,City,3/8/22,MSB,,,116.5999985,1/1/70,,,Aerial Photo,,,2.280136719,,,,,,,,HIGHWAY,Stormwater,5031,-71.16747069,42.50711632
62865,CB-1143,Catchbasin,,10 FAIRWAY DR,City,dCB_1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.9,,,,,1/1/70,City,3/8/22,MSB,,,126.9000015,1/1/70,,,Aerial Photo,,,-64.02539286,,,,,,,,HIGHWAY,Stormwater,6103,-71.16795618,42.46465848
62926,CB-1209,Catchbasin,,None,City,dCB_1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.2,,,,,1/1/70,City,3/8/22,MSB,,,74.19999694,1/1/70,,,Aerial Photo,,,-49.53768602,,,,,,,,HIGHWAY,Stormwater,6570,-71.15326967,42.51091901
62941,CB-1224,Catchbasin,,36 SIXTH RD,City,dCB_1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,1/1/70,City,3/8/22,MSB,,,73,1/1/70,,,Aerial Photo,,,-152.2801646,,,,,,,,HIGHWAY,Stormwater,6401,-71.14910776,42.51032479
62959,CB-1242,Catchbasin,,17 NORTH WOODS CIR 17,City,dCB_1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.6,,,,,1/1/70,City,3/8/22,MSB,,,119.5999985,1/1/70,,,Aerial Photo,,,88.15987757,,,,,,,,HIGHWAY,Stormwater,6571,-71.16771276,42.50920435
62970,CB-1253,Catchbasin,,52 LAKE AVE,City,dCB_1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Aerial Photo,,,-35.91186319,,,,,,,,HIGHWAY,Stormwater,5075,-71.15232749,42.46382671
62493,CB-755,Catchbasin,,3 PIERCE ST,City,dCB_959,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1,3,84.1,2,5,1/1/70,City,3/8/22,MSB,,,87.09999847,1/1/70,,,Aerial Photo,,,-242.9647307,,,,,,,,HIGHWAY,Stormwater,5968,-71.15156477,42.47089965
62852,CB-1127,Catchbasin,,9 CRAWFORD DR,City,dCB_1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.2,3,87.2,0,3,1/1/70,City,3/8/22,MSB,,,90.19999694,1/1/70,,,Aerial Photo,,,-8.371528923,,,,,,,,HIGHWAY,Stormwater,6557,-71.1721011,42.46461133
62844,CB-1119,Catchbasin,,4 HIAWATHA RD,City,dCB_1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2,111,2,4,1/1/70,City,3/8/22,MSB,,,113,1/1/70,,,Aerial Photo,,,-257.2598904,,,,,,,,HIGHWAY,Stormwater,6365,-71.17108142,42.46629087
62750,CB-1016,Catchbasin,,37 GARDEN ST,City,dCB_874,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,3,48.5,1,4,,City,3/8/22,MSB,Sewer Record Plan Garden St Sheet 2,,51.5,2/3/22,City,,Aerial Photo,,Draft,-115.4900691,,,,,,,,HIGHWAY,Stormwater,5103,-71.1712843,42.4738353
62609,CB-873,Catchbasin,,5 GARDEN HTS AVE,City,dCB_745,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.9,3,71.9,1,4,1/1/70,City,3/8/22,MSB,,,74.90000152,1/1/70,,,Aerial Photo,,,-92.10943486,,,,,,,,HIGHWAY,Stormwater,5734,-71.17082779,42.47579665
62975,CB-1258,Catchbasin,,267 CAMBRIDGE RD,City,dCB_1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5,4,88.5,4,8,1/1/70,City,3/8/22,MSB,,,92.5,1/1/70,,,Aerial Photo,,,85.71235296,,,,,,,,HIGHWAY,Stormwater,4865,-71.17007005,42.46064371
62719,CB-986,Catchbasin,,245 MAIN ST,City,dCB_844,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5,4,90.5,2,6,1/1/70,City,3/8/22,MSB,,,94.5,4/23/18,City,,Aerial Photo,,,-68.78293464,,,,,,,,HIGHWAY,Stormwater,5564,-71.15023082,42.47595414
62659,CB-925,Catchbasin,,96 PLEASANT ST,City,dCB_783,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.7,3,76.7,1,4,1/1/70,City,3/8/22,MSB,,,79.69999694,1/1/70,,,Aerial Photo,,,15.16556441,,,,,,,,HIGHWAY,Stormwater,5130,-71.15815755,42.47716735
62645,CB-911,Catchbasin,,138 ARLINGTON RD,City,dCB_1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,3,43.2,2,5,1/1/70,City,3/8/22,MSB,,,46.20000076,1/1/70,,,Aerial Photo,,,-52.61523774,,,,,,,,HIGHWAY,Stormwater,5751,-71.15149952,42.46692917
62904,CB-1187,Catchbasin,,11 WINTER ST,City,dCB_1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.9,1,119.9,2,3,1/1/70,City,3/8/22,MSB,,,120.9000015,1/1/70,,,Aerial Photo,,,-115.5613189,,,,,,,,HIGHWAY,Stormwater,4840,-71.16935548,42.51046559
62515,CB-777,Catchbasin,,None,City,dCB_981,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,3,78,1,4,1/1/70,City,3/8/22,MSB,,,81,1/1/70,,,Aerial Photo,,,-148.6654523,,,,,,,,HIGHWAY,Stormwater,6613,-71.14709928,42.47089819
62834,CB-1109,Catchbasin,,1 CONN ST,City,dCB_1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.4,4,77.4,2,6,1/1/70,City,3/8/22,MSB,,,81.40000152,1/1/70,,,Aerial Photo,,,33.19401257,,,,,,,,HIGHWAY,Stormwater,6208,-71.14882222,42.47010519
62919,CB-1202,Catchbasin,,42 DARTMOUTH ST,City,dCB_1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.1,,,5,5,1/1/70,City,3/8/22,MSB,,,92.09999847,1/1/70,,,Aerial Photo,,,-33.73414798,,,,,,,,HIGHWAY,Stormwater,4863,-71.15748554,42.51196283
62988,CB-1752,Catchbasin,,KAREN RD,City,dCB_1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.1,,,,4.7,1/1/70,City,3/8/22,MSB,,,92.09999847,1/1/70,,,Aerial Photo,,,20.56536223,,,,,,,,HIGHWAY,Stormwater,5251,-71.14979671,42.50437392
62995,CB-1275,Catchbasin,,None,City,dCB_1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Aerial Photo,,,-209.5739043,,,,,,,,HIGHWAY,Stormwater,5919,-71.16626841,42.46091097
63063,CB-1345,Catchbasin,,5 BREED AVE,City,dCB_1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.1,,,,,1/1/70,City,3/8/22,MSB,,,80.09999847,1/1/70,,,Aerial Photo,,,-175.2046423,,,,,,,,HIGHWAY,Stormwater,6626,-71.15641757,42.52066928
63078,CB-1359,Catchbasin,,1047 MAIN ST A,City,dCB_1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Aerial Photo,,,-126.6212767,,,,,,,,HIGHWAY,Stormwater,6127,-71.15986138,42.51795767
63113,CB-1395,Catchbasin,,22 BRIARWOOD RD,City,dCB_1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.4,,,,,1/1/70,City,3/8/22,MSB,,,119.4000015,1/1/70,,,Aerial Photo,,,-167.7639647,,,,,,,,HIGHWAY,Stormwater,5804,-71.16551601,42.51652889
63132,CB-1414,Catchbasin,,985 MAIN ST,City,dCB_1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5,,,,,1/1/70,City,3/8/22,MSB,,,105.5,1/1/70,,,Aerial Photo,,,-162.3702165,,,,,,,,HIGHWAY,Stormwater,5000,-71.16101757,42.51555551
63170,CB-1453,Catchbasin,,9 WINTER RD,City,dCB_1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.3,,,,,1/1/70,City,3/8/22,MSB,,,109.3000031,1/1/70,,,Aerial Photo,,,-189.1032679,,,,,,,,HIGHWAY,Stormwater,5950,-71.16694458,42.51269982
63196,CB-1479,Catchbasin,,2 E DEXTER AVE,City,dCB_1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Aerial Photo,,,42.5453273,,,,,,,,HIGHWAY,Stormwater,5857,-71.15034279,42.51411806
63212,CB-1496,Catchbasin,,918 MAIN ST,City,dCB_1447,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.8,,,,,1/1/70,City,3/8/22,MSB,,,108.8000031,1/1/70,,,Aerial Photo,,,27.44578654,,,,,,,,HIGHWAY,Stormwater,5835,-71.16111347,42.50927914
63217,CB-1501,Catchbasin,,16 NICHOLS ST,City,dCB_1452,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2,,,,,1/1/70,City,3/8/22,MSB,,,110.1999969,1/1/70,,,Aerial Photo,,,18.4037411,,,,,,,,HIGHWAY,Stormwater,5835,-71.16204897,42.50901476
63262,CB-1546,Catchbasin,,None,City,dCB_2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3,,,,,1/1/70,City,3/8/22,MSB,,,80.30000305,1/1/70,,,Aerial Photo,,,-75.73825044,,,,,,,,HIGHWAY,Stormwater,6079,-71.12486553,42.49697894
63189,CB-1472,Catchbasin,,32 E DEXTER AVE,City,dCB_1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,,,5,5,1/1/70,City,3/8/22,MSB,,,99.59999847,1/1/70,,,Aerial Photo,,,-111.001277,,,,,,,,HIGHWAY,Stormwater,6643,-71.15703431,42.51342589
63154,CB-1436,Catchbasin,,18 N MAPLE ST,City,dCB_1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1,3,64.1,2,5,1/1/70,City,3/8/22,MSB,,,67.09999847,1/1/70,,,Aerial Photo,,,-6.820746389,,,,,,,,HIGHWAY,Stormwater,4659,-71.1483594,42.514702
63088,CB-1369,Catchbasin,,8 NAPLES AVE,City,dCB_1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.3,3,117.3,1,4,1/1/70,City,3/8/22,MSB,,,120.3000031,1/1/70,,,Aerial Photo,,,-163.2567348,,,,,,,,HIGHWAY,Stormwater,4593,-71.15872499,42.51700199
63086,CB-1367,Catchbasin,,22 NAPLES AVE,City,dCB_1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5,2,116.5,1,3,1/1/70,City,3/8/22,MSB,,,118.5,1/1/70,,,Aerial Photo,,,-125.6300361,,,,,,,,HIGHWAY,Stormwater,5257,-71.15652797,42.51706117
63156,CB-1438,Catchbasin,,92 MERRIMAC ST,City,dCB_1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.6,3,65.6,1,4,1/1/70,City,3/8/22,MSB,,,68.59999847,7/12/17,,,Aerial Photo,,,42.46777151,,,,,,,,HIGHWAY,Stormwater,5858,-71.14978209,42.51449148
63199,CB-1482,Catchbasin,,76 MERRIMAC ST,City,dCB_1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.4,4,73.4,2,6,1/1/70,City,3/8/22,MSB,,,77.40000152,7/12/17,,,Aerial Photo,,,55.07258935,,,,,,,,HIGHWAY,Stormwater,5045,-71.15221959,42.51229495
63167,CB-1449,Catchbasin,,72 MOUNTAIN ST,City,dCB_1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.4,4,104.4,1,5,1/1/70,City,3/8/22,MSB,,,108.4000015,1/1/70,,,Aerial Photo,,,82.42702483,,,,,,,,HIGHWAY,Stormwater,5157,-71.16842825,42.51380532
63110,CB-1392,Catchbasin,,57 WINTER ST,City,dCB_1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.4,3,93.4,2,5,1/1/70,City,3/8/22,MSB,,,96.40000152,1/1/70,,,Aerial Photo,,,-64.5760237,,,,,,,,HIGHWAY,Stormwater,4996,-71.16996987,42.51545082
63182,CB-1465,Catchbasin,,None,City,dCB_1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,2,98.7,1,3,1/1/70,City,3/8/22,MSB,,,100.6999969,1/1/70,,,Aerial Photo,,,,,,,,,,,HIGHWAY,Stormwater,,-71.16306367,42.51371486
63043,CB-1324,Catchbasin,,None,City,dCB_1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.9,4,71.9,2,6,1/1/70,City,3/8/22,MSB,,,75.90000152,1/1/70,,,Aerial Photo,,,29.67335018,,,,,,,,HIGHWAY,Stormwater,5658,-71.14753026,42.52485601
63295,CB-1579,Catchbasin,,3 EVANGELINE LN,City,dCB_2243,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.8,2,105.8,2,4,1/1/70,City,3/8/22,MSB,,,107.8000031,1/1/70,,,Aerial Photo,,,57.0025668,,,,,,,,HIGHWAY,Stormwater,5394,-71.14544529,42.49659015
63332,CB-1618,Catchbasin,,5 DONNA RD,City,dCB_1457,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5,,,,,1/1/70,City,3/8/22,MSB,,,105.5,1/1/70,,,Aerial Photo,,,-70.54156274,,,,,,,,HIGHWAY,Stormwater,5496,-71.16238137,42.50969156
63333,CB-1619,Catchbasin,,5A KEITH CIR,City,dCB_1458,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.4,,,,,1/1/70,City,3/8/22,MSB,,,130.3999939,1/1/70,,,Aerial Photo,,,,,,,,,,,HIGHWAY,Stormwater,,-71.16236422,42.50797936
63459,CB-1748,Catchbasin,,6 WOODSIDE TERR,City,dCB_1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.4,,,,,1/1/70,City,3/8/22,MSB,,,90.40000152,1/1/70,,,Aerial Photo,,,-167.8192505,,,,,,,,HIGHWAY,Stormwater,5459,-71.14815172,42.50448653
63460,CB-1749,Catchbasin,,104 FOREST PK RD,City,dCB_1652,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Aerial Photo,,,-125.9128391,,,,,,,,HIGHWAY,Stormwater,5107,-71.14666299,42.50438445
63704,CB-1994,Catchbasin,,182 MISHAWUM RD,City,dCB_2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,3,77.5,2,5,1/1/70,City,3/8/22,MSB,,,80.5,1/1/70,,,Aerial Photo,,,52.6853148,,,,,,,,HIGHWAY,Stormwater,5560,-71.14308781,42.50000148
63349,CB-1636,Catchbasin,,22 SCHOOL ST,City,dCB_1475,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.3,4,102.3,2,6,,City,3/8/22,MSB,DA-119_01,,106.3000031,,City,,Aerial Photo,,Final,-158.4781251,,,,,,,,HIGHWAY,Stormwater,4848,-71.15855821,42.50881807
63351,CB-1638,Catchbasin,,44 SCHOOL ST,City,dCB_1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.6,2,102.6,1,3,1/1/70,City,3/8/22,MSB,,,104.5999985,1/1/70,,,Aerial Photo,,,-210.2176014,,,,,,,,HIGHWAY,Stormwater,4875,-71.15646061,42.50804456
63347,CB-1634,Catchbasin,,10 MERRIMAC ST,City,dCB_1473,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.2,6,101.2,2,8,1/1/70,City,3/8/22,MSB,,,107.1999969,1/1/70,,,Aerial Photo,,,21.86065461,,,,,,,,HIGHWAY,Stormwater,4647,-71.15809899,42.50896121
63297,CB-1583,Catchbasin,,None,City,dCB_2248,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1,5,50.1,2,7,1/1/70,City,3/8/22,MSB,,,55.09999847,1/1/70,,,Aerial Photo,,,-49.64043733,,,,,,,,HIGHWAY,Stormwater,5290,-71.13987953,42.49607647
63701,CB-1991,Catchbasin,,160 OLYMPIA AVE,City,dCB_2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5,3,67.5,1,4,1/1/70,City,3/8/22,MSB,,,70.5,1/1/70,,,Aerial Photo,,,-13.21710652,,,,,,,,HIGHWAY,Stormwater,5378,-71.14166574,42.50001645
