FID,ANCILLARYR,ENABLED,SUBTYPE,INSTALLDAT,LIFECYCLES,PLANNUM,OWNER,COMMENTS,RIMELEVATI,BASEELEVAT,INITIAL,STREETNAME,TYPE,FID2,ACCESSTYPE,ACCESSMAT,SEALMETHD,WALLMATERI,CONDITION,CLEANING,SUMP,HOODED,FEATUREID,COMMENT,REINSPECT,DATESTAMP,CREW,DataSource,Depth_to_S,SedimentDe,SOURCE_1,x,y
429,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,455,CGR,CI, ,MHBLK,GOOD,NONE,NO,NO,455, ,NO,10/30/03 11:03,Laptop 1,2,999,999,FIELD,-71.06908406,42.46484497
430,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,456,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,456, ,NO,10/30/03 11:04,Laptop 1,2,999,999,FIELD,-71.0689762,42.46480297
431,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,457,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,457, ,NO,10/30/03 13:24,Laptop 1,2,999,999,FIELD,-71.06891744,42.46545892
432,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,458,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,458,UNABLE TO DETERMINE IF THERE ARE ADDITIONAL PIPES,OTH,10/30/03 13:25,Laptop 1,2,999,999,FIELD,-71.06887239,42.46544487
433,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,459,DGR,CI, ,MHBLK,GOOD,NONE,YES,NO,459, ,NO,10/27/03 17:37,Laptop 1,2,999,999,FIELD,-71.07061215,42.46452875
434,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,460,CGR,CI, ,BRICK,GOOD,NONE,YES,YES,460,BROKEN HOOD,NO,10/30/03 13:50,Laptop 1,2,999,999,FIELD,-71.06870741,42.46558887
435,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,461,CGR,CI, ,MHBLK,GOOD,NONE,YES,YES,461,BROKEN HOOD,NO,10/30/03 13:50,Laptop 1,2,999,999,FIELD,-71.06869526,42.46552153
436,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,72.2,68.7,CREW 1, ,CB,462,GR,CI, ,CON,GOOD,NONE,YES,NO,462, ,NO,10/29/03 18:26,Laptop 1,2,999,999,FIELD,-71.06718957,42.46503788
437,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,72.2,68.5,CREW 1, ,CB,464,GR,CI, ,CON,GOOD,NONE,YES,NO,464, ,NO,10/29/03 18:13,Laptop 1,2,999,999,FIELD,-71.06609323,42.46499246
438,0,1,1,8/8/88 0:00,Active,L1R MELROSE HS,Melrose, ,66.2,59,SUB, ,CB,465,GR,CI, ,CON,GOOD,NONE,YES,NO,465, ,NO,10/29/03 18:12,Laptop 1,2,999,999,AB/FIELD,-71.06589086,42.46491336
439,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,466,CGR,CI, ,MHBLK,GOOD,NONE,NO,NO,466,MH AND CB MAY BE THE SAME STRUCTURE,OTH,10/29/03 18:08,Laptop 1,2,999,999,FIELD,-71.06590258,42.46518783
440,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,467,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,467, ,NO,10/29/03 11:09,Laptop 1,2,999,999,FIELD,-71.06596137,42.46511547
441,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,469,CGR,CI, ,MHBLK,GOOD,NONE,NO,NO,469,MH AND CB MAY BE THE SAME STRUCTURE,OTH,10/29/03 18:02,Laptop 1,2,999,999,FIELD,-71.06516895,42.46482623
442,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,470,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,470, ,NO,10/29/03 11:12,Laptop 1,2,999,999,FIELD,-71.06522499,42.46475572
443,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,472,GR,CI, ,MHBLK,GOOD,NONE,NO,NO,472, ,NO,10/29/03 17:47,Laptop 1,2,999,999,FIELD,-71.06442317,42.46446435
444,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,474,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,474, ,NO,10/29/03 11:29,Laptop 1,2,999,999,FIELD,-71.0644606,42.46438341
445,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,475,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,475, ,NO,10/29/03 17:04,Laptop 1,2,999,999,FIELD,-71.0636127,42.46406972
446,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,477,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,477, ,NO,10/29/03 17:09,Laptop 1,2,999,999,FIELD,-71.06365844,42.46399379
447,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,478,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,478, ,NO,10/29/03 17:34,Laptop 1,2,999,999,FIELD,-71.06328455,42.46391582
448,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,479,CGR,CI, ,MHBLK,GOOD,NONE,NO,NO,479,MH AND CB MAY BE THE SAME STRUCTURE,OTH,11/5/03 14:04,Laptop 1,2,999,999,FIELD,-71.06335003,42.46384744
449,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,481,DGR,CI, ,MHBLK,GOOD,SAND,YES,NO,481,"MISSING CONNECTION, CLEANING, DEPTH TO SEDIMENT 28",OTH,10/24/03 15:32,Laptop 1,2,28,43,FIELD,-71.07874882,42.46155787
450,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,652,GR,CI, ,CON,GOOD,NONE,NO,NO,652,"REINSPECT, CB APPEARS TO BE CONNECTED TO CULVERT, WALL MATERIAL A MIX OF STONE AND CONCRETE,UNABLE TO SEE ADDITIONAL PIPES",OTH,11/7/03 12:42,Laptop 1,2,999,999,FIELD,-71.05628076,42.46818488
451,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,653,GR,CI, ,BRICK,GOOD,SAND,YES,YES,653,"CLEANING, DEPTH TO SEDIMENT 54",NO,11/7/03 12:28,Laptop 1,2,54,13,FIELD,-71.05588911,42.46825899
452,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,654,GR,CI, ,BRICK,GOOD,SAND,YES,NO,654,"CLEANING, DEPTH TO SEDIMENT 64",NO,11/7/03 12:29,Laptop 1,2,64,8,FIELD,-71.05593921,42.46821942
453,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,655,GR,CI, ,BRICK,GOOD,SAND,YES,NO,655,"CLEANING, DEPTH TO SEDIMENT 64",NO,11/7/03 12:23,Laptop 1,2,64,6,FIELD,-71.0564483,42.46914368
454,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,656,CGR,CI, ,BRICK,GOOD,SAND,YES,NO,656,"CLEANING, DEPTH TO SEDIMENT 51",NO,11/7/03 12:22,Laptop 1,2,51,16,FIELD,-71.05637752,42.4691526
455,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,657,GR,CI, ,BRICK,GOOD,SAND,YES,YES,657,"BROKEN HOOD, CLEANING, DEPTH TO SEDIMENT 52",NO,11/6/03 16:39,Laptop 1,2,52,21,FIELD,-71.05497972,42.46885403
456,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,658,GR,CI, ,BRICK,GOOD,SAND,YES,NO,658,"CLEANING, DEPTH TO SEDIMENT 49",NO,11/6/03 16:40,Laptop 1,2,49,14,FIELD,-71.05487857,42.46869587
457,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,659,GR,CI, ,BRICK,GOOD,SAND,YES,NO,659,"CLEANING, DEPTH TO SEDIMENT 67",NO,11/7/03 12:32,Laptop 1,2,67,11,FIELD,-71.05487231,42.46839636
458,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,660,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,660, ,NO,11/10/03 14:22,Laptop 1,2,999,999,FIELD,-71.05437468,42.46794137
459,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,661,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,661,UNABLE TO SEE ANY PIPES,NO,11/10/03 14:28,Laptop 1,2,999,999,FIELD,-71.05492669,42.46778034
460,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,662,GR,CI, ,BRICK,GOOD,NONE,YES,NO,662, ,NO,11/10/03 15:31,Laptop 1,2,999,999,FIELD,-71.05472932,42.46774959
461,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,664,CGR,CI, ,BRICK,GOOD,SAND,YES,NO,664,"CLEANING, DEPTH TO SEDIMENT 43",NO,11/7/03 12:53,Laptop 1,2,43,4,FIELD,-71.05459118,42.46706121
462,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,665,CGR,CI, ,BRICK,GOOD,SAND,YES,NO,665,"CLEANING, DEPTH TO SEDIMENT 37, NO OUTLET IN CB REINSPECT",OTH,11/7/03 12:54,Laptop 1,2,37,11,FIELD,-71.05456108,42.46701022
463,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,666,GR,CI, ,BRICK,GOOD,SAND,YES,NO,666,"CLEANING, DEPTH TO SEDIMENT 27",NO,11/7/03 12:56,Laptop 1,2,27,9,FIELD,-71.05340423,42.46746227
464,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,667,GR,CI, ,BRICK,GOOD,SAND,YES,NO,667,"CLEANING, DEPTH TO SEDIMENT 33",NO,11/7/03 12:57,Laptop 1,2,33,1,FIELD,-71.05343172,42.46740582
465,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,668,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,668, ,NO,11/10/03 13:26,Laptop 1,2,999,999,FIELD,-71.06004346,42.46605491
466,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,669,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,669, ,NO,11/10/03 13:27,Laptop 1,2,999,999,FIELD,-71.06010271,42.46599298
467,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,670,DGR,CI, ,MHBLK,BADBRK,NONE,YES,NO,670, ,NO,11/10/03 13:26,Laptop 1,2,999,999,FIELD,-71.05978402,42.46594477
468,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,672,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,672, ,NO,11/10/03 15:07,Laptop 1,2,999,999,FIELD,-71.05829275,42.46608068
469,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,674,GI,CI, ,BRICK,GOOD,SAND,YES,NO,674,"CLEANING, DEPTH TO SEDIMENT 84",NO,11/7/03 15:40,Laptop 1,2,84,12,FIELD,-71.05815127,42.46520654
470,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,675,GI,CI, ,BRICK,GOOD,SAND,YES,NO,675,"CLEANING, DEPTH TO SEDIMENT 73",NO,11/7/03 15:39,Laptop 1,2,73,11,FIELD,-71.05805047,42.46522514
471,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,676,CGR,CI, ,BRICK,GOOD,SAND,YES,NO,676,"CLEANING, DEPTH TO SEDIMENT 33",NO,11/7/03 15:51,Laptop 1,2,33,4,FIELD,-71.05748254,42.46613939
472,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,677,CGR,CI, ,BRICK,GOOD,FLOODED,YES,NO,677,"MH AND CB ARE THE SAME STRUCTURE, CLEANING, DEPTH TO SEDIMENT 45",NO,11/7/03 15:51,Laptop 1,2,45,22,FIELD,-71.05747258,42.4660848
473,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,678,GR,CI, ,BRICK,GOOD,SAND,YES,NO,678,"CLEANING, DEPTH TO SEDIMENT 54",NO,11/7/03 15:05,Laptop 1,2,54,22,FIELD,-71.0568906,42.46478404
474,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,679,GR,CI, ,BRICK,GOOD,SAND,YES,NO,679,"CLEANING, DEPTH TO SEDIMENT 62",NO,11/7/03 15:05,Laptop 1,2,62,3,FIELD,-71.0568178,42.46479613
475,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,680,GR,CI, ,BRICK,GOOD,SAND,YES,NO,680,"CLEANING, DEPTH TO SEDIMENT 44",NO,11/7/03 14:57,Laptop 1,2,44,4,FIELD,-71.05702845,42.46516727
476,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,681,GR,CI, ,BRICK,GOOD,SAND,YES,NO,681,"CLEANING, DEPTH TO SEDIMENT 44",NO,11/7/03 14:56,Laptop 1,2,44,11,FIELD,-71.05694983,42.46528587
477,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,682,GR,CI, ,BRICK,GOOD,SAND,YES,NO,682,"CLEANING, DEPTH TO SEDIMENT 63",NO,11/7/03 14:41,Laptop 1,2,63,22,FIELD,-71.05661967,42.46551866
478,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,683,GR,CI, ,BRICK,GOOD,SAND,YES,NO,683,"CLEANING, DEPTH TO SEDIMENT 58",NO,11/7/03 14:44,Laptop 1,2,58,11,FIELD,-71.05657831,42.46545588
479,0,1,1,1/1/10 0:00,Active,S-120,Melrose, ,888,888,SUB,HOWARD STREET,CB,686,DGR,CI, ,MHBLK,BADBRK,LEAVES,YES,NO,686, ,NO,11/10/03 15:15,Laptop 1,3,999,999,AB/FIELD,-71.05770056,42.46676056
480,0,1,1,8/8/88 0:00,Active,S-165,Melrose, ,888,888,SUB,NELSON ROAD,CB,687,GR,CI, ,BRICK,GOOD,SAND,YES,YES,687,"CLEANING, DEPTH TO SEDIMENT 42",NO,11/7/03 13:01,Laptop 1,3,42,15,AB/FIELD,-71.05519806,42.46601748
481,0,1,1,8/8/88 0:00,Active,S-165,Melrose, ,888,888,SUB,NELSON ROAD,CB,688,GR,CI, ,BRICK,GOOD,NONE,YES,NO,688, ,NO,11/7/03 13:01,Laptop 1,3,999,999,AB/FIELD,-71.0553116,42.46597775
482,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,689,CGR,CI, ,BRICK,GOOD,SAND,YES,NO,689,"CLEANING, DEPTH TO SEDIMENT 39",NO,11/7/03 14:29,Laptop 1,2,39,15,FIELD,-71.05497904,42.4656533
483,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,690,CGR,CI, ,BRICK,GOOD,SAND,YES,YES,690,"BROKEN HOOD, CLEANING, DEPTH TO SEDIMENT 42",NO,11/7/03 14:30,Laptop 1,2,42,14,FIELD,-71.05507263,42.46562529
484,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,693,GR,CI, ,MHBLK,GOOD,SAND,YES,NO,693,"CLEANING, DEPTH TO SEDIMENT 60",NO,11/7/03 14:40,Laptop 1,2,60,14,FIELD,-71.05631449,42.46554227
485,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,694,GR,CI, ,BRICK,GOOD,NONE,YES,NO,694,UNABLE TO SEE ANY PIPES,NO,11/10/03 13:10,Laptop 1,2,999,999,FIELD,-71.06031491,42.46396171
486,0,1,1,1/1/06 0:00,Active,"S-096, S-055",Melrose, ,888,888,SUB,GREEN STREET,CB,695,GI,CI, ,BRICK,GOOD,NONE,YES,NO,695, ,NO,11/10/03 13:13,Laptop 1,2,999,999,AB/FIELD,-71.05990106,42.46427868
487,0,1,1,1/1/06 0:00,Active,"S-096, S-055",Melrose, ,888,888,SUB,GREEN STREET,CB,696,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,696, ,NO,11/10/03 13:14,Laptop 1,2,999,999,AB/FIELD,-71.05983525,42.46422178
488,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,697,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,697,NO CONNECTION TO DRAINAGE SYSTEM,OTH,11/10/03 13:21,Laptop 1,2,999,999,FIELD,-71.05969212,42.46445005
489,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,698,GI,CI, ,BRICK,GOOD,NONE,YES,NO,698, ,NO,11/10/03 10:13,Laptop 1,2,999,999,FIELD,-71.05895128,42.46481577
490,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,699,GI,CI, ,BRICK,GOOD,NONE,YES,NO,699, ,NO,11/10/03 10:13,Laptop 1,2,999,999,FIELD,-71.05900783,42.46475175
491,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,700,GR,CI, ,BRICK,GOOD,NONE,YES,NO,700, ,NO,11/10/03 13:23,Laptop 1,2,999,999,FIELD,-71.05910233,42.46476607
492,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,701,MHC,CI, ,BRICK,GOOD,NONE,YES,NO,701, ,NO,11/10/03 10:11,Laptop 1,2,999,999,FIELD,-71.05914268,42.46488366
493,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,702,GI,CI, ,BRICK,GOOD,NONE,YES,NO,702, ,NO,11/10/03 13:01,Laptop 1,2,999,999,FIELD,-71.05922787,42.46368498
494,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,703,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,703, ,NO,11/10/03 13:05,Laptop 1,2,999,999,FIELD,-71.05912385,42.46365937
495,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,704,GI,CI, ,BRICK,GOOD,NONE,YES,NO,704, ,NO,11/10/03 10:08,Laptop 1,2,999,999,FIELD,-71.05816601,42.46333282
496,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,705,GI,CI, ,BRICK,GOOD,NONE,YES,NO,705, ,NO,11/13/03 10:01,Laptop 1,2,999,999,FIELD,-71.06156645,42.46241823
497,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,706,GI,CI, ,BRICK,GOOD,NONE,YES,NO,706, ,NO,11/13/03 10:02,Laptop 1,2,999,999,FIELD,-71.06159211,42.4623438
498,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,707,GR,CI, ,BRICK,GOOD,NONE,YES,NO,707,MH AND CB MAY BE THE SAME STRUCTURE,OTH,11/13/03 10:02,Laptop 1,2,999,999,FIELD,-71.06173245,42.46234438
499,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,708,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,708, ,NO,11/13/03 9:56,Laptop 1,2,999,999,FIELD,-71.06085503,42.46209391
500,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,709,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,709, ,NO,11/13/03 9:56,Laptop 1,2,999,999,FIELD,-71.06091004,42.4620101
501,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,710,GI,CI, ,BRICK,GOOD,NONE,YES,NO,710, ,NO,11/13/03 9:55,Laptop 1,2,999,999,FIELD,-71.0608071,42.46197246
502,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,711,DGR,CI, ,BRICK,GOOD,NONE,YES,YES,711, ,NO,11/12/03 11:07,Laptop 1,2,999,999,FIELD,-71.06008785,42.46217215
503,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,712,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,712, ,NO,11/12/03 11:08,Laptop 1,2,999,999,FIELD,-71.06010699,42.46208563
504,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,713,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,713, ,NO,11/12/03 10:56,Laptop 1,2,999,999,FIELD,-71.06012761,42.4630606
505,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,714,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,714, ,NO,11/12/03 10:56,Laptop 1,2,999,999,FIELD,-71.06000855,42.46309192
506,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,716,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,716, ,NO,11/12/03 10:56,Laptop 1,2,999,999,FIELD,-71.05963628,42.46308065
507,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,717,DGR,CI, ,UNK,UNK,UNK,UNK,UNK,717, ,IMMOVABLE COVER,11/12/03 10:16,Laptop 1,2,999,999,FIELD,-71.05947997,42.46299919
508,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,718,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,718, ,NO,11/12/03 10:16,Laptop 1,2,999,999,FIELD,-71.05875618,42.46296148
509,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,719,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,719, ,NO,11/12/03 10:17,Laptop 1,2,999,999,FIELD,-71.05890218,42.46296394
510,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,720,GI,CI, ,BRICK,GOOD,SAND,YES,NO,720,"CLEANING, DEPTH TO SEDIMENT 83",NO,11/7/03 15:32,Laptop 1,2,83,9,FIELD,-71.05770177,42.46366372
511,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,721,GI,CI, ,BRICK,GOOD,SAND,YES,NO,721,"CLEANING, DEPTH TO SEDIMENT 78",NO,11/7/03 15:33,Laptop 1,2,78,12,FIELD,-71.0576146,42.46369212
512,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,724,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,724, ,NO,11/11/03 18:15,Laptop 1,2,999,999,FIELD,-71.05715981,42.46303567
513,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,725,GR,CI, ,BRICK,GOOD,NONE,YES,YES,725, ,NO,11/12/03 11:03,Laptop 1,2,999,999,FIELD,-71.05978279,42.46173927
514,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,729,GR,CI, ,BRICK,GOOD,NONE,YES,NO,729, ,NO,11/11/03 17:40,Laptop 1,2,999,999,FIELD,-71.05576714,42.46334219
515,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,730,GR,CI, ,BRICK,GOOD,NONE,YES,NO,730, ,NO,11/11/03 17:41,Laptop 1,2,999,999,FIELD,-71.05563792,42.46336308
516,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,731,GR,CI, ,BRICK,GOOD,NONE,YES,NO,731, ,NO,11/11/03 17:40,Laptop 1,2,999,999,FIELD,-71.05565645,42.46344585
517,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,732,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,732, ,NO,11/11/03 17:30,Laptop 1,2,999,999,FIELD,-71.05516721,42.46346839
518,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,733,GR,CI, ,BRICK,GOOD,NONE,YES,NO,733, ,NO,11/11/03 13:28,Laptop 1,2,999,999,FIELD,-71.05452249,42.46347992
519,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,734,GR,CI, ,BRICK,GOOD,NONE,YES,YES,734,BROKEN HOOD,NO,11/11/03 13:28,Laptop 1,2,999,999,FIELD,-71.05459463,42.46346735
520,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,735,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,735, ,NO,11/11/03 13:27,Laptop 1,2,999,999,FIELD,-71.05468111,42.46353818
521,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,736,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,736, ,NO,11/11/03 13:26,Laptop 1,2,999,999,FIELD,-71.05474693,42.46359167
522,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,738,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,738, ,NO,11/11/03 17:30,Laptop 1,2,999,999,FIELD,-71.05517172,42.463527
523,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,739,GR,CI, ,BRICK,GOOD,NONE,YES,YES,739,BROKEN HOOD,NO,11/11/03 17:51,Laptop 1,2,999,999,FIELD,-71.05571749,42.4628354
524,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,740,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,740, ,NO,11/11/03 18:01,Laptop 1,2,999,999,FIELD,-71.05688237,42.46251247
525,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,741,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,741,MH AND CB MAY BE THE SAME STRUCTURE,OTH,11/11/03 18:02,Laptop 1,2,999,999,FIELD,-71.05694213,42.46250518
526,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,742,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,742,MH AND CB MAY BE THE SAME STRUCTURE,OTH,11/11/03 17:56,Laptop 1,2,999,999,FIELD,-71.05677842,42.46198694
527,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,744,GR,CI, ,CON,GOOD,NONE,YES,NO,744, ,NO,11/14/03 11:28,Laptop 1,2,999,999,FIELD,-71.05613436,42.46165209
528,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,745,GR,CI, ,CON,GOOD,NONE,YES,NO,745, ,NO,11/14/03 11:26,Laptop 1,2,999,999,FIELD,-71.05597796,42.46157863
