FID,ANCILLARYR,ENABLED,SUBTYPE,INSTALLDAT,LIFECYCLES,PLANNUM,OWNER,COMMENTS,RIMELEVATI,BASEELEVAT,INITIAL,STREETNAME,TYPE,FID2,ACCESSTYPE,ACCESSMAT,SEALMETHD,WALLMATERI,CONDITION,CLEANING,SUMP,HOODED,FEATUREID,COMMENT,REINSPECT,DATESTAMP,CREW,DataSource,Depth_to_S,SedimentDe,SOURCE_1,x,y
328,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1339,CGR,CI, ,BRICK,GOOD,LEAVES,YES,NO,1339, ,NO,11/25/03 10:10,Laptop 2,2,999,999,FIELD,-71.05038636,42.44746272
329,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1340,CGR,CI, ,BRICK,GOOD,UNK,YES,NO,1340,"CLEANING, ASPHALT",NO,11/25/03 10:10,Laptop 2,2,999,999,FIELD,-71.05031509,42.44747701
330,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1341,GR,CI, ,CON,GOOD,NONE,NO,NO,1341, ,NO,10/30/03 11:42,Laptop 2,2,999,999,FIELD,-71.0498509,42.44757231
331,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1342,GR,CI, ,CON,GOOD,NONE,YES,NO,1342, ,NO,11/25/03 10:20,Laptop 2,2,999,999,FIELD,-71.04953859,42.44757762
332,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1343,GR,CI, ,MHBLK,GOOD,SAND,YES,NO,1343, ,NO,11/25/03 10:21,Laptop 2,2,999,999,FIELD,-71.04916664,42.44758697
333,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1345,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1345, ,NO,11/25/03 10:09,Laptop 2,2,999,999,FIELD,-71.05027482,42.44701841
334,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1346,GR,CI, ,BRICK,GOOD,UNK,NO,NO,1346,"CLEANING, ASPHALT",OTH,10/30/03 14:29,Laptop 2,2,999,999,FIELD,-71.05024582,42.4468035
335,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1347,GR,CI, ,CON,GOOD,NONE,YES,NO,1347, ,NO,10/30/03 14:19,Laptop 2,2,999,999,FIELD,-71.04883109,42.44704322
336,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1348,GR,CI, ,CON,GOOD,NONE,YES,NO,1348, ,NO,11/25/03 10:41,Laptop 2,2,999,999,FIELD,-71.04884102,42.44698679
337,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1350,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1350, ,NO,11/24/03 18:14,Laptop 2,2,999,999,FIELD,-71.04630309,42.44862286
338,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1351,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,1351, ,NO,11/24/03 18:14,Laptop 2,2,999,999,FIELD,-71.04622422,42.44865707
339,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1352,CGR,CI, ,CON,GOOD,NONE,YES,NO,1352, ,NO,11/24/03 18:11,Laptop 2,2,999,999,FIELD,-71.04553785,42.44803102
340,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1353,CGR,CI, ,CON,GOOD,NONE,YES,NO,1353, ,NO,11/24/03 18:11,Laptop 2,2,999,999,FIELD,-71.04556118,42.44797119
341,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1354,GR,CI, ,MHBLK,GOOD,NONE,NO,NO,1354, ,NO,11/3/03 9:54,Laptop 2,2,999,999,FIELD,-71.04464487,42.44698935
342,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1361,GR,STEEL, ,MHBLK,GOOD,NONE,YES,NO,1361, ,NO,11/21/03 15:52,Laptop 2,2,999,999,FIELD,-71.05634743,42.44583813
343,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1362,GR,STEEL, ,BRICK,GOOD,LEAVES,YES,NO,1362, ,NO,11/21/03 15:51,Laptop 2,2,999,999,FIELD,-71.05616539,42.44589404
344,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1363,GR,STEEL, ,MHBLK,GOOD,NONE,YES,NO,1363, ,NO,11/21/03 15:51,Laptop 2,2,999,999,FIELD,-71.05627226,42.44591626
345,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1364,GR,STEEL, ,MHBLK,GOOD,NONE,YES,NO,1364, ,NO,11/21/03 15:58,Laptop 2,2,999,999,FIELD,-71.05564395,42.44630914
346,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1365,GR,STEEL, ,BRICK,GOOD,NONE,UNK,NO,1365,"LARGE CHAMBER EXTENDS UNDER CURB, MISSING CONNECTION, ASSUMED CONNECTION TO MH",OTH,11/21/03 15:58,Laptop 2,2,999,999,FIELD,-71.0556847,42.44635636
347,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1372,DGR,CI, ,UNK,UNK,UNK,UNK,UNK,1372, ,IMMOVABLE COVER,10/24/03 11:34,Laptop 2,2,999,999,FIELD,-71.05280208,42.44549414
348,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1373,CGR,CI, ,BRICK,GOOD,NONE,YES,YES,1373, ,NO,10/24/03 11:36,Laptop 2,2,999,999,FIELD,-71.05287781,42.44544757
349,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1374,CGR,CI, ,BRICK,GOOD,NONE,YES,YES,1374, ,NO,10/24/03 11:43,Laptop 2,2,999,999,FIELD,-71.05268463,42.44543573
350,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1375,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,1375, ,NO,10/24/03 13:16,Laptop 2,2,999,999,FIELD,-71.05187584,42.44552276
351,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1376,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,1376, ,NO,10/24/03 13:09,Laptop 2,2,999,999,FIELD,-71.05187708,42.44546344
352,0,1,1,8/8/88 0:00,Active,S-129A,Melrose, ,888,888,SUB, ,CB,1378,GR,STEEL, ,BRICK,GOOD,LEAVES,YES,NO,1378,"CLEANING, 3' LEAVES",NO,11/24/03 8:33,Laptop 2,2,36,27,AB/FIELD,-71.05366268,42.44483853
353,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1379,GR,CI, ,MHBLK,GOOD,SAND,YES,NO,1379,"CLEANING, 3' SAND",NO,11/25/03 10:04,Laptop 2,2,36,27,FIELD,-71.05015984,42.44614547
354,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1380,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1380, ,NO,11/25/03 10:04,Laptop 2,2,999,999,FIELD,-71.05025356,42.44615816
355,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1381,GR,CI, ,MHBLK,GOOD,DEBRIS,YES,NO,1381, ,NO,10/31/03 8:19,Laptop 2,2,999,999,FIELD,-71.05038351,42.44623975
356,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1383,DGR,CI, ,BRICK,GOOD,NONE,YES,YES,1383, ,NO,11/25/03 9:08,Laptop 2,2,999,999,FIELD,-71.05089879,42.44560709
357,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1384,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1384, ,NO,10/31/03 15:13,Laptop 2,2,999,999,FIELD,-71.05016527,42.44383773
358,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1385,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1385, ,NO,10/31/03 15:17,Laptop 2,2,999,999,FIELD,-71.05025242,42.44380558
359,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1387,GR,CI, ,MHBLK,GOOD,SAND,YES,NO,1387, ,NO,10/31/03 14:45,Laptop 2,2,999,999,FIELD,-71.05134112,42.44420497
360,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1388,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,1388, ,NO,10/31/03 14:29,Laptop 2,2,999,999,FIELD,-71.05136655,42.44403735
361,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1389,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1389, ,NO,10/31/03 14:40,Laptop 2,2,999,999,FIELD,-71.05129236,42.4440386
362,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1390,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1390,CB WAS FLOODED AND THERE MAY HAVE BEEN ANOTHER DRIAN,NO,11/24/03 18:02,Laptop 2,2,999,999,FIELD,-71.04729153,42.44390289
363,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1391,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1391, ,NO,11/3/03 8:25,Laptop 2,2,999,999,FIELD,-71.04726847,42.44384248
364,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1392,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1392, ,NO,11/24/03 18:02,Laptop 2,2,999,999,FIELD,-71.04709653,42.44401347
365,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1393,DGR,CI, ,MHBLK,GOOD,SAND,YES,NO,1393, ,NO,11/24/03 18:06,Laptop 2,2,999,999,FIELD,-71.04601225,42.44362526
366,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,DBLCB,1396,CGR,CI, ,CON,GOOD,NONE,YES,NO,1396,"DOUBLE CB, 2 GRATES",NO,11/3/03 10:12,Laptop 2,2,999,999,FIELD,-71.03466263,42.4445205
367,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1399,CGR,CI, ,CON,GOOD,SAND,YES,NO,1399, ,NO,11/24/03 18:09,Laptop 2,2,999,999,FIELD,-71.03379956,42.4439884
368,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1400,CGR,CI, ,CON,GOOD,SAND,YES,NO,1400, ,NO,11/24/03 18:09,Laptop 2,2,999,999,FIELD,-71.03369419,42.44407886
369,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1431,BROKEN GRATE,NO,10/8/03 10:57,Laptop 2,2,999,999,FIELD,-71.06176682,42.44738519
370,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,CGR,CI, ,MHBLK,GOOD,DEBRIS,YES,NO,1436,BROKEN GRATE,NO,11/24/03 14:07,Laptop 2,2,999,999,FIELD,-71.06169248,42.44739302
371,0,1,1,8/8/88 0:00,Active,S-037,Melrose, ,888,888,SUB,LYNDE ST,CB,0,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1446, ,NO,10/9/03 9:28,Laptop 2,2,999,999,AB/FIELD,-71.06470598,42.45271213
372,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1464, ,NO,11/24/03 14:57,Laptop 2,2,999,999,FIELD,-71.06166491,42.45200323
373,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,MHC,CI, ,BRICK,GOOD,NONE,YES,NO,1470,"CB IS A D-GRATE W/ GI, MAY CONNECT DIRECTLY TO MH, REINSPECT",NO,10/10/03 9:05,Laptop 2,2,999,999,FIELD,-71.06161752,42.45269232
374,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,UNK,UNK, ,UNK,UNK,UNK,UNK,UNK,1478,"PRIVATE PROPERTY, ABLE TO SEE PIPE THROUGH GRATE, REINSPECT",IMMOVABLE COVER,10/10/03 8:36,Laptop 2,2,999,999,FIELD,-71.06041711,42.45274681
375,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1481, ,NO,10/10/03 9:54,Laptop 2,2,999,999,FIELD,-71.06274243,42.45289471
376,0,1,1,8/8/88 0:00,Active,S-042,Melrose, ,888,888,SUB,GROVE ST,CB,0,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1485, ,NO,10/10/03 10:54,Laptop 2,2,999,999,AB/FIELD,-71.063178,42.45337589
377,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,DGR,CI, ,BRICK,GOOD,NONE,NO,NO,1501, ,NO,10/13/03 8:53,Laptop 2,2,999,999,FIELD,-71.06780138,42.45062238
378,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,1504, ,NO,11/24/03 15:23,Laptop 2,2,999,999,FIELD,-71.06071595,42.45097148
379,0,1,1,8/8/88 0:00,Active,S-070,Melrose, ,888,888,SUB,LINWOOD AVE,CB,0,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,1505, ,NO,11/24/03 15:23,Laptop 2,2,999,999,AB/FIELD,-71.06078922,42.4509427
380,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,1521, ,NO,10/14/03 9:30,Laptop 2,2,999,999,FIELD,-71.06536297,42.4498865
381,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,GR,CI, ,MHBLK,GOOD,NONE,YES,YES,1535, ,NO,11/24/03 9:44,Laptop 2,2,999,999,FIELD,-71.06466925,42.44811587
382,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1537, ,NO,11/24/03 9:44,Laptop 2,2,999,999,FIELD,-71.06474506,42.44805632
383,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,GR,STEEL, ,MHBLK,GOOD,NONE,YES,NO,1541, ,NO,11/24/03 9:49,Laptop 2,2,999,999,FIELD,-71.06560691,42.44783086
384,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1543, ,NO,11/24/03 9:49,Laptop 2,2,999,999,FIELD,-71.06569836,42.44778354
385,0,1,1,1/1/32 0:00,Active,S-192,Melrose, ,888,888,SUB,MT VERNON AVE,CB,0,CGR,CI, ,BRICK,GOOD,LEAVES,YES,NO,1544, ,NO,11/24/03 10:36,Laptop 2,2,999,999,AB/FIELD,-71.06739667,42.44959051
386,0,1,1,1/1/32 0:00,Active,S-192,Melrose, ,888,888,SUB,MT VERNON AVE,CB,0,GR,STEEL, ,BRICK,GOOD,NONE,YES,YES,1545,BROKEN HOOD,NO,11/24/03 10:36,Laptop 2,2,999,999,AB/FIELD,-71.06732038,42.44956371
387,0,1,1,8/8/88 0:00,Active,"S-176, S-192",Melrose, ,888,888,SUB,MT VERNON AVE,CB,0,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,1559, ,NO,11/24/03 10:50,Laptop 2,2,999,999,AB/FIELD,-71.06716742,42.44804072
388,0,1,1,8/8/88 0:00,Active,S-176,Melrose, ,888,888,SUB,MT VERNON AVE,CB,0,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1560,"REINSPECT TO RETREIVE LOST PICKAXE, GRATE FELL INTO CB",OTH,11/24/03 10:52,Laptop 2,2,999,999,AB/FIELD,-71.06724052,42.44804504
389,0,1,1,8/8/88 0:00,Active,S-193,Melrose, ,888,888,SUB,MT VERNON AVE,CB,0,CGR,CI, ,BRICK,GOOD,NONE,YES,YES,1561, ,NO,11/24/03 11:15,Laptop 2,2,999,999,AB/FIELD,-71.06724997,42.44739229
390,0,1,1,8/8/88 0:00,Active,S-193,Melrose, ,888,888,SUB,MT VERNON AVE,CB,0,CGR,CI, ,BRICK,GOOD,NONE,YES,YES,1562, ,NO,11/24/03 11:08,Laptop 2,2,999,999,AB/FIELD,-71.06719135,42.44739215
391,0,1,1,8/8/88 0:00,Active,S-193,Melrose, ,888,888,SUB,MT VERNON AVE,CB,0,GR,CI, ,BRICK,GOOD,NONE,NO,NO,1566, ,NO,10/16/03 15:06,Laptop 2,2,999,999,AB/FIELD,-71.06731281,42.44678022
392,0,1,1,8/8/88 0:00,Active,S-193,Melrose, ,888,888,SUB,MT VERNON AVE,CB,0,CGR,CI, ,BRICK,GOOD,NONE,YES,YES,1570, ,NO,11/24/03 11:29,Laptop 2,2,999,999,AB/FIELD,-71.06688222,42.44610253
393,0,1,1,8/8/88 0:00,Active,S-193,Melrose, ,888,888,SUB,MT VERNON AVE,CB,0,CGR,CI, ,BRICK,GOOD,LEAVES,YES,NO,1571, ,NO,10/17/03 8:30,Laptop 2,2,999,999,AB/FIELD,-71.06682299,42.44612228
394,0,1,1,8/8/88 0:00,Active,"S-193, S-222",Melrose, ,888,888,SUB,MT VERNON AVE,CB,0,GR,CI, ,MHBLK,GOOD,NONE,NO,NO,1576, ,NO,10/17/03 8:51,Laptop 2,2,999,999,AB/FIELD,-71.0665641,42.44556718
395,0,1,1,8/8/88 0:00,Active,"S-193, S-222",Melrose, ,888,888,SUB,MT VERNON AVE,CB,0,GR,CI, ,BRICK,GOOD,NONE,NO,NO,1577, ,NO,10/17/03 8:56,Laptop 2,2,999,999,AB/FIELD,-71.06663679,42.44555744
396,0,1,1,1/1/03 0:00,Active,S-041,Melrose, ,888,888,SUB,GROVE ST,CB,0,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,1626, ,NO,10/20/03 15:06,Laptop 2,2,999,999,AB/FIELD,-71.06547569,42.45315578
397,0,1,1,1/1/03 0:00,Active,S-041,Melrose, ,888,888,SUB,GROVE ST,CB,0,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1627, ,NO,10/20/03 15:11,Laptop 2,2,999,999,AB/FIELD,-71.06545689,42.45322821
398,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,GR,CI, ,CON,GOOD,SAND,YES,NO,1629,"CLEANING, 2.5' OF SAND",NO,11/24/03 16:03,Laptop 2,2,30,48,FIELD,-71.06581642,42.45324992
399,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,GR,CI, ,CON,GOOD,DEBRIS,YES,NO,1633, ,NO,11/24/03 16:03,Laptop 2,2,999,999,FIELD,-71.06574691,42.45341618
400,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,GR,CI, ,MHBLK,GOOD,SAND,YES,NO,1634,"CLEANING, 3.5' SAND",IMMOVABLE COVER,10/21/03 9:23,Laptop 2,2,42,28,FIELD,-71.06534872,42.45406637
401,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,GR,CI, ,CON,GOOD,SAND,YES,NO,1635,"CLEANING, 3' SAND",IMMOVABLE COVER,10/21/03 9:23,Laptop 2,2,36,36,FIELD,-71.06528813,42.45404258
402,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,271,GR,CI, ,BRICK,GOOD,NONE,YES,NO,271, ,NO,10/3/03 9:28,Laptop 1,2,999,999,FIELD,-71.07676672,42.45468643
403,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,272,GR,CI, ,BRICK,GOOD,NONE,YES,NO,272, ,NO,10/3/03 9:31,Laptop 1,2,999,999,FIELD,-71.07663682,42.4547163
404,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,275,CGR,CI, ,BRICK,GOOD,NONE,YES,YES,275, ,NO,10/3/03 14:50,Laptop 1,2,999,999,FIELD,-71.07435952,42.45612569
405,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,276,CGR,CI, ,BRICK,GOOD,NONE,YES,YES,276, ,NO,10/3/03 14:51,Laptop 1,2,999,999,FIELD,-71.07426041,42.45611869
406,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,277,CGR,CI, ,BRICK,GOOD,NONE,YES,YES,277, ,NO,10/3/03 8:11,Laptop 1,2,999,999,FIELD,-71.0734099,42.45573291
407,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,278,GR,CI, ,BRICK,GOOD,NONE,YES,YES,278, ,NO,10/3/03 8:12,Laptop 1,2,999,999,FIELD,-71.07332206,42.45569258
408,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,279,GR,CI, ,BRICK,GOOD,NONE,YES,YES,279, ,NO,10/8/03 10:11,Laptop 1,2,999,999,FIELD,-71.07223326,42.45698572
409,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,280,GR,CI, ,BRICK,GOOD,NONE,YES,NO,280, ,NO,10/8/03 10:11,Laptop 1,2,999,999,FIELD,-71.07225948,42.45693429
410,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,430,GR,CI, ,MHBLK,GOOD,SAND,YES,YES,430,"CLEANING, DEPTH TO SEDIMENT 57",NO,10/24/03 16:32,Laptop 1,2,57,16,FIELD,-71.07566017,42.46347704
411,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,431,DGR,CI, ,BRICK,GOOD,SAND,YES,NO,431,"CLEANING, DEPTH TO SEDIMENT 53",NO,10/24/03 16:30,Laptop 1,2,53,17,FIELD,-71.07478618,42.46316275
412,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,432,CGR,CI, ,BRICK,GOOD,SAND,YES,YES,432,"CLEANING, DEPTH TO SEDIMENT 45",CAR PARKED,10/24/03 17:18,Laptop 1,2,45,9,FIELD,-71.07454327,42.46374809
413,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,433,CGR,CI, ,MHBLK,GOOD,SAND,YES,NO,433,"CLEANING, DEPTH TO SEDIMENT 35",NO,10/24/03 17:01,Laptop 1,2,35,14,FIELD,-71.07491041,42.46498439
414,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,434,CGR,CI, ,BRICK,GOOD,SAND,YES,YES,434,"CLEANING, DEPTH TO SEDIMENT 49",NO,10/24/03 17:00,Laptop 1,2,49,5,FIELD,-71.07482972,42.46498492
415,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,435,DGR,CI, ,BRICK,GOOD,SAND,YES,NO,435,"CLEANING, DEPTH TO SEDIMENT 49",NO,10/24/03 16:51,Laptop 1,2,49,25,FIELD,-71.07491842,42.46523094
416,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,436,CGR,CI, ,BRICK,GOOD,SAND,YES,NO,436,"CLEANING, DEPTH TO SEDIMENT 53",NO,10/24/03 16:50,Laptop 1,2,53,15,FIELD,-71.07485003,42.46523807
417,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,438,GR,CI, ,MHBLK,GOOD,SAND,YES,NO,438,"CLEANING, DEPTH TO SEDIMENT 31",NO,10/24/03 15:58,Laptop 1,2,31,15,FIELD,-71.07709856,42.46336878
418,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,440,DGR,CI, ,BRICK,GOOD,SAND,YES,NO,440,"CLEANING, DEPTH TO SEDIMENT 42",NO,10/24/03 17:49,Laptop 1,2,42,28,FIELD,-71.07428538,42.46379488
419,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,444,CGR,CI, ,BRICK,GOOD,SAND,YES,YES,444,"BROKEN HOOD, CLEANING, DEPTH TO SEDIMENT 48",NO,10/24/03 17:59,Laptop 1,2,48,32,FIELD,-71.07125945,42.4630178
420,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,445,CGR,CI, ,BRICK,GOOD,SAND,YES,YES,445,"BROKEN HOOD, CLEANING, DEPTH TO SEDIMENT 46",NO,10/24/03 17:59,Laptop 1,2,46,36,FIELD,-71.07138182,42.46296376
421,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,446,DGR,CI, ,MHBLK,GOOD,NONE,YES,NO,446, ,NO,10/27/03 17:42,Laptop 1,2,999,999,FIELD,-71.07066579,42.46303326
422,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,448,CGR,CI, ,MHBLK,GOOD,NONE,NO,NO,448, ,NO,10/30/03 10:53,Laptop 1,2,999,999,FIELD,-71.06960607,42.4629482
423,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,449,CGR,CI, ,UNK,UNK,UNK,UNK,UNK,449, ,CAR PARKED,10/30/03 10:55,Laptop 1,2,999,999,FIELD,-71.06936231,42.46367264
424,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,450,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,450,"REINSPECT, NO OUTLET",OTH,10/30/03 10:56,Laptop 1,2,999,999,FIELD,-71.06947335,42.46369871
425,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,451,CGR,CI, ,UNK,UNK,UNK,UNK,UNK,451, ,CAR PARKED,10/30/03 10:55,Laptop 1,2,999,999,FIELD,-71.0693082,42.46383568
426,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,452,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,452, ,NO,10/30/03 10:56,Laptop 1,2,999,999,FIELD,-71.06942195,42.46385167
427,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,453,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,453, ,NO,10/30/03 10:58,Laptop 1,2,999,999,FIELD,-71.06929442,42.46423142
428,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,454,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,454, ,NO,10/30/03 10:58,Laptop 1,2,999,999,FIELD,-71.06917599,42.46421809
