FID,facilityid,inlettype,in_typ_ot,locdesc,ownedby,legacy_id,cvtype,cv_typ_ot,cvshape,cv_shp_ot,cvmaterial,cv_mat_ot,cvsize,oilhood,framemater,frm_mat_ot,chimney,chimydia,chimymater,chm_mat_ot,conetype,con_typ_ot,conemater,con_mat_ot,wallmat,wal_mat_ot,bench,benchmater,ben_mat_ot,channel,chanmater,chn_mat_ot,chanexposr,rimelev,inv_depth,invertelev,sump_depth,fin_depth,installdat,maintby,lastupdate,lasteditor,plans,comments,pt_geom_x_,pt_geom_y_,elevation,map_date,mapped_by,map_by_ot,map_method,map_met_ot,map_status,rotation,condition,flow,activeflag,enabled,operable,keyjnction,anclryrole,division,asset,st_cntr_id,Longitude,Latitude
858,swIN-1707,Catchbasin, ,26 HEATH RD,1,cb-1844, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,3.8,7.4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,754004.1998,2974721.7, ,9/26/18 0:00,Town, ,Tablet, ,Final,-114.8890424, , ,0,1,1, ,0,HIGHWAY,Stormwater,885,-71.13771731,42.41021759
859,swIN-1708,Catchbasin, ,7 HARRIS CIR,1,cb-1843, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,6.3,6.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,753812.4,2974670.6, ,9/26/18 0:00,Town, ,Tablet, ,Final,10.00893656, , ,0,1,1, ,0,HIGHWAY,Stormwater,760,-71.13842832,42.41007961
860,swIN-1709,Catchbasin, ,32 GARDNER ST,1,cb-1863, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,1,4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,754524.5,2974585.2, ,9/26/18 0:00,Town, ,Tablet, ,Final,-215.8901665, , ,0,1,1, ,0,HIGHWAY,Stormwater,514,-71.13579287,42.40983696
861,swIN-1710,Catchbasin, ,40 HILTON ST,1,cb-1838, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.5,0,3,6.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,754079.0999,2974527, ,9/26/18 0:00,Town, ,Tablet, ,Final,-33.04094957, , ,0,1,1, ,0,HIGHWAY,Stormwater,766,-71.13744303,42.40968246
862,swIN-1711,Double Catchbasin, ,25 HEATH RD,1,cb-1840, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3.8,6.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,753952.9998,2974622.8, ,9/26/18 0:00,Town, ,Tablet, ,Final,65.1109576, , ,0,1,1, ,0,HIGHWAY,Stormwater,885,-71.13790845,42.40994681
863,swIN-1712,Catchbasin, ,25 HEATH RD,1,cb-1841, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,2.6,6.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,753936.3998,2974641.5, ,9/26/18 0:00,Town, ,Tablet, ,Final,-231.3388729, , ,0,1,1, ,0,HIGHWAY,Stormwater,760,-71.13796963,42.40999832
864,swIN-1713,Catchbasin, ,54 GARDNER ST,1,cb-1862, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,754666.0354,2974809.404, ,9/26/18 0:00,Town, ,Tablet, ,Final,-110.7275822, , ,0,1,1, ,0,HIGHWAY,Stormwater,1732,-71.13526523,42.41045051
865,swIN-1714,Catchbasin, ,23 PARK ST,1,cb-1784, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.7,0,5,8.7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752385.8999,2975998.1, ,9/18/18 0:00,Town, ,Tablet, ,Final,53.20398593, , ,0,1,1, ,0,HIGHWAY,Stormwater,70,-71.14368991,42.41373874
866,swIN-1715,Catchbasin, ,40 CORNELL ST,1,cb-1773, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,3,6.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752727.2998,2976012, ,9/18/18 0:00,Town, ,Tablet, ,Final,-33.98778529, , ,0,1,1, ,0,HIGHWAY,Stormwater,517,-71.14242547,42.41377296
867,swIN-1716,Catchbasin, ,40 CORNELL ST,1,cb-1774, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3.6,6.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752707.1998,2976009.3, ,9/18/18 0:00,Town, ,Tablet, ,Final,-125.4197377, , ,0,1,0, ,0,HIGHWAY,Stormwater,438,-71.14249994,42.41376579
868,swIN-1717,Catchbasin, ,40 BOWDOIN ST,1,cb-1776, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3,6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752581.9999,2975827.5, ,9/18/18 0:00,Town, ,Tablet, ,Final,-125.2611923, , ,0,1,0, ,0,HIGHWAY,Stormwater,438,-71.14296639,42.41326837
869,swIN-1718,Catchbasin, ,40 AMHERST ST,1,cb-1775, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.7,0,3.9,6.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752454.8998,2975647.6, ,9/18/18 0:00,Town, ,Tablet, ,Final,-124.6929047, , ,0,1,0, ,0,HIGHWAY,Stormwater,438,-71.14343983,42.41277618
870,swIN-1719,Catchbasin, ,1 BEACON ST,1,cb-1837, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,3.3,6.9,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752013.9997,2975949.4, ,9/18/18 0:00,Town, ,Tablet, ,Final,-48.85764309, , ,0,1,0, ,0,HIGHWAY,Stormwater,1074,-71.14506784,42.41360937
871,swIN-1720,Catchbasin, ,58 EXETER ST,1,cb-1782, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.1,0,5.5,7.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752764.7,2976505.3, ,9/18/18 0:00,Town, ,Tablet, ,Final,-127.88241, , ,0,1,0, ,0,HIGHWAY,Stormwater,70,-71.14227931,42.41512614
872,swIN-1721,Catchbasin, ,98 RAWSON RD,1,cb-1770, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,4.1,6.1,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752937.9998,2976382.3, ,9/18/18 0:00,Town, ,Tablet, ,Final,-124.7754242, , ,0,1,0, ,0,HIGHWAY,Stormwater,438,-71.14163947,42.41478664
873,swIN-1722,Catchbasin, ,74 RAWSON RD,1,cb-1772, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.4,0,4.6,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752730.6997,2976084.5, ,9/18/18 0:00,Town, ,Tablet, ,Final,55.86541347, , ,0,1,0, ,0,HIGHWAY,Stormwater,438,-71.14241175,42.41397186
874,swIN-1723,Catchbasin, ,192 MYSTIC VALLEY PKWY,1,cb-1777, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.1,0,6.6,8.7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,753091.3998,2976940.8, ,9/18/18 0:00,Town, ,Tablet, ,Final,-119.8983536, , ,0,1,0, ,0,HIGHWAY,Stormwater,70,-71.1410627,42.41631739
875,swIN-1724,Catchbasin, ,40 DARTMOUTH ST,1,cb-1771, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.8,0,4.2,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752831.7999,2976188.6, ,9/18/18 0:00,Town, ,Tablet, ,Final,-124.1345865, , ,0,1,0, ,0,HIGHWAY,Stormwater,438,-71.14203575,42.41425635
876,swIN-1725,Catchbasin, ,49 PARK ST,1,cb-1786, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.5,0,4.8,8.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752564.8999,2976238.6, ,9/18/18 0:00,Town, ,Tablet, ,Final,52.81365121, , ,0,1,0, ,0,HIGHWAY,Stormwater,70,-71.14302334,42.41439662
877,swIN-1726,Catchbasin, ,71 PARK ST,1,cb-1779, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,5.6,8.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752950.3998,2976752.9, ,9/18/18 0:00,Town, ,Tablet, ,Final,53.24029915, , ,0,1,0, ,0,HIGHWAY,Stormwater,70,-71.14158778,42.41580342
878,swIN-1727,Catchbasin, ,119 WARREN ST,1,cb-1827, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.6,0,5.2,7.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751662.2,2976361.3, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-228.8932707, , ,0,1,0, ,0,HIGHWAY,Stormwater,1072,-71.14636425,42.41474363
879,swIN-1728,Catchbasin, ,109 WARREN ST,1,cb-1831, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,4.6,6.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751713.6,2976291.3, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-49.65337547, , ,0,1,0, ,0,HIGHWAY,Stormwater,1078,-71.14617499,42.41455097
880,swIN-1729,Catchbasin, ,97 WARREN ST,1,cb-1833, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,3,6.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751864.9,2976129.2, ,9/18/18 0:00,Town, ,Tablet, ,Final,-47.14436209, , ,0,1,0, ,0,HIGHWAY,Stormwater,1073,-71.1456172,42.41410444
881,swIN-1730,Catchbasin, ,22 WEBSTER ST,1,cb-1828, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.4,0,4.2,7.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751633.8,2976312.5, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-132.0361507, , ,0,1,0, ,0,HIGHWAY,Stormwater,301,-71.14647017,42.41461005
882,swIN-1731,Catchbasin, ,27 FRANKLIN ST,1,cb-1958, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,3.8,7.4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751181.0998,2976315.3, ,9/19/18 0:00,Town, ,Tablet, ,Final,-135.2711086, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.14814654,42.41462287
883,swIN-1732,Catchbasin, ,112 WARREN ST,1,cb-1829, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,0.5,2.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751647.0999,2976291.8, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-132.0361507, , ,0,1,0, ,0,HIGHWAY,Stormwater,301,-71.14642124,42.41455309
884,swIN-1733,Catchbasin, ,112 WARREN ST,1,cb-1830, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,2.1,6.1,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751665.8,2976290.6, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-132.0361507, , ,0,1,0, ,0,HIGHWAY,Stormwater,301,-71.14635201,42.41454959
885,swIN-1734,Catchbasin, ,86 WARREN ST,1,cb-1834, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,3.3,6.9,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751941.2,2975958.8, ,9/18/18 0:00,Town, ,Tablet, ,Final,-132.2804816, , ,0,1,0, ,0,HIGHWAY,Stormwater,331,-71.14533728,42.41363599
886,swIN-1735,Catchbasin, ,51 PALMER ST,1,cb-1826, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751656.4001,2975941.1, ,9/19/18 0:00,Town, ,Tablet, ,Final,-134.1140758, , ,0,1,0, ,0,HIGHWAY,Stormwater,1659,-71.14639218,42.41359067
887,swIN-1736,Catchbasin, ,65 PALMER ST,1,cb-1832, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,3,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751830.5998,2976103.5, ,9/18/18 0:00,Town, ,Tablet, ,Final,-47.14436209, , ,0,1,0, ,0,HIGHWAY,Stormwater,1073,-71.14574461,42.41403431
888,swIN-1737,Catchbasin, ,84 WARREN ST,1,cb-1835, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.2,0,1.2,3.4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751955.7,2975940.2, ,9/18/18 0:00,Town, ,Tablet, ,Final,-132.2804816, , ,0,1,0, ,0,HIGHWAY,Stormwater,331,-71.14528387,42.41358479
889,swIN-1738,Catchbasin, ,84 WARREN ST,1,cb-1836, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4.4,0,2.6,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751978.4998,2975938.8, ,9/18/18 0:00,Town, ,Tablet, ,Final,-48.85764309, , ,0,1,0, ,0,HIGHWAY,Stormwater,1074,-71.14519946,42.41358069
890,swIN-1739,Catchbasin, ,133 WARREN ST,1,cb-1950, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,4,6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751458.8,2976580.2, ,9/18/18 0:00,Town, ,Tablet, ,Final,-46.62305951, , ,0,1,0, ,0,HIGHWAY,Stormwater,1071,-71.14711412,42.4153466
891,swIN-1740,Catchbasin, ,132 WARREN ST,1,cb-1949, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4.5,0,3,7.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751431.1,2976557.8, ,9/18/18 0:00,Town, ,Tablet, ,Final,-46.62305951, , ,0,1,0, ,0,HIGHWAY,Stormwater,1071,-71.14721704,42.41528545
892,swIN-1741,Catchbasin, ,134 WARREN ST,1,cb-1948, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,3.5,7.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751408.8999,2976557.2, ,9/18/18 0:00,Town, ,Tablet, ,Final,-135.0388224, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.14729926,42.41528406
893,swIN-1742,Catchbasin, ,52 PALMER ST,1,cb-1825, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,7,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751636.3998,2975960.1, ,9/19/18 0:00,Town, ,Tablet, ,Final,-134.1140758, , ,0,1,0, ,0,HIGHWAY,Stormwater,1659,-71.14646596,42.41364303
894,swIN-1743,Catchbasin, ,88 WEBSTER ST,1,cb-1817, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.2,0,3.4,6.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752172.1,2976987.1, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-216.7009906, , ,0,1,0, ,0,HIGHWAY,Stormwater,841,-71.14446636,42.416455
895,swIN-1744,Catchbasin, ,85 FRANKLIN ST,1,cb-1951, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,4.4,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751744.9999,2976748.8, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,-147.8714878, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.14605168,42.41580599
896,swIN-1745,Catchbasin, ,119 FRANKLIN ST,1,cb-1956, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.8,0,2.3,5.1,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751945.4999,2977023.2, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,79.91848253, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.14530496,42.41655665
897,swIN-1746,Catchbasin, ,132 PALMER ST,1,cb-1799, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4.5,0,3.1,7.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752346.0001,2976791.4, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-127.2009286, , ,0,1,0, ,0,HIGHWAY,Stormwater,1659,-71.14382539,42.41591601
898,swIN-1747,Catchbasin, ,108 PALMER ST,1,cb-1797, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4.3,7.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752104.5999,2976482.8, ,9/18/18 0:00,Town, ,Tablet, ,Final,52.09744418, , ,0,1,1, ,0,HIGHWAY,Stormwater,1659,-71.14472411,42.41507198
899,swIN-1748,Catchbasin, ,85-87 WEBSTER ST,1,cb-1820, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,3.2,7.2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752187.4,2976907.8, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-126.3635584, , ,0,1,0, ,0,HIGHWAY,Stormwater,1362,-71.14441093,42.41623723
900,swIN-1749,Catchbasin, ,38 BEACON ST,1,cb-1789, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752333.3,2976451.3, ,9/18/18 0:00,Town, ,Tablet, ,Final,-126.9971086, , ,0,1,0, ,0,HIGHWAY,Stormwater,973,-71.14387769,42.41498292
901,swIN-1750,Catchbasin, ,20 BEACON ST,1,cb-1787, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,4,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752168.6,2976230.9, ,9/18/18 0:00,Town, ,Tablet, ,Final,53.97517425, , ,0,1,0, ,0,HIGHWAY,Stormwater,973,-71.144491,42.41438003
902,swIN-1751,Catchbasin, ,107 PALMER ST,1,cb-1798, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,3.4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752126.8,2976474.2, ,9/18/18 0:00,Town, ,Tablet, ,Final,52.09744418, , ,0,1,0, ,0,HIGHWAY,Stormwater,1659,-71.14464203,42.41504813
903,swIN-1752,Catchbasin, ,127 PALMER ST,1,cb-1800, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752384.6998,2976789.9, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-39.61693052, , ,0,1,0, ,0,HIGHWAY,Stormwater,842,-71.14368211,42.41591145
904,swIN-1753,Catchbasin, ,2 PARK STREET PL,1,cb-1781, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,5,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752742.3998,2976514.5, ,9/18/18 0:00,Town, ,Tablet, ,Final,-127.88241, , ,0,1,0, ,0,HIGHWAY,Stormwater,70,-71.14236175,42.41515165
905,swIN-1754,Catchbasin, ,44 PARK ST,1,cb-1785, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.8,0,4.2,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752542.1998,2976248.2, ,9/18/18 0:00,Town, ,Tablet, ,Final,52.81365121, , ,0,1,0, ,0,HIGHWAY,Stormwater,70,-71.14310725,42.41442322
906,swIN-1755,Catchbasin, ,17 BEACON ST,1,cb-1788, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,4,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752171.3,2976197.4, ,9/18/18 0:00,Town, ,Tablet, ,Final,53.97517425, , ,0,1,1, ,0,HIGHWAY,Stormwater,973,-71.14448152,42.41428808
907,swIN-1756,Catchbasin, ,37-39 BEACON ST,1,cb-1790, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,4,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752359.9,2976447.6, ,9/18/18 0:00,Town, ,Tablet, ,Final,-126.9971086, , ,0,1,0, ,0,HIGHWAY,Stormwater,973,-71.14377924,42.41497247
908,swIN-1757,Catchbasin, ,57 BEACON ST,1,cb-1792, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.2,0,4.8,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752527.9,2976670.2, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-127.6714649, , ,0,1,0, ,0,HIGHWAY,Stormwater,973,-71.14315366,42.41558135
909,swIN-1758,Catchbasin, ,104-106 WEBSTER ST,1,cb-1815, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.4,0,3.4,6.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752336.9,2977186.6, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,58.45183773, , ,0,1,0, ,0,HIGHWAY,Stormwater,1361,-71.14385298,42.41700054
910,swIN-1759,Catchbasin, ,109 WEBSTER ST,1,cb-1816, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.2,0,2.9,6.1,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752348.3,2977160.8, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-122.1332554, , ,0,1,0, ,0,HIGHWAY,Stormwater,1361,-71.14381116,42.41692962
911,swIN-1760,Catchbasin, ,135 PALMER ST,1,cb-1801, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4.4,7.4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752405.8,2976819.9, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,58.33477004, , ,0,1,0, ,0,HIGHWAY,Stormwater,429,-71.1436035,42.41599353
912,swIN-1761,Catchbasin, ,140-142 PALMER ST,1,cb-1802, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.5,0,3.9,7.4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752372.4,2976845.8, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-218.7987702, , ,0,1,0, ,0,HIGHWAY,Stormwater,842,-71.14372679,42.41606498
913,swIN-1762,Catchbasin, ,103 FRANKLIN ST,1,cb-1954, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.8,0,2.5,5.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751850.4997,2976882, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,-129.222893, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.14565894,42.41617028
914,swIN-1763,Catchbasin, ,56 WEBSTER ST,1,cb-1822, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3.9,6.9,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751957.8,2976654.3, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,52.31333661, , ,0,1,0, ,0,HIGHWAY,Stormwater,1362,-71.14526509,42.41554425
915,swIN-1764,Catchbasin, ,82 WEBSTER ST,1,cb-1818, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4.6,7.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752164.2,2976964.7, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-216.7009906, , ,0,1,0, ,0,HIGHWAY,Stormwater,841,-71.14449596,42.41639363
916,swIN-1765,Catchbasin, ,82 WEBSTER ST,1,cb-1819, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,3.6,7.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752166.7,2976918.5, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-126.3635584, , ,0,1,0, ,0,HIGHWAY,Stormwater,1362,-71.14448742,42.41626683
917,swIN-1766,Catchbasin, ,57 WEBSTER ST,1,cb-1821, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,6,6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751956,2976612.4, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,52.31333661, , ,0,1,0, ,0,HIGHWAY,Stormwater,1362,-71.1452724,42.4154293
918,swIN-1767,Catchbasin, ,58 BEACON ST,1,cb-1791, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,5,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752506.7,2976683.2, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-127.6714649, , ,0,1,0, ,0,HIGHWAY,Stormwater,973,-71.14323197,42.41561727
919,swIN-1768,Catchbasin, ,26 PARK ST,1,cb-1783, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,5.7,8.7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752369.2999,2976015.3, ,9/18/18 0:00,Town, ,Tablet, ,Final,53.20398593, , ,0,1,1, ,0,HIGHWAY,Stormwater,70,-71.14375112,42.41378613
921,swIN-1770,Catchbasin, ,128 WEBSTER ST,1,cb-1811, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,4.4,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752446.3,2977433, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-32.99636702, , ,0,1,0, ,0,HIGHWAY,Stormwater,362,-71.14344403,42.41767541
922,swIN-1771,Catchbasin, ,49 HAMLET ST,1,cb-1900, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.8,0,2.2,6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752220.6,2977596.4, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,59.00669587, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.14427734,42.41812636
923,swIN-1772,Catchbasin, ,181 FRANKLIN ST,1,cb-1890, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752422.9999,2977955.5, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,-243.82994, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.14352222,42.41910941
924,swIN-1773,Catchbasin, ,250 MYSTIC VALLEY PKWY,1,cb-1824, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.7,0,4.3,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752663.9,2977676.7, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-121.5593213, , ,0,1,0, ,0,HIGHWAY,Stormwater,1360,-71.14263441,42.41834162
925,swIN-1774,Catchbasin, ,188 PALMER ST,1,cb-1806, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,3.4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752741.9297,2977430.097, ,9/18/18 0:00,Town, ,Tablet, ,Final,-123.1038836, , ,0,1,0, ,0,HIGHWAY,Stormwater,429,-71.14234926,42.41766404
926,swIN-1775,Catchbasin, ,180 PALMER ST,1,cb-1807, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.4,0,3.8,7.2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752658.1999,2977305.7, ,9/18/18 0:00,Town, ,Tablet, ,Final,-212.996367, , ,0,1,1, ,0,HIGHWAY,Stormwater,362,-71.14266127,42.41732366
