FID,facilityid,inlettype,in_typ_ot,locdesc,ownedby,legacy_id,cvtype,cv_typ_ot,cvshape,cv_shp_ot,cvmaterial,cv_mat_ot,cvsize,oilhood,framemater,frm_mat_ot,chimney,chimydia,chimymater,chm_mat_ot,conetype,con_typ_ot,conemater,con_mat_ot,wallmat,wal_mat_ot,bench,benchmater,ben_mat_ot,channel,chanmater,chn_mat_ot,chanexposr,rimelev,inv_depth,invertelev,sump_depth,fin_depth,installdat,maintby,lastupdate,lasteditor,plans,comments,pt_geom_x_,pt_geom_y_,elevation,map_date,mapped_by,map_by_ot,map_method,map_met_ot,map_status,rotation,condition,flow,activeflag,enabled,operable,keyjnction,anclryrole,division,asset,st_cntr_id,Longitude,Latitude
927,swIN-1776,Catchbasin, ,234 MYSTIC VALLEY PKWY,1,cb-1805, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.8,0,2.8,6.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752810.8,2977477.4, ,9/18/18 0:00,Town, ,Tablet, ,Final,-123.1038836, , ,0,1,0, ,0,HIGHWAY,Stormwater,429,-71.14209348,42.41779305
928,swIN-1777,Catchbasin, ,120 WEBSTER ST,1,cb-1812, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752453.0999,2977396.7, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-32.99636702, , ,0,1,0, ,0,HIGHWAY,Stormwater,362,-71.14341941,42.41757572
929,swIN-1778,Catchbasin, ,129 FRANKLIN ST,1,cb-1895, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.8,0,3.2,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751995.4,2977238.6, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-85.0828378, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.14511685,42.41714714
930,swIN-1779,Catchbasin, ,2 JEAN RD,1,cb-1893, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4.2,7.2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752048.2,2977389.1, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-212.8272258, , ,0,1,0, ,0,HIGHWAY,Stormwater,747,-71.14491899,42.4175595
931,swIN-1780,Catchbasin, ,149 FRANKLIN ST,1,cb-1899, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.4,0,1.9,4.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752199.4,2977556.4, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-119.7377773, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.14435647,42.41801685
932,swIN-1781,Catchbasin, ,172 PALMER ST,1,cb-1810, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.8,0,3.3,6.1,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752637.0999,2977274.3, ,9/18/18 0:00,Town, ,Tablet, ,Final,-212.996367, , ,0,1,0, ,0,HIGHWAY,Stormwater,362,-71.1427399,42.41723774
933,swIN-1782,Catchbasin, ,156 PALMER ST,1,cb-1803, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,3,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752543.1,2977102.5, ,9/18/18 0:00,Town, ,Tablet, ,Final,58.63919221, , ,0,1,0, ,0,HIGHWAY,Stormwater,429,-71.14309067,42.41676741
934,swIN-1783,Catchbasin, ,147 PALMER ST,1,cb-1804, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,4.5,6.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752548.1998,2977067, ,9/18/18 0:00,Town, ,Tablet, ,Final,58.63919221, , ,0,1,0, ,0,HIGHWAY,Stormwater,429,-71.14307234,42.41666994
935,swIN-1784,Catchbasin, ,167 PALMER ST,1,cb-1809, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3.9,6.9,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752670.4,2977249.9, ,9/18/18 0:00,Town, ,Tablet, ,Final,-121.3608078, , ,0,1,1, ,0,HIGHWAY,Stormwater,429,-71.14261696,42.41717041
936,swIN-1785,Catchbasin, ,84 PARK ST,1,cb-1778, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.6,0,4.5,7.1,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,753066.2,2976945.6, ,9/18/18 0:00,Town, ,Tablet, ,Final,-119.8983536, , ,0,1,0, ,0,HIGHWAY,Stormwater,70,-71.14115594,42.41633085
937,swIN-1786,Catchbasin, ,77 BEACON ST,1,cb-1794, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.4,0,4.6,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752694.7999,2976895.5, ,9/18/18 0:00,Town, ,Tablet, ,Final,-126.6171377, , ,0,1,0, ,0,HIGHWAY,Stormwater,973,-71.1425321,42.41619766
938,swIN-1787,Catchbasin, ,6 CORAL ST,1,cb-1796, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.3,0,4.9,8.2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752859.5,2977113.2, ,9/18/18 0:00,Town, ,Tablet, ,Final,51.32828097, , ,0,1,0, ,0,HIGHWAY,Stormwater,973,-71.14191879,42.41679313
939,swIN-1788,Catchbasin, ,177 FRANKLIN ST,1,cb-1904, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.8,0,3.6,6.4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752330.9,2977789.3, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,57.34696898, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.14386588,42.41865441
940,swIN-1789,Catchbasin, ,175 PALMER ST,1,cb-1808, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752690.2999,2977282.8, ,9/18/18 0:00,Town, ,Tablet, ,Final,-34.94679959, , ,0,1,0, ,0,HIGHWAY,Stormwater,362,-71.14254275,42.41726046
941,swIN-1790,Catchbasin, ,127 WEBSTER ST,1,cb-1813, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,5,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752467.3,2977352, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-121.5481623, , ,0,1,0, ,0,HIGHWAY,Stormwater,1361,-71.14336751,42.4174529
942,swIN-1791,Catchbasin, ,127 WEBSTER ST,1,cb-1814, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,4.6,8.2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752445,2977364.6, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-121.5481623, , ,0,1,0, ,0,HIGHWAY,Stormwater,1361,-71.1434499,42.41748773
943,swIN-1792,Catchbasin, ,76 BEACON ST,1,cb-1793, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.4,0,4.8,8.2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752679,2976912.5, ,9/18/18 0:00,Town, ,Tablet, ,Final,-126.6171377, , ,0,1,0, ,0,HIGHWAY,Stormwater,973,-71.14259035,42.41624449
944,swIN-1793,Catchbasin, ,90 BEACON ST,1,cb-1795, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4.1,7.1,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752827.5998,2977110, ,9/18/18 0:00,Town, ,Tablet, ,Final,51.32828097, , ,0,1,0, ,0,HIGHWAY,Stormwater,973,-71.14203698,42.41678471
945,swIN-1794,Catchbasin, ,70 PARK ST,1,cb-1780, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,4.6,8.2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752929.8998,2976763.8, ,9/18/18 0:00,Town, ,Tablet, ,Final,53.24029915, , ,0,1,0, ,0,HIGHWAY,Stormwater,70,-71.14166352,42.41583356
946,swIN-1795,Catchbasin, ,24 MEDFORD ST,1,cb-1961, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,750487.9877,2976903.487, ,1/1/70 0:00, , , , ,Draft,-198.7657428, , ,0,1,0, ,0,HIGHWAY,Stormwater,1631,-71.1507043,42.41624467
947,swIN-1796,Catchbasin, ,0 MEDFORD ST,1,cb-1959, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,4,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,750435.1,2976912.5, ,9/18/18 0:00,Town, ,Tablet, ,Final,-186.1407343, , ,0,1,0, ,0,HIGHWAY,Stormwater,1635,-71.15090002,42.41627
948,swIN-1797,Catchbasin, ,0 MEDFORD ST,1,cb-1960, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,5,0,3.3,8.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,750369.5,2976927.7, ,9/18/18 0:00,Town, ,Tablet, ,Final,-188.0836585, , ,0,1,0, ,0,HIGHWAY,Stormwater,1635,-71.15114272,42.41631244
949,swIN-1798,Catchbasin, ,20 BELTON ST,1,cb-1934, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.1,0,4.9,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,750871.7999,2976594.6, ,9/19/18 0:00,Town, ,Tablet, ,Final,39.84402586, , ,0,1,0, ,0,HIGHWAY,Stormwater,1664,-71.14928766,42.41539276
950,swIN-1240,Catchbasin, ,37 DRAKE RD,1,cb-1368, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/3/19 0:00,"Kurowski, Adam", , ,739771.6854,2980575.108,156.1023451,1/1/70 0:00,Town, ,Tablet, ,Final,-126, , ,0,1,0, ,0,HIGHWAY,Stormwater,1044,-71.19033987,42.42643321
951,swIN-1799,Catchbasin, ,12 ALTON ST,1,cb-1936, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.5,0,3.3,5.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,750762.1,2976326.7, ,9/19/18 0:00,Town, ,Tablet, ,Final,39.93124833, , ,0,1,1, ,0,HIGHWAY,Stormwater,600,-71.14969797,42.41465888
952,swIN-1800,Catchbasin, ,301 BROADWAY,1,cb-1944, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3.5,6.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,750633.2,2976209.6, ,9/18/18 0:00,Town, ,Tablet, ,Final,-202.3038338, , ,0,1,1, ,0,HIGHWAY,Stormwater,1436,-71.15017709,42.41433901
953,swIN-1801,Catchbasin, ,15 BELTON ST,1,cb-1935, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.8,0,3.7,6.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,750895.3999,2976574.5, ,9/19/18 0:00,Town, ,Tablet, ,Final,-140.1559741, , ,0,1,0, ,0,HIGHWAY,Stormwater,1664,-71.14920057,42.41533734
954,swIN-1802,Catchbasin, ,26 ALTON ST,1,cb-1938, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.2,0,3.3,6.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,750966.3,2976454.9, ,9/19/18 0:00,Town, ,Tablet, ,Final,47.98441887, , ,0,1,1, ,0,HIGHWAY,Stormwater,600,-71.14893984,42.41500836
955,swIN-1803,Catchbasin, ,148 WARREN ST,1,cb-1941, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,2.1,5.1,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751243.2998,2976755.2, ,9/18/18 0:00,Town, ,Tablet, ,Final,-133.9209789, , ,0,1,0, ,0,HIGHWAY,Stormwater,600,-71.14790947,42.41582925
956,swIN-1804,Catchbasin, ,148 WARREN ST,1,cb-1942, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.6,0,2.5,5.1,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751255.1997,2976726.4, ,9/18/18 0:00,Town, ,Tablet, ,Final,-133.9209789, , ,0,1,0, ,0,HIGHWAY,Stormwater,600,-71.14786585,42.41575009
957,swIN-1805,Catchbasin, ,136 WARREN ST,1,cb-1946, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,4,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751396.6,2976596.5, ,9/18/18 0:00,Town, ,Tablet, ,Final,-228.7883201, , ,0,1,0, ,0,HIGHWAY,Stormwater,1070,-71.1473442,42.41539204
958,swIN-1806,Catchbasin, ,136 WARREN ST,1,cb-1947, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.1,0,5.5,7.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751391.5997,2976571.1, ,9/18/18 0:00,Town, ,Tablet, ,Final,-135.0388224, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.14736311,42.4153224
959,swIN-1807,Catchbasin, ,26 FRANKLIN ST,1,cb-1957, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,1.1,0,5.7,6.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751168.4998,2976334.7, ,9/19/18 0:00,Town, ,Tablet, ,Final,-135.2711086, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.1481929,42.41467624
960,swIN-1808,Catchbasin, ,15 ALTON ST,1,cb-1937, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.8,0,2.7,5.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,750869.4,2976344.5, ,9/19/18 0:00,Town, ,Tablet, ,Final,12.11156606, , ,0,1,0, ,0,HIGHWAY,Stormwater,600,-71.14930036,42.41470652
961,swIN-1809,Catchbasin, ,33 ALTON ST,1,cb-1939, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3,6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751020.9,2976513.8, ,9/19/18 0:00,Town, ,Tablet, ,Final,-133.7832813, , ,0,1,0, ,0,HIGHWAY,Stormwater,600,-71.14873675,42.41516936
962,swIN-1810,Catchbasin, ,33 ALTON ST,1,cb-1940, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3,6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751067.7999,2976528.4, ,9/19/18 0:00,Town, ,Tablet, ,Final,-135.161431, , ,0,1,0, ,0,HIGHWAY,Stormwater,600,-71.14856285,42.4152089
963,swIN-1811,Catchbasin, , ,1,cb-1923, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,750963.6,2977218.2, ,6/28/18 0:00,Town, ,Tablet, ,Final,-223.9585111, , ,0,1,0, ,0,HIGHWAY,Stormwater,1025,-71.1489382,42.41710288
964,swIN-1812,Catchbasin, ,19 GARDEN ST,1,cb-1920, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,750813.3,2977325.6, ,9/18/18 0:00,Town, ,Tablet, ,Final,-48.51714029, , ,0,1,0, ,0,HIGHWAY,Stormwater,1025,-71.14949317,42.41739928
965,swIN-1813,Catchbasin, , ,1,cb-1921, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,750850.3,2977332, ,3/18/19 0:00,Town, ,Aerial Photo, ,Final,-228.5171403, , ,0,1,1, ,0,HIGHWAY,Stormwater,1025,-71.14935605,42.41741643
966,swIN-1814,Catchbasin, , ,1,cb-1922, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,750951.9,2977206.4, ,6/28/18 0:00,Town, ,Tablet, ,Final,-223.9585111, , ,0,1,0, ,0,HIGHWAY,Stormwater,1025,-71.14898171,42.41707063
967,swIN-1815,Catchbasin, ,104 MEDFORD ST,1,cb-1930, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.4,0,0,2.4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751504.0998,2977418.1, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,-216.1305084, , ,0,1,0, ,0,HIGHWAY,Stormwater,153,-71.14693351,42.41764528
968,swIN-1816,Catchbasin, ,0 SHERBORN ST,1,cb-1924, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.4,0,3.6,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751366.7,2977550.2, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,68.33242315, , ,0,1,0, ,0,HIGHWAY,Stormwater,153,-71.14744032,42.41800932
969,swIN-1817,Catchbasin, ,87 MEDFORD ST,1,cb-1932, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.9,0,3.1,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751354.9,2977220.1, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,47.30257085, , ,0,1,0, ,0,HIGHWAY,Stormwater,1649,-71.14748908,42.41710366
970,swIN-1818,Catchbasin, ,103 MEDFORD ST,1,cb-1931, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4.6,7.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751535.4,2977391.2, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,52.82734357, , ,0,1,0, ,0,HIGHWAY,Stormwater,1606,-71.14681801,42.41757111
971,swIN-1819,Catchbasin, ,116 FRANKLIN ST,1,cb-1896, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.1,0,5.7,7.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751925.1,2977111.999, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-265.0828378, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.14537914,42.41680055
972,swIN-1820,Catchbasin, ,92 FRANKLIN ST,1,cb-1952, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.6,0,5,7.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751729.6,2976767, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,-147.8714878, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.14610843,42.4158561
973,swIN-1821,Catchbasin, ,139 WARREN ST,1,cb-1945, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3,6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751423.6997,2976620.1, ,9/18/18 0:00,Town, ,Tablet, ,Final,-228.7883201, , ,0,1,0, ,0,HIGHWAY,Stormwater,1070,-71.14724349,42.41545649
974,swIN-1822,Catchbasin, ,151 WARREN ST,1,cb-1943, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4.3,7.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751298.821,2976763.904, ,9/18/18 0:00,Town, ,Tablet, ,Final,-48.85652174, , ,0,1,0, ,0,HIGHWAY,Stormwater,1070,-71.14770373,42.4158525
975,swIN-1823,Catchbasin, ,21 LEWIS AVE,1,cb-1927, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,4.4,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751484.2,2976985.1, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,3.267273981, , ,0,1,0, ,0,HIGHWAY,Stormwater,1751,-71.14701385,42.41645736
976,swIN-1824,Catchbasin, ,27 LEWIS AVE,1,cb-1928, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.6,0,0.2,2.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751553.5,2976994.2, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,22.14538457, , ,0,1,0, ,0,HIGHWAY,Stormwater,1751,-71.14675707,42.41648154
977,swIN-1825,Catchbasin, ,30 SHERBORN ST,1,cb-1925, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.3,0,4.1,6.4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751350.7,2977567.7, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,68.33242315, , ,0,1,0, ,0,HIGHWAY,Stormwater,153,-71.14749931,42.41805752
978,swIN-1826,Catchbasin, ,101 MEDFORD ST,1,cb-1929, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,-1,2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751483.5999,2977386.2, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,-127.3719535, , ,0,1,0, ,0,HIGHWAY,Stormwater,1638,-71.14700992,42.41755798
979,swIN-1827,Catchbasin, ,100 FRANKLIN ST,1,cb-1953, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.4,0,3.2,6.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751816.4998,2976875.4, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,-129.222893, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.14578495,42.41615256
980,swIN-1828,Catchbasin, ,71 MEDFORD ST,1,cb-1933, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,3.4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751178.9,2977050.7, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,41.06324167, , ,0,1,0, ,0,HIGHWAY,Stormwater,1648,-71.14814344,42.41664083
981,swIN-1829,Catchbasin, ,110 FRANKLIN ST,1,cb-1955, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3.8,6.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751922.9,2977026, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,79.91848253, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.14538861,42.41656459
982,swIN-1830,Catchbasin, ,44 WEBCOWET RD,1,cb-1867, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.9,0,3.2,7.1,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751571.6,2978162.8, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,82.59074027, , ,0,1,0, ,0,HIGHWAY,Stormwater,621,-71.14667211,42.41968796
983,swIN-1831,Catchbasin, ,148 MEDFORD ST,1,cb-1871, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.4,0,4.9,7.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751878.2999,2978006.4, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,-210.0394255, , ,0,1,0, ,0,HIGHWAY,Stormwater,115,-71.14553868,42.41925531
984,swIN-1832,Catchbasin, ,43 WEBCOWET RD,1,cb-1868, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751597.4999,2978184.8, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,82.59074027, , ,0,1,0, ,0,HIGHWAY,Stormwater,621,-71.14657586,42.41974804
985,swIN-1833,Catchbasin, ,144 MEDFORD ST,1,cb-1870, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3.8,6.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751876.2999,2977969, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,-121.7746879, , ,0,1,0, ,0,HIGHWAY,Stormwater,1644,-71.14554666,42.41915271
986,swIN-1834,Catchbasin, ,86 HAMLET ST,1,cb-1873, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.9,0,4.1,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751743.4,2977752.6, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,-121.4956371, , ,0,1,0, ,0,HIGHWAY,Stormwater,1645,-71.14604217,42.41856042
987,swIN-1835,Catchbasin, ,5 WEBCOWET RD,1,cb-1875, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.4,0,3.2,6.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751762.7,2977801.5, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,-207.2358619, , ,0,1,0, ,0,HIGHWAY,Stormwater,620,-71.14596994,42.41869438
988,swIN-1836,Catchbasin, ,20 ORCHARD TERR,1,cb-1869, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,4.2,7.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751589.7,2978131.5, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,-101.2807731, , ,0,1,0, ,0,HIGHWAY,Stormwater,621,-71.14660556,42.41960187
989,swIN-1837,Catchbasin, ,27 NEWTON RD,1,cb-1905, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.6,0,5.4,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752001,2977711.6, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,61.11367424, , ,0,1,0, ,0,HIGHWAY,Stormwater,758,-71.14508882,42.41844498
990,swIN-1838,Catchbasin, ,157 MEDFORD ST,1,cb-1876, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.7,0,3.6,6.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752004.4,2978117, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,-121.8079705, , ,0,1,0, ,0,HIGHWAY,Stormwater,1605,-71.14506997,42.41955736
991,swIN-1839,Catchbasin, ,157 MEDFORD ST,1,cb-1877, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.4,0,4.9,7.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752053.6,2978130.5, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,-27.69643024, , ,0,1,0, ,0,HIGHWAY,Stormwater,78,-71.14488756,42.41959384
992,swIN-1840,Catchbasin, ,157 MEDFORD ST,1,cb-1878, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4.9,7.9,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752068.7,2978147.9, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,-27.69643024, , ,0,1,0, ,0,HIGHWAY,Stormwater,78,-71.14483137,42.41964141
993,swIN-1841,Catchbasin, ,4 PARALLEL ST,1,cb-1889, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.8,0,3.6,7.4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752397.6,2977952.6, ,6/28/18 0:00,Town, ,Aerial Photo, ,Final,-63.82993999, , ,0,1,0, ,0,HIGHWAY,Stormwater,395,-71.14361634,42.41910174
994,swIN-1842,Catchbasin, ,63 HAMLET ST,1,cb-1898, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.4,0,2.8,6.2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752182.2,2977610.6, ,6/27/18 0:00,Town, ,Aerial Photo, ,Final,-207.7729461, , ,0,1,0, ,0,HIGHWAY,Stormwater,362,-71.14441933,42.41816577
