FID,OBJECTID,AncillaryR,Enabled,Subtype,FacilityID,InstallDat,Rotation,LifecycleS,WaterType,PlanNum,Owner,CatchArea,Comments,AccessDiam,AccessMate,AccesType,Station,RimElevati,FieldBook,Invert,x,y
289,309,0,1,1, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-030,Somerv, , ,9999,Unk,Unk,9999,54.12, ,50.62,-71.1199117808368,42.399226481292
290,310,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-030,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1199047037497,42.3991206940623
291,311,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-030,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.119756085595,42.3991444978719
292,312,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-031,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1231711933348,42.3976243094082
293,313,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-031,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1231945986447,42.3975650927219
294,314,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-031,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1234992652978,42.3977662672803
295,315,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-032,Somerv, , ,9999,Unk,Unk,9999,69.42, ,67.22,-71.1119626083582,42.3927114754048
296,316,0,1,1, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-032,Somerv, , ,9999,Unk,Unk,9999,68.02, ,65.32,-71.1118699370767,42.3927611288741
297,317,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-032,Somerv, , ,9999,Unk,Unk,9999,55.29, ,52.39,-71.1116234108486,42.3932039350699
298,318,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-032,Somerv, , ,9999,Unk,Unk,9999,53.95, ,51.35,-71.1116742777693,42.3933139359281
299,319,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-032,Somerv, , ,9999,Unk,Unk,9999,48.13, ,46.23,-71.1112303891078,42.3937350643516
300,320,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-032,Somerv, , ,9999,Unk,Unk,9999,47.27, ,44.47,-71.1111117854549,42.3939018016236
301,321,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-032,Somerv, , ,9999,Unk,Unk,9999,47.25, ,45.15,-71.1112194697012,42.3939391742644
302,322,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-080,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1205946057917,42.3963475408233
303,323,0,1,1, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-080,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1205610645579,42.3964144249333
304,324,0,1,1, ,10/25/1978 12:00:00 AM,0,Proposed,Storm,TB-079,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1216115214176,42.3967780226672
305,325,0,1,1, ,10/25/1978 12:00:00 AM,0,Proposed,Storm,TB-079,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1213542902261,42.396506304192
306,326,0,1,1, ,10/25/1978 12:00:00 AM,0,Proposed,Storm,TB-079,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1229928622952,42.3972189660921
307,327,0,1,1, ,10/25/1978 12:00:00 AM,0,Proposed,Storm,TB-079,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1231589929844,42.3971643268475
308,328,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-040,Somerv, , ,9999,Unk,Unk,9999,50.42, ,47.82,-71.110269806112,42.3934953583276
309,329,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-040,Somerv, , ,9999,Unk,Unk,9999,50.46, ,40.96,-71.1103094012078,42.393441256419
310,330,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-040,Somerv, , ,9999,Unk,Unk,9999,49.11, ,44.91,-71.1108517171491,42.3936203509924
311,331,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-040,Somerv, , ,9999,Unk,Unk,9999,49.13, ,45.63,-71.1108424614877,42.393673230521
312,332,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-040,Somerv, , ,9999,Unk,Unk,9999,48.31, ,44.81,-71.1111497272183,42.3937681899663
313,333,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-041,Somerv, , ,9999,Unk,Unk,9999,48.92, ,45.82,-71.1093544855951,42.3948225922326
314,334,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-041,Somerv, , ,9999,Unk,Unk,9999,49.52, ,45.76,-71.1092924801048,42.3948719251991
315,335,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-041,Somerv, , ,9999,Unk,Unk,9999,49.19, ,46.49,-71.1096467809253,42.3949493537515
316,336,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-041,Somerv, , ,9999,Unk,Unk,9999,49.36, ,45.76,-71.109620669923,42.395014051317
317,337,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-041,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1102058285162,42.3951761053493
318,338,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-042,Somerv, , ,9999,Unk,Unk,9999,53.26, ,50.86,-71.1080458125582,42.3941922707929
319,339,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-042,Somerv, , ,9999,Unk,Unk,9999,53.07, ,50.67,-71.1080862174814,42.3942057497507
320,340,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-042,Somerv, , ,9999,Unk,Unk,9999,51.44, ,47.64,-71.1083412046226,42.3944400529246
321,341,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-042,Somerv, , ,9999,Unk,Unk,9999,50.33, ,46.63,-71.1087987864055,42.394651697089
322,342,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-042,Somerv, , ,9999,Unk,Unk,9999,50.19, ,47.09,-71.1088710192005,42.3946119250167
323,343,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-043,Somerv, , ,9999,Unk,Unk,9999,68.09, ,63.39,-71.1106007191669,42.3921540220738
324,344,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-043,Somerv, , ,9999,Unk,Unk,9999,69.55, ,65.05,-71.1109591409038,42.3922977832359
325,345,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-043,Somerv, , ,9999,Unk,Unk,9999,68.85, ,65.85,-71.1109182389981,42.3923651646866
326,346,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-043,Somerv, , ,9999,Unk,Unk,9999,69.89, ,65.69,-71.1116046768686,42.3926600841589
327,349,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-049,Somerv, , ,9999,Unk,Unk,9999,50.58, ,9999,-71.1053188358129,42.3932207600265
328,350,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-049,Somerv, , ,9999,Unk,Unk,9999,50.47, ,47.97,-71.1052388630918,42.3932662201364
329,351,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-049,Somerv, , ,9999,Unk,Unk,9999,50.72, ,47.72,-71.1050596344039,42.3931493613067
330,352,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-049,Somerv, , ,9999,Unk,Unk,9999,50.96, ,47.96,-71.1051114508882,42.3930847529514
331,353,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-049,Somerv, , ,9999,Unk,Unk,9999,50.97, ,49.27,-71.10503378131,42.3931721397907
332,354,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-049,Somerv, , ,9999,Unk,Unk,9999,51.15, ,48.65,-71.1049442846033,42.3930956127727
333,355,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-050,Somerv, , ,9999,Unk,Unk,9999,53.8, ,52.1,-71.104475271286,42.3926595244146
334,356,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-050,Somerv, , ,9999,Unk,Unk,9999,53.63, ,51.73,-71.1044975971947,42.3927891799428
335,357,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-050,Somerv, , ,9999,Unk,Unk,9999,53.81, ,52.31,-71.1043900322681,42.3927240175889
336,358,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-050,Somerv, , ,9999,Unk,Unk,9999,53.76, ,51.16,-71.104380017438,42.3926820641846
337,359,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-050,Somerv, , ,9999,Unk,Unk,9999,54.17, ,52.73,-71.103968537565,42.3924721421736
338,360,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-050,Somerv, , ,9999,Unk,Unk,9999,54.87, ,52.87,-71.1038458061909,42.3923659555924
339,361,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-050,Somerv, , ,9999,Unk,Unk,9999,54.39, ,52.39,-71.1040617543398,42.3923652712449
340,362,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-050,Somerv, , ,9999,Unk,Unk,9999,61.11, ,57.41,-71.1033308261238,42.3919339933938
341,363,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-050,Somerv, , ,9999,Unk,Unk,9999,61.24, ,9999,-71.1032724788396,42.3920152551385
342,364,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-050,Somerv, , ,9999,Unk,Unk,9999,54.93, ,51.83,-71.1033800354252,42.3920813723953
343,365,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-051,Somerv, , ,9999,Unk,Unk,9999,69.46, ,9999,-71.1022120614093,42.3913998957846
344,366,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-051,Somerv, , ,9999,Unk,Unk,9999,69.67, ,66.84,-71.1021787930045,42.39147838848
345,367,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-051,Somerv, , ,9999,Unk,Unk,9999,66.79, ,63.69,-71.102667665815,42.3916129917932
346,368,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-051,Somerv, , ,9999,Unk,Unk,9999,66.52, ,59.32,-71.1027131387251,42.3917403461686
347,369,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-051,Somerv, , ,9999,Unk,Unk,9999,67.24, ,9999,-71.102576642783,42.3916784239389
348,370,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-052,Somerv, , ,9999,Unk,Unk,9999,53.12, ,50.52,-71.1092171221486,42.3939417383585
349,371,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-052,Somerv, , ,9999,Unk,Unk,9999,51.43, ,49.32,-71.1099597105561,42.3942627342259
350,372,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-052,Somerv, , ,9999,Unk,Unk,9999,51.26, ,49.15,-71.1100164345062,42.3941845557202
351,373,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-052,Somerv, , ,9999,Unk,Unk,9999,47.4, ,45.29,-71.110653587907,42.3944601658888
352,374,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-052,Somerv, , ,9999,Unk,Unk,9999,47.28, ,45.12,-71.1105991083691,42.3945400167629
353,375,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-043,Somerv, , ,9999,Unk,Unk,9999,50.35, ,42.88,-71.1086500370803,42.3937042507071
354,376,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-053,Somerv, , ,9999,Unk,Unk,9999,50.38, ,42.18,-71.1087327466213,42.3936321212637
355,377,0,1,0, ,11/27/1989 12:00:00 AM,0,Active,Storm,TB-054,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1037422717795,42.3960882177895
356,378,0,1,0, ,11/27/1989 12:00:00 AM,0,Active,Storm,TB-054,Somerv, , ,9999,Unk,Unk,9999,9999, ,64.69,-71.1042942984385,42.3954326851698
357,379,0,1,0, ,11/27/1989 12:00:00 AM,0,Active,Storm,TB-054,Somerv, , ,9999,Unk,Unk,9999,9999, ,64.71,-71.1043904468286,42.3954735135013
358,380,0,1,0, ,11/27/1989 12:00:00 AM,0,Active,Storm,TB-055,Somerv, , ,9999,Unk,Unk,9999,9999, ,59.15,-71.1050532105714,42.3943229037241
359,381,0,1,0, ,11/27/1989 12:00:00 AM,0,Active,Storm,TB-055,Somerv, , ,9999,Unk,Unk,9999,9999, ,59.3,-71.1052206742821,42.3942663103316
360,382,0,1,0, ,11/27/1989 12:00:00 AM,0,Active,Storm,TB-055,Somerv, , ,9999,Unk,Unk,9999,9999, ,59.53,-71.1051589749855,42.3943685209653
361,383,0,1,0, ,11/27/1989 12:00:00 AM,0,Active,Storm,TB-056,Somerv, , ,9999,Unk,Unk,9999,9999, ,50.63,-71.1055608431682,42.3937613572919
362,384,0,1,0, ,11/27/1989 12:00:00 AM,0,Active,Storm,TB-056,Somerv, , ,9999,Unk,Unk,9999,9999, ,50.83,-71.105452435971,42.393726928091
363,385,0,1,0, ,1/1/1979 12:00:00 AM,0,Proposed,Storm,TB-057,Somerv, , ,9999,Unk,Unk,9999,77.55, ,9999,-71.1041369559449,42.397182714199
364,386,0,1,0, ,1/1/1979 12:00:00 AM,0,Proposed,Storm,TB-058,Somerv, , ,9999,Unk,Unk,9999,90.21, ,87.71,-71.1032248810206,42.3969191930076
365,387,0,1,0, ,1/1/1979 12:00:00 AM,0,Proposed,Storm,TB-058,Somerv, , ,9999,Unk,Unk,9999,103.32, ,99.07,-71.1023428367103,42.3966404104211
366,388,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-059,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.106751236651,42.3950806738149
367,389,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-059,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1066551465973,42.3950303217857
368,390,0,1,0, ,12/14/1990 12:00:00 AM,0,Active,Storm,TB-059,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1066621056739,42.3949445935462
369,391,0,1,0, ,12/14/1990 12:00:00 AM,0,Active,Storm,TB-059,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1062770033033,42.3948599124083
370,392,0,1,0, ,12/14/1990 12:00:00 AM,0,Active,Storm,TB-059,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1063224211219,42.394790986036
371,393,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-059,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1059180583416,42.3947038499263
372,394,0,1,0, ,12/14/1990 12:00:00 AM,0,Active,Storm,TB-059,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1059314884632,42.3946109994792
373,395,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-061,Somerv, , ,9999,Unk,Unk,9999,72.55, ,68.53,-71.1037886957602,42.3964657185101
374,396,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-061,Somerv, , ,9999,Unk,Unk,9999,72.58, ,69.63,-71.1036138365709,42.3964981175735
375,397,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-061,Somerv, , ,9999,Unk,Unk,9999,72.72, ,68.75,-71.1036392762379,42.3962646742039
376,398,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-061,Somerv, , ,9999,Unk,Unk,9999,73.01, ,69.11,-71.1034610046893,42.3962945197699
377,399,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-061,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1030495718064,42.3958234913323
378,400,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-061,Somerv, , ,9999,Unk,Unk,9999,76.2, ,72.1,-71.102975079055,42.3956887006492
379,401,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-061,Somerv, , ,9999,Unk,Unk,9999,75.85, ,71.5,-71.1031024724025,42.3955799895158
380,402,0,1,0, ,3/1/1983 12:00:00 AM,0,Proposed,Storm,TB-062,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1032712832068,42.3944589323578
381,403,0,1,0, ,3/1/1983 12:00:00 AM,0,Proposed,Storm,TB-062,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1032012234107,42.3944340374809
382,404,0,1,0, ,3/1/1983 12:00:00 AM,0,Proposed,Storm,TB-062,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1037707729848,42.3937758276027
383,405,0,1,0, ,3/1/1983 12:00:00 AM,0,Proposed,Storm,TB-062,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1036561598902,42.3937836528021
384,406,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-063,Somerv, , ,9999,Unk,Unk,9999,68.65, ,64.65,-71.1023855476211,42.3926480140907
385,407,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-063,Somerv, , ,9999,Unk,Unk,9999,68.73, ,64.73,-71.1024758492874,42.392595920962
386,408,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-063,Somerv, , ,9999,Unk,Unk,9999,70.19, ,66.19,-71.1022927940975,42.3923237433166
387,409,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-063,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1021579328106,42.3923066004359
388,410,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-063,Somerv, , ,9999,Unk,Unk,9999,70.55, ,66.55,-71.1021027543582,42.3923945432174
389,411,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-064,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.101132240793,42.3921482220834
390,412,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-064,Somerv, , ,9999,Unk,Unk,9999,71.62, ,67.62,-71.1018388342306,42.3922054558135
391,413,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-064,Somerv, , ,9999,Unk,Unk,9999,71.66, ,67.66,-71.1017708561945,42.39228382187
392,414,0,1,0, ,1/30/1981 12:00:00 AM,0,Proposed,Storm,TB-065,Somerv, , ,9999,Unk,Unk,9999,70.54, ,66.54,-71.1023868323143,42.392188292537
393,415,0,1,0, ,1/30/1981 12:00:00 AM,0,Proposed,Storm,TB-065,Somerv, , ,9999,Unk,Unk,9999,70.5, ,66.5,-71.1022777859972,42.3921545687087
394,416,0,1,0, ,9/9/9999 12:00:00 AM,0,Proposed,Storm,TB-066,Somerv, ,DRAIN STRUCTURE,9999,Unk,Unk,9999,67.46, ,62.62,-71.1026158695188,42.3929479785635
395,417,0,1,0, ,9/9/9999 12:00:00 AM,0,Proposed,Storm,TB-066,Somerv, , ,9999,Unk,Unk,9999,66.86, ,62.86,-71.1027054316912,42.393014981756
396,418,0,1,0, ,9/9/9999 12:00:00 AM,0,Proposed,Storm,TB-066,Somerv, , ,9999,Unk,Unk,9999,66.25, ,62.25,-71.1028266892565,42.3926902594186
397,419,0,1,0, ,9/9/9999 12:00:00 AM,0,Proposed,Storm,TB-066,Somerv, , ,9999,Unk,Unk,9999,66.25, ,62.25,-71.1029164730244,42.3927205809116
398,420,0,1,0, ,9/9/9999 12:00:00 AM,0,Proposed,Storm,TB-066,Somerv, , ,9999,Unk,Unk,9999,65.14, ,61.14,-71.1030445766509,42.3923808761357
399,421,0,1,0, ,9/9/9999 12:00:00 AM,0,Proposed,Storm,TB-066,Somerv, , ,9999,Unk,Unk,9999,65.14, ,61.14,-71.1031298292448,42.392416181639
400,422,0,1,0, ,9/9/9999 12:00:00 AM,0,Proposed,Storm,TB-066,Somerv, , ,9999,Unk,Unk,9999,67.22, ,63.22,-71.1026572470082,42.3928063920378
401,423,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-067,Somerv, , ,9999,Unk,Unk,9999,9999, ,74.41,-71.1021523202451,42.3938038335873
402,424,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-067,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1022004283585,42.3935124428535
403,425,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-067,Somerv, , ,9999,Unk,Unk,9999,9999, ,69,-71.1023079144532,42.3935899944507
404,426,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-067,Somerv, , ,9999,Unk,Unk,9999,9999, ,66.68,-71.1023052313144,42.3934041858099
405,427,0,1,0, ,1/1/1981 12:00:00 AM,0,Proposed,Storm,TB-067,Somerv, , ,9999,Unk,Unk,9999,9999, ,66.45,-71.1024090726053,42.3934474238872
406,429,0,1,0, ,2/2/1981 12:00:00 AM,0,Proposed,Storm,TB-070,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.114397145283,42.3938258637133
407,430,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-071,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1196607325232,42.3971699940607
408,431,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-071,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1198715624902,42.3968467410864
409,432,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-071,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1199721616389,42.3966851017453
410,433,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-071,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1198243631258,42.396679844233
411,621,0,1,1, ,9/9/9999 12:00:00 AM,0,Proposed,Storm,TB-036,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1236624207843,42.3963021493961
412,622,0,1,1, ,9/9/9999 12:00:00 AM,0,Proposed,Storm,TB-036,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1239970754199,42.3963485167693
413,434,0,1,0, ,3/1/1982 12:00:00 AM,0,Active,Storm,TB-071,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1208505093395,42.3971035453602
414,435,0,1,0, ,3/1/1982 12:00:00 AM,0,Active,Storm,TB-071,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1204138631252,42.3970175767229
415,436,0,1,0, ,3/1/1982 12:00:00 AM,0,Active,Storm,TB-072,Somerv, , ,9999,Unk,Unk,9999,9999,<Null>,9999,-71.1204598802079,42.3969501000344
416,437,0,1,0, ,3/1/1982 12:00:00 AM,0,Active,Storm,TB-073,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1195490829164,42.3965942580366
417,438,0,1,0, ,3/1/1982 12:00:00 AM,0,Active,Storm,TB-073,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1194668389166,42.3966521591413
418,439,0,1,0, ,3/1/1982 12:00:00 AM,0,Active,Storm,TB-073,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1188138110183,42.3963035075381
419,440,0,1,0, ,3/1/1982 12:00:00 AM,0,Active,Storm,TB-073,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1187622637198,42.3963640385278
420,441,0,1,0, ,3/1/1982 12:00:00 AM,0,Active,Storm,TB-073,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1179390853382,42.3959414728033
421,442,0,1,0, ,3/1/1982 12:00:00 AM,0,Active,Storm,TB-073,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1178806228134,42.396017152684
422,443,0,1,0, ,4/3/1992 12:00:00 AM,0,Proposed,Storm,TB-074,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1242794074845,42.4011837254433
423,444,0,1,0, ,4/2/1992 12:00:00 AM,0,Proposed,Storm,TB-074,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1241807004245,42.4011367149805
424,445,0,1,0, ,4/3/1992 12:00:00 AM,0,Proposed,Storm,TB-074,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1248781124118,42.400378657441
425,446,0,1,0, ,4/3/1992 12:00:00 AM,0,Proposed,Storm,TB-074,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1247883468279,42.400341682614
426,447,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-022,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1212142223124,42.3979368151188
427,448,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-022,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1205852311665,42.3975887137925
428,449,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-022,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1205261291647,42.3976632853654
429,450,0,1,0, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-023,Somerv, , ,9999,Unk,Unk,9999,35.13, ,32.63,-71.1176465957755,42.3964174473644
430,451,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-023,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1175762479024,42.3964988620063
431,452,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-023,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1179193588393,42.396627448509
432,453,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-025,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1165303464876,42.3960808080925
433,454,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-025,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1165855658559,42.3959833328004
434,455,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-025,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1166777967608,42.3961432302522
435,456,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-025,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1174247688968,42.3964410881168
436,457,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-025,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1174799872395,42.3963436060021
437,458,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-026,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1142813067641,42.3953980499972
438,459,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-026,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1141400972417,42.3953666111296
439,460,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-026,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1143206974557,42.3952624064478
440,461,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-026,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1150129198995,42.3955767668534
441,462,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-026,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1148619986051,42.3955572037135
