CB_ID,Grid,ID,StreetName,StreetSegm,Inspector,Inspection,Owner,GrateShape,GrateType,CatchBasin,GrateCondi,OilHood,StructureM,StructureC,StructureI,ConnectedT,StructureD,FieldSumpD,OverallIss,Comments,PlanRefere,PlanDate,PlanDatum,PlanRimEle,PlanRimE_1,Count,DepthCE,RimElevati,BaseElevat,DrawerNumb,PlanNumber,InstallDat,Longtitude,Latitude
13-3,"13","3",DUNCAN ROAD,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"487","034",1951/05/01,-71.03388670,42.41324078
13-4,"13","4",DUNCAN ROAD,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","68",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03445630,42.41328425
13-5,"13","5",DUNCAN ROAD,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","52",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03438690,42.41325450
13-6,"13","6",ENGLEWOOD AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"487","035",1940/02/01,-71.03509610,42.41270839
13-7,"13","7",ENGLEWOOD AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"487","034",1941/02/01,-71.03546890,42.41296075
13-8,"13","8",ENGLEWOOD AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"487","035",1940/02/01,-71.03626060,42.41350220
13-9,"13","9",ENGLEWOOD AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"487","035",1940/02/01,-71.03620310,42.41354096
13-10,"13","10",ENGLEWOOD AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"487","035",1940/02/01,-71.03541530,42.41300653
13-11,"13","11",JEFFERSON AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03609960,42.41095690
13-12,"13","12",JEFFERSON AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03616210,42.41092134
13-13,"13","13",JEFFERSON AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03657280,42.41134171
13-14,"13","14",JEFFERSON AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03662890,42.41130163
13-15,"13","15",JEFFERSON AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03694830,42.41160328
13-16,"13","16",JEFFERSON AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03558020,42.41039954
12-161,"12","161",HARVARD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"733","014",1904/03/01,-71.04320390,42.40926479
12-162,"12","162",HARVARD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"733","014",1904/03/01,-71.04199860,42.40890100
12-163,"12","163",HARVARD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","75",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04234500,42.40905020
12-164,"12","164",HARVEY STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.04020730,42.41210712
12-165,"12","165",HILLSIDE AVENUE,"0",BETA,2014/11/25,City,"0","0","0","0","0","0","0","0",Yes,0.00000000000,0.00000000000,Yes,Found In Field Sept 2015,"0","0","0",0.00000000000,0.00000000000,"1","70",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04882770,42.41207610
12-166,"12","166",HILLSIDE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"424","010",1904/02/01,-71.04666650,42.41373319
12-167,"12","167",HILLSIDE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"424","010",1904/02/01,-71.04766660,42.41307254
12-168,"12","168",HILLSIDE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"424","010",1904/02/01,-71.04744650,42.41314099
12-169,"12","169",JEFFERSON AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03790190,42.41217900
12-170,"12","170",JEFFERSON AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03784380,42.41222050
12-171,"12","171",JEFFERSON AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03841120,42.41252356
12-172,"12","172",JEFFERSON AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03880910,42.41280019
12-173,"12","173",JEFFERSON AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03874920,42.41284292
12-192,"12","192",REED AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","80",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04710110,42.41181077
12-193,"12","193",REED AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","67",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04638270,42.41120751
12-194,"12","194",REED AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","79",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04632170,42.41125721
12-195,"12","195",RICHDALE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","017",1938/03/01,-71.03863520,42.41032989
12-196,"12","196",RICHDALE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","017",1938/03/01,-71.03871000,42.41035412
12-197,"12","197",RICHDALE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","017",1938/03/01,-71.03832150,42.41079595
12-198,"12","198",RICHDALE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","017",1938/03/01,-71.03839930,42.41082134
12-199,"12","199",ROAD A,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","102",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04398420,42.40913428
12-200,"12","200",ROAD A,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","99",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04380540,42.40909957
12-201,"12","201",ROAD A,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","67",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04354160,42.40896931
12-202,"12","202",ROAD A,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","65",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04347830,42.40905272
12-203,"12","203",ROAD A,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","107",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04438760,42.40911135
12-204,"12","204",ROAD A,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","88",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04457480,42.40923395
12-205,"12","205",ROAD B,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04510110,42.41072496
12-206,"12","206",ROSEDALE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","017",1938/03/01,-71.04009510,42.41075363
12-207,"12","207",ROSEDALE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","017",1938/03/01,-71.04001480,42.41073015
12-208,"12","208",ROSEDALE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","017",1938/03/01,-71.03987440,42.41108549
12-209,"12","209",ROSEDALE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","017",1938/03/01,-71.03979320,42.41106439
12-210,"12","210",ROSEDALE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","017",1938/03/01,-71.03965730,42.41141325
12-211,"12","211",ROSEDALE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","017",1938/03/01,-71.03948000,42.41153413
12-212,"12","212",RUSSELL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","63",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04319880,42.41378734
12-214,"12","214",RUSSELL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","74",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04338690,42.41382505
12-215,"12","215",SPRINGVALE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,Updated per Streetview - m,"0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","017",1938/03/01,-71.03774270,42.41305632
12-216,"12","216",SPRINGVALE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,Updated per Streetview - mj,"0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","017",1938/03/01,-71.03780890,42.41300074
12-217,"12","217",SPRUCE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03826870,42.41252663
12-218,"12","218",SPRUCE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03833160,42.41258105
13-37,"13","37",WINTHROP ROAD,"0",BETA,2014/11/25,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"487","034",1941/02/01,-71.03384010,42.41277816
13-38,"13","38",WINTHROP ROAD,"0",BETA,2014/11/25,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"487","034",1941/02/01,-71.03389810,42.41273416
13-39,"13","39",WINTHROP ROAD,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","70",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03487790,42.41348621
13-40,"13","40",WINTHROP ROAD,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","79",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03493470,42.41344045
13-41,"13","41",ALPINE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03747620,42.41091988
13-42,"13","42",ALPINE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","016",1950/08/01,-71.03764120,42.41052943
13-43,"13","43",ALPINE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","016",1950/08/01,-71.03744050,42.41082605
13-44,"13","44",ALPINE AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03771820,42.41055498
13-45,"13","45",VAUGHAN STREET,"0",BETA,2014/11/25,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"487","034",1941/02/01,-71.03421000,42.41293956
13-46,"13","46",VAUGHAN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"487","034",1941/02/01,-71.03456410,42.41247151
13-47,"13","47",VAUGHAN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","52",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03474950,42.41220576
13-48,"13","48",DARTMOUTH STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03739680,42.41095578
17-7,"17","7",UNION STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","79",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04295280,42.40500995
17-8,"17","8",ALPINE ROAD,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"413","015",1903/02/01,-71.04025470,42.40446798
17-9,"17","9",ALPINE ROAD,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","68",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04018310,42.40490260
17-10,"17","10",AUBURN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"419","005",1902/03/01,-71.04682120,42.40721732
17-11,"17","11",AUBURN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"419","005",1902/03/01,-71.04685390,42.40714050
17-12,"17","12",BAKER ROAD,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"413","015",1903/02/01,-71.04305890,42.40513706
17-13,"17","13",BAKER ROAD,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"413","015",1903/02/01,-71.04296710,42.40511557
17-14,"17","14",BAKER ROAD,"0",BETA,2014/11/25,City,"0","0","0","0","0","0","0","0",Yes,0.00000000000,0.00000000000,Yes,Found In Field Sept 2015,"0","0","0",0.00000000000,0.00000000000,"1","82",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04172650,42.40776113
17-15,"17","15",TYLER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",39.02000000000,37.02000000000,"413","015",1950/05/12,-71.04011290,42.40548312
17-16,"17","16",TYLER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","71",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04017570,42.40538585
17-17,"17","17",UNION STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"413","015",1903/02/01,-71.04631670,42.40596063
17-18,"17","18",UNION STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"413","015",1903/02/01,-71.04634620,42.40589967
17-19,"17","19",UNION STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"413","015",1903/02/01,-71.04536700,42.40572249
17-20,"17","20",UNION STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"413","015",1903/02/01,-71.04539840,42.40565256
17-21,"17","21",UNION STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"413","015",1903/02/01,-71.04445160,42.40541244
17-22,"17","22",UNION STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"413","015",1903/02/01,-71.04432030,42.40545346
17-23,"17","23",UNION STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"413","015",1903/02/01,-71.04434930,42.40538440
17-24,"17","24",UNION STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"413","015",1903/02/01,-71.04367900,42.40529237
17-25,"17","25",UNION STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","85",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04391360,42.40526893
17-26,"17","26",UNION STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","77",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04380060,42.40523811
17-27,"17","27",UNION STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"413","015",1903/02/01,-71.04357740,42.40526291
17-28,"17","28",UNION STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"413","015",1903/02/01,-71.04325640,42.40510105
17-29,"17","29",UNION STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"413","015",1903/02/01,-71.04231090,42.40483076
17-30,"17","30",CHELSEA STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","80",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04495760,42.40300488
12-191,"12","191",REED AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","84",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04717350,42.41177253
12-81,"12","81",ELSIE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","016",1950/08/01,-71.03960710,42.41162799
12-82,"12","82",ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"424","010",1904/02/01,-71.04575320,42.41232384
12-83,"12","83",ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","83",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04628080,42.41209336
12-84,"12","84",ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","75",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04633350,42.41217317
12-85,"12","85",ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"424","010",1904/02/01,-71.04560800,42.41253703
12-86,"12","86",ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"424","010",1904/02/01,-71.04556850,42.41239561
12-87,"12","87",ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.04117020,42.41326311
12-88,"12","88",ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.04123050,42.41334178
12-89,"12","89",ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.04223270,42.41334958
12-90,"12","90",ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.04316780,42.41341117
12-91,"12","91",ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.04334870,42.41348831
12-92,"12","92",ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.04268920,42.41325006
12-93,"12","93",ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.04421820,42.41286244
12-94,"12","94",ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.04372650,42.41307941
12-95,"12","95",ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","61",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04291590,42.41350284
12-96,"12","96",ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","84",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04463910,42.41295553
